acronym,num_occ,num_different_expansion
ACR,1,1
PV,1,1
IMSS,1,1
VPH-AR,2,2
SENR,1,1
NIVa,1,1
ECP,1,1
BQs,1,1
VIH,7,3
L+,1,1
SEGHNP,1,1
PS,3,2
FEPPI,1,1
EPI,1,1
UPDRS,1,1
PRC,1,1
CFC-GM,1,1
NIE III,1,1
peso kg,1,1
CEMPV,1,1
VHB,2,1
IC,2,2
IFN,1,1
SRO,1,1
CARTO,1,1
FLIPC,1,1
E C,1,1
HOMI,1,1
Hp,1,1
MXT,1,1
AP,2,2
CCRm,1,1
AMEU,1,1
PAEAFT,1,1
SiFO,1,1
AVG,1,1
ECV,1,1
CUCI,1,1
SA,1,1
DNU,1,1
E. M.,1,1
IR,1,1
QTneo,1,1
SCB,1,1
AA,1,1
Tm,1,1
GC,1,1
HPMF,1,1
ERC,1,1
CCR,3,3
GETIM,1,1
TR,1,1
CPN,1,1
puros,1,1
EMAD,1,1
PDQ,1,1
HF,1,1
PFA,1,1
IRC,1,1
IL-2r,1,1
EMRR,1,1
PIO,1,1
NFPVC,1,1
IP,1,1
CFNR,1,1
EPL,1,1
SDRA,1,1
BROM,1,1
ENG,1,1
THO,1,1
CISCA,1,1
O/SP,1,1
PrPC,1,1
VPH,10,3
BPT,1,1
MLG,1,1
CGEO,1,1
NT,1,1
DTM,1,1
NPD,5,1
NA,0,1
HPP,1,1
M.E.P.,1,1
MCH,1,1
kcal,1,1
EIA,1,1
NL,3,3
TAC,1,1
PAF,1,1
SENEC,1,1
RFCE,1,1
RI,1,1
AR,2,1
EE,1,1
LAM,2,2
CMC,1,1
RS,1,1
TDAH,8,1
CF,1,1
SENPE,1,1
ID,1,1
GIST,2,2
BPTR,1,1
rcmc,1,1
CB,2,2
BVS,1,1
ICH,1,1
DFT,1,1
IPP,1,1
ILAE,1,1
RPAD,1,1
GMP,1,1
MC-1,1,1
GIMINO,1,1
DM-1,1,1
ATC,1,1
LCR,1,1
VRP,1,1
Nevil,1,1
TC,6,4
DCL,1,1
PA,1,1
CHUC,1,1
SVCR,1,1
FHD,1,1
EAD,1,1
INNSZ,1,1
NSRR,1,1
MC,1,1
LNH,2,2
FVV,1,1
CRIR,1,1
PPC,1,1
ELCP,1,1
CSPL,1,1
CCC,1,1
GCAO,1,1
Tp,1,1
ECN,2,2
MEB,1,1
Es,1,1
WISCI,1,1
RITA,1,1
RR,1,1
NE,2,1
LI,1,1
EAEH,1,1
DTA,1,1
ATB,1,1
ANCA,1,1
Igs,1,1
CIA,1,1
SUP,1,1
MMC,1,1
media,1,1
SEPN1,1,1
NPA,1,1
SNC,1,1
I.,1,1
SNT,1,1
CPCNM,1,1
AT,2,2
IHQ,2,2
SEFH,1,1
ReDeGi,1,1
SN,1,1
MOAR,1,1
USEB,1,1
PVD,1,1
CDT,2,2
P.B.T.E.P.,1,1
SIC,2,1
MMAE,1,1
LAL,1,1
BXO,2,2
CHEP,1,1
PAPTAF,1,1
TCL,1,1
EC,1,1
IRA,1,1
PAN,3,2
UID,1,1
NEC,1,1
PTH,1,1
VPPB,1,1
TD,1,1
SELDI,1,1
ACV,1,1
LB,1,1
LQ,1,1
ELT,1,1
ECA,1,1
RME,1,1
TAB,1,1
TFEQ,1,1
CEM,1,1
CFQ,1,1
SEGA,1,1
AO,1,1
NP,3,2
HISF,1,1
PEV,1,1
IDCV,1,1
ER-IgG4,1,1
CMO,1,1
PAM,1,1
NDM,1,1
SIOP,1,1
GEVA,1,1
C.C.,1,1
TDR,1,1
Co,1,1
DSE,1,1
E.E.P.,1,1
HP,1,1
CPTD,1,1
CFTNM,1,1
DE 31.52,1,1
ERCT,1,1
SLE,1,1
B.R.,1,1
AM,1,1
GENI,1,1
AEEH,1,1
Guatemala,1,1
SCN,1,1
R.T.C.,1,1
MEF,1,1
EMM,1,1
AMA,1,1
FLPNS,1,1
RMC,1,1
HGC,1,1
HDC,1,1
FANs,1,1
EII,1,1
TUS,1,1
SWH,1,1
TRUS,1,1
C.R.,1,1
POP,1,1
EH,2,1
COCT,1,1
ENS,1,1
PE,1,1
ISUP,1,1
AD,1,1
TCMC,1,1
HIS,1,1
GFA,1,1
CETON,1,1
AST-M,1,1
ICSH,1,1
NADYA,1,1
SNPs,1,1
FR,1,1
FAL,1,1
2-AT,1,1
LA/RC,1,1
UCI,1,1
ET,1,1
OR,1,1
PgE2,1,1
E.A.E.,1,1
RVU,1,1
AKE,1,1
SS,1,1
TFC,1,1
MLPA,1,1
RNHMD,1,1
LSSC,1,1
SCS,1,1
EM,5,1
II,1,1
EVRD,1,1
LARCE,1,1
RCT,1,1
VPN,1,1
HTO,1,1
VNG,1,1
Pap,1,1
LES,2,1
TUI,1,1
LEI,1,1
CRM,1,1
BAAF,1,1
