acronym,num_occ,num_different_expansion
AGEMZA,1,1
VSP-A,2,2
TRS,3,3
RTA,2,2
iam,1,1
PAM,3,2
ITL,3,1
ITcc,1,1
FRX,1,1
ODS,3,1
IMIP,2,1
SENC,4,1
TFGe,1,1
SFC,1,1
MSHAQ,1,1
PMIT,1,1
AME,3,1
FIVTE,1,1
GEMPO,1,1
SEIMC,8,2
AMG,1,1
CG,4,2
AUDIT-C,1,1
GPG,1,1
BLEE,5,2
TCC,3,3
ATR,3,2
CEIC,3,2
II,9,6
DF,3,3
EIA,2,1
SCORE,2,1
NSE,5,1
EIICEA,1,1
IMs,1,1
TEP,2,1
ENP,1,1
IgE,4,1
ACR,2,2
NAV,2,1
SDTA,1,1
ONGD,2,1
CLE,1,1
LMC,3,2
UDVP,2,1
CNI,1,1
des,1,1
TLIV,1,1
CBI,1,1
SAAS,1,1
NPI-Q,1,1
PET/TC,1,1
ASCA,1,1
COMIET,4,1
CCUSG-061,1,1
RCEI,1,1
DREEM,1,1
HSH,1,1
MRC,2,2
IUE,1,1
ADAS,2,1
ALA,1,1
FL,1,1
ROC,2,2
T.A.C.,1,1
SEEN,1,1
CIRC,1,1
CIR,1,1
PubMed,1,1
IC 95%,11,5
SPI,2,1
EHGNA,2,2
TARVAE,1,1
EC,9,9
AMPA,3,2
REDIP,1,1
OMS,22,2
Venezuela,1,1
NIA,1,1
AT,3,3
ECTC,1,1
FRCV,5,1
DBC,1,1
PEVAC,1,1
BEP,1,1
REPIR,1,1
EO,3,3
EEV,1,1
IN,2,1
QSM,1,1
LMA,4,2
PPCI,1,1
IRSPC,2,1
HPRT,1,1
HC,6,4
EPG,1,1
NO,2,2
DP,4,3
MSC,1,1
VFC,1,1
EVMAC,1,1
ARCI,1,1
CTR,1,1
PGN,1,1
NDPD,1,1
CHCV,1,1
GMF,2,1
BPT,2,2
EN,6,3
EQ-5D,1,1
AGA,1,1
CA,7,5
EIE-R,1,1
HAD,2,2
CAMCOG-DS,1,1
GC,3,2
RCV,3,1
AAS,2,2
ABQ,2,1
DO,1,1
ACE-R,1,1
IT,1,1
MTHFR,4,2
HUSC,1,1
LME,2,1
LEPR,1,1
MIAP,1,1
FC,5,3
RPa,2,2
Sinais,1,1
AVE,1,1
USE,2,1
DIB-R,1,1
AVAD,1,1
CAS,1,1
PA,6,3
E12,2,1
IAUC,1,1
LRA,1,1
AL,4,3
DM,22,4
POCS,1,1
y II,3,3
SARM,4,3
GEMI,2,2
FORMIR,1,1
TB-DI,1,1
SUH,20,5
GCP,1,1
IVE,2,1
CID,1,1
APOE,1,1
GesEPOC,6,3
GABA,2,1
eTFG,1,1
SWLS,1,1
AUDIT,2,1
PCR-us,2,2
GMSI,2,2
LC,2,2
FA,3,2
VitD,1,1
PNAnc,1,1
VC,1,1
FQ,1,1
VP+,2,1
EA,11,7
HACRE,1,1
DI,1,1
GBM,1,1
SDRA,2,2
PRL,1,1
SSN,1,1
ZSO,1,1
ENSIN 2010,4,2
ITK,1,1
T@M,2,2
DG,2,2
ACSA,1,1
SCV,1,1
ROP,1,1
as,3,2
IR,5,4
IFI,3,1
CB,6,5
CN,3,2
AIT,3,2
RedMIVA,1,1
TVU,1,1
GINA,3,2
DCP,1,1
OD,2,2
SEAN,2,1
RICVAL,1,1
LS,1,1
SEHAN,2,1
ISP,7,2
PEITHO,1,1
CMC,3,2
BN,1,1
AF,27,3
VGE,1,1
STE,1,1
LCA,1,1
IgIV,1,1
copep-es,1,1
CHIK,2,1
GEIPC,1,1
MPGC,1,1
APROC,1,1
GT-CMP,1,1
RAD,1,1
VNI,1,1
"RH""",2,1
TI,2,2
MIPSE,1,1
SAS,2,2
EFAM,2,1
GLOMANCHA,1,1
DMAE,3,1
TN,2,2
CME,1,1
TNasa,1,1
MGMT,1,1
SECCV,5,1
CIN III,1,1
SER,1,1
A/C,1,1
R.G.E.,1,1
MST,2,1
UF,1,1
PGR,1,1
CCU-112,1,1
FI,2,2
ESPIDEP,1,1
MAR,1,1
Ensanut MC,2,2
NPI-NH,1,1
TEA,20,3
CCAA,2,1
SEM,3,3
HSA,1,1
DN,2,2
SAD,1,1
FLANC,1,1
PAAF,5,3
cLDL,2,1
TES,2,2
D-D,1,1
ECAVIPEP,1,1
MDA,2,1
ENN,1,1
IGU,1,1
TAP,2,2
VD,2,2
IMC,9,3
EDC,2,1
TE,1,1
PVMD,1,1
EK2,1,1
SEPAR,3,1
CM,3,1
LAL,3,3
DMT2,4,1
LIEBG,1,1
SDOM,1,1
CCU,3,3
SIDA,18,7
CV,10,6
CAT,1,1
SENPE,2,2
Decapoda,3,3
PEF,1,1
EPI,4,3
HICI,1,1
FETI,1,1
PSH,1,1
STC,3,2
AFP,2,2
PM10,2,2
BNB,1,1
SVGE,1,1
FRR,1,1
GOB,1,1
ERI,1,1
BBAQ,1,1
T.V.S.I.,1,1
BICI,2,1
SOL,1,1
MONIN,1,1
ESO,4,2
FID,1,1
LIHC,1,1
PCR,6,2
LBA,1,1
NYHA,1,1
RISC II,1,1
RHAI,1,1
EQUIHP,2,1
CSA,1,1
PSRs,1,1
GLI,1,1
GBA,2,1
DM1,4,2
DR,1,1
TIC,2,1
ATP,1,1
IC-SOHO,1,1
NACS,1,1
PNED,1,1
BSSS,1,1
cHDL,2,1
CR,1,1
CIRH,1,1
TAES,1,1
NIAD,1,1
LIEAG,1,1
IVUCU,1,1
ADE,2,2
EBA,1,1
MINI,1,1
BEDS,1,1
EW,1,1
p=&lt,1,1
MN,2,2
DE,9,9
CEIm,1,1
CGD,1,1
SAHS,6,6
RAFI,1,1
zIMC,1,1
DNO,1,1
TGO,1,1
SAETA,1,1
LNI,2,2
GEP,2,1
Vit-D,1,1
CHMSS,2,1
MIS,3,2
G6FD,2,1
CIE,2,2
UCAD,1,1
MS,1,1
EPA,2,2
ECOE,1,1
SUN,1,1
DCI,4,1
NIHSS,1,1
FNf,1,1
FNA,1,1
ADM,2,2
EK,1,1
NNT,1,1
EQ,1,1
Se,1,1
CMJ,1,1
RM,24,5
GRD,2,2
MPO,1,1
ARA2,1,1
GOS,1,1
LRINEC,1,1
GENTE,2,1
ECA,9,7
RNPT,1,1
HTA,8,2
CRA,1,1
SSp,1,1
SSPA 7,1,1
CET,2,1
DIS-III-R,1,1
IRA,8,4
Tnc T-es,1,1
NLPC,1,1
OP,1,1
GEMEBA,1,1
H-RP,1,1
UDAI,1,1
VIH,45,4
TARGA,2,2
SPN,1,1
VINCat,1,1
t/b,1,1
IATTGI,1,1
AFHAP,1,1
TVI,1,1
SOCHMEDEP,2,1
MPD,1,1
CHCC,1,1
ECG-IC,2,1
MMPI-2,1,1
PESS,1,1
ECG,1,1
PIVh,1,1
ES,1,1
LEP,1,1
SEP,1,1
GEN-VN,1,1
SP+O,1,1
CCC,4,3
TRRC,2,2
SENFC,1,1
UE,1,1
PAB,1,1
KADDS,1,1
ERC,22,4
MOR,1,1
VCT,1,1
IGP,1,1
FAVIDE,1,1
OR,19,4
FETO,1,1
REVERSE,1,1
UACJ,1,1
VCMP,1,1
HNERM,1,1
casos,1,1
CFCA,1,1
GEODA,1,1
IIEF,1,1
EPS,4,2
PXG,1,1
SP,1,1
AINE,5,3
MM,4,3
ETM,1,1
LAP,2,1
SDG,1,1
NE,4,3
Piscis,1,1
ATM,3,2
HBP,5,2
CTC,1,1
PAOP,1,1
SDS,1,1
IVA,2,1
CEFYDEM,2,1
IOP,1,1
IOM,1,1
ETV,4,2
SM,31,3
CPP,1,1
SOCALPAR,2,2
STIR,1,1
FOO,1,1
IgAs,1,1
PAPPS,4,1
HVB,2,1
LACRE,2,1
HR,6,2
AGS,2,1
AELO,1,1
Viannia,1,1
EHNA,4,1
EGI,2,2
MFM,1,1
DIU,3,2
FMIC,2,1
PMM,1,1
RESI-M,1,1
Neumosur,1,1
ISAK,3,2
FRS,1,1
EDSS,1,1
MTA,1,1
TB,3,1
QUALIDIAB,1,1
CuSum,1,1
SSSN,2,1
pacientes,1,1
AFC,3,1
CASRM,1,1
PNCT,1,1
LOLA,1,1
HSDC,1,1
AC-VIH,1,1
AIDL,1,1
DPCA,2,1
DMPT,1,1
SPC,1,1
MD,3,3
CT,10,3
PR,3,2
TS,1,1
EMJ,2,1
MARS,1,1
PIDA,1,1
SG,3,3
SMSL,1,1
IMID,2,1
ICSI,3,3
ENNyS,1,1
IA,4,4
BMQ,1,1
GESEPOC,2,1
EAI,1,1
AA,5,4
sic.,2,1
EEG,3,3
SGLT2,1,1
ECV,12,4
ONT,1,1
TASPE,1,1
RA,2,2
LLA,6,3
ZMCM,1,1
END,1,1
DMRE,1,1
DAS,2,2
Ft,1,1
CdV,1,1
VGA,1,1
P/E,1,1
CPNM,1,1
PCT,6,4
VHE,2,1
EVW,4,1
PROCES,1,1
AP,13,5
OI,2,2
UCE,4,2
NLP,2,2
AV,2,2
NAG,2,2
MEC,1,1
HPV,1,1
CoRIS,1,1
DFO,1,1
HNF,1,1
POCAA,1,1
CHO,1,1
T/E,1,1
SDI,1,1
CTT,1,1
EMPP,1,1
MUSIC,1,1
RIETE,1,1
VMNI,1,1
MAT,1,1
EAV,1,1
ETMA,2,1
PV,3,2
IGEV,1,1
CAMCOG,1,1
Red INMA,1,1
BPYR,1,1
ISD,1,1
IMSS,13,2
CO,1,1
PCM,2,2
TIP,1,1
ORs,1,1
IC,19,5
HD,5,1
Fontana,1,1
ISVP,1,1
GPAA,1,1
RVDD,1,1
R24,1,1
CMLALM,1,1
TAR,4,3
CEBQ,1,1
DPNC,2,1
VPH-AR,3,2
NED,4,1
RVN,2,1
O.M.S.,2,1
AQ20,2,2
BLOC,1,1
ECh,1,1
ECIRyC,1,1
FDG,1,1
ASAS-R,1,1
UC,1,1
IAAS,3,2
ESG,1,1
MRT,1,1
TR,2,2
DAA,1,1
PEFEX,1,1
AFE,4,1
ECP,2,1
SINAN,2,1
SC,1,1
SAAC,2,1
PBI,1,1
BQs,1,1
MDR,1,1
REALSICA,1,1
GI,2,2
UME,1,1
SDR,2,2
L+,1,1
IBP,2,2
ED,2,1
MOSPSC,1,1
EE,7,6
IVU,1,1
ES/E,1,1
MNA,6,3
naloxona,1,1
DDDs,1,1
RACat,1,1
CCHS,1,1
UPDRS,3,2
PRC,1,1
PADS,1,1
As3MT,2,1
TA,3,3
NMPc,1,1
RCUI,1,1
NIE III,1,1
peso kg,1,1
BP,4,3
HAS,2,1
VCO,1,1
IDB,1,1
GVML,1,1
UPA,1,1
UVBBE,1,1
AMINE,1,1
GEE,1,1
TCE,5,3
CPAQ,1,1
NUT,1,1
CEMPV,1,1
GLAITH,2,1
MDS,1,1
MEN 1,1,1
MBSRQ,2,1
EV,3,2
DPNT,1,1
SNI,1,1
NRS-2002,2,1
RPC,3,2
UREA,1,1
Ensanut,3,1
IC95%,7,3
VHB,13,2
FIS,2,1
CUCI,4,2
PANDA,4,3
PM,1,1
NMDAR,1,1
TCA,9,3
PET-FDG,1,1
EHI,1,1
RENAVE,1,1
As,1,1
OPELUCE,2,1
GIHV,1,1
NCC,1,1
CAPS,2,2
CDI,1,1
PC/E,1,1
AVPP,1,1
VGS-GP,1,1
AOMI,1,1
Rn,1,1
FES,2,1
ORN,1,1
ACAOS,1,1
E C,1,1
HPRL,1,1
TG,8,2
INEN,2,1
ReMeFA,1,1
PDSQ,1,1
RVM,1,1
Hp,1,1
ESL,1,1
EVA,2,2
MXT,1,1
CU,2,2
CH,1,1
UPV,1,1
FAT,1,1
PRES,1,1
FDF,1,1
IMCEST,2,2
RNM,3,2
SOCHIPE,2,1
RNTI,2,1
VHA,1,1
PS,6,3
CVF,2,1
CCRm,1,1
PG,1,1
ECE,2,1
SSPA,1,1
TAO,2,1
parte I,1,1
UMRF,1,1
CTOG,1,1
GEHBTA,1,1
AVG,1,1
UPE,1,1
STID,2,1
UTIP,1,1
ACP,2,1
RAM,2,1
IB,2,1
RE,1,1
VIH 2,1,1
MG,3,2
SIB,1,1
HB,3,2
UPI,1,1
ETAP,1,1
SEIP,1,1
TCI-R,3,2
AS,4,3
NPD,13,2
RIUPS,2,1
NNH,1,1
DER,2,1
BDI,1,1
APSO,1,1
ESPII,1,1
NAC,2,2
PRP-T,1,1
HIT-6,1,1
DMNID,2,2
EL,1,1
IAH,2,2
FRC,4,4
IDR,2,2
GESIDA,5,2
CPRE,2,1
SEMTSI,1,1
SLP,1,1
ENI,2,1
Hib,3,2
DON,1,1
SAT,1,1
TT,2,2
CMTES,1,1
HLP,1,1
ERGE,2,1
España,1,1
QP,1,1
FCT,1,1
BIA,2,1
MAE,1,1
ENAHO,3,2
SA,3,3
IVPH,1,1
DDc,1,1
SAdE,1,1
SCB,1,1
RCP,3,2
PET-TC,1,1
SAEI,1,1
APC,1,1
RPA,1,1
CMSL,1,1
CONUT,2,2
AMMOM,2,1
GEM,1,1
MIR,1,1
LEOC,2,1
CERCA,1,1
GIMC,1,1
ALTE,1,1
beta 2M,1,1
FAE,2,1
I.A.A.S.,1,1
LV,1,1
AEEF,1,1
CCR,7,3
MUST,3,1
THC,1,1
GETIM,1,1
NST,1,1
UMAE,1,1
MPS-II,1,1
CPN,3,2
ENDORSE II,1,1
PIB,1,1
EPOC,22,2
LPV,1,1
A.C.A.D.,1,1
SFH,1,1
EMEA,1,1
NN,1,1
EMAD,1,1
APRI,1,1
DPA,2,2
VGS,2,1
UNC,1,1
CEAPE,2,1
PDQ,1,1
AD8,1,1
HF,2,1
media,2,2
CapPsi,1,1
CDM,1,1
RAC,1,1
CEC,2,1
GEHPY,1,1
VIH-2,5,2
FONASA,1,1
tipo I,1,1
PFA,1,1
IRC,1,1
C-LDL,1,1
COPD-PS,2,1
VCI,1,1
SLE,2,2
PIO,3,1
GEDSRT-VHC,3,1
ASR,1,1
cisplatino,1,1
AVPMP,1,1
TUA,1,1
IP,3,3
TQE,1,1
EPIC,3,3
CFNR,1,1
CLDL,1,1
EACD,1,1
VSG,3,2
DLD,1,1
AEMPS,1,1
TEV,1,1
SU,22,2
MILD,2,1
TDC,1,1
EAE,1,1
ICNV,1,1
S. aureus,1,1
ST,3,3
ICAM,1,1
HI B,1,1
HG,1,1
ML,2,2
ENG,2,1
TMN,1,1
SEH-LELHA,2,1
PEIMCP,1,1
GLP-1,2,1
TCPH,1,1
CAN,1,1
ACI,1,1
THO,1,1
CMBD,2,1
VSGGP,1,1
DME,2,1
RMP,1,1
M-CTS,1,1
ADVISE,1,1
VPH,17,3
TNC,1,1
PCNA,1,1
MLG,1,1
AD-QT,1,1
NT,1,1
OCB,1,1
RI,6,2
DTM,1,1
NA,0,1
MSL,1,1
HGNA,3,1
MP,2,2
Inca,1,1
EBH,1,1
SIVFRENT-A,2,2
TVC,1,1
HCP,1,1
PROA,2,2
AESP,1,1
TUG,1,1
MF,3,3
FR,5,2
MUSIQ,1,1
AKQoL,1,1
M.E.P.,1,1
CUMS,1,1
EVC,4,2
DRESS,1,1
BGN,1,1
ZBS,4,2
ENCA,1,1
GER,4,2
BCG,4,2
HTAS,1,1
MCH,1,1
CEIPC,5,2
IOF,1,1
MMORPG,1,1
CHUA,1,1
PINSAP,2,1
IMSI,1,1
PFH,1,1
PMK-RD,1,1
IRI,2,2
kcal,1,1
EIPID,1,1
NMO,2,1
PAI,2,1
MGH-SFQ,1,1
RENAHTA,1,1
CMS,1,1
LABC,2,1
RMM,2,2
CHAL,2,1
PRMs,2,1
VOCI,1,1
TDAH,32,4
ISC,1,1
IAM,1,1
TDO,1,1
MOS-HIV,1,1
TAC,3,2
CRC,1,1
CAST,1,1
ARIA,2,1
BMN,1,1
TRR,2,2
Cetacea,2,2
MBC,1,1
DEI,1,1
CIF,2,1
CRONOS,1,1
RVUPS,2,1
PRISMA,2,1
NSA-16,1,1
RHC,1,1
SEMP,1,1
MTRR,1,1
NORMACODEM,1,1
AR,4,1
SOCHICAR,2,1
LAM,2,2
GNRP,1,1
VCN7,1,1
CVC,5,3
ICG,1,1
NEWSQOL,2,1
LM,7,2
BU,1,1
ISO,1,1
SVP,1,1
INSP,1,1
IE,2,1
AE,2,1
DHA,1,1
ENV,1,1
UIECP,1,1
UMF 171,1,1
CFC,1,1
ENSM,2,2
SARM-Co,1,1
TNO,1,1
INSN,1,1
PSA,1,1
HTIC,1,1
ADMMR,1,1
FVP,1,1
TVE,1,1
ID,1,1
GIST,2,2
NL,2,2
EAJ,1,1
PRM,1,1
HADS,2,2
REA,1,1
SOP,2,2
DCC,1,1
BETA,1,1
BPTR,1,1
IECA,1,1
EAP,2,2
H.A.C.R.E.,1,1
TARMA,1,1
GE,2,1
GRP,1,1
EAM,1,1
ASO,1,1
WPW,1,1
H.D.A.,2,2
ARAHIP,1,1
MVL,2,1
DRE,2,1
BVS,1,1
FN,1,1
GLADP,1,1
IMV,1,1
CLIEIS,1,1
INSS,1,1
EF,3,2
VCS,1,1
P-P,1,1
MIRAP,1,1
GTEB,1,1
UCI,9,2
PPT,2,2
RVI,1,1
QT,1,1
CrS,1,1
RN/DN,1,1
DPAE,1,1
MC-1,1,1
ARCO,1,1
PCA,2,1
GIMINO,1,1
UNITEC,1,1
RCVG,1,1
DM-1,1,1
NPH,1,1
DAM,1,1
COSFAMM,1,1
VEB,1,1
CEAR,1,1
SDSCA,1,1
CFA,1,1
ETN,2,1
UCIP,3,3
TAVEC,1,1
HZ,2,1
ACT,1,1
PMC,1,1
MGIT,1,1
ACOD,1,1
LCR,4,3
RGE,1,1
ENT,1,1
VRP,2,1
DAI,1,1
IF,1,1
CERFB,1,1
TGP,1,1
TC,9,4
ECVs,1,1
IAMEST,1,1
SSHDC,2,1
DCL,4,1
GES,1,1
Pisces,1,1
NHG,1,1
AVAC,1,1
CHUC,1,1
R.T.U.,1,1
SES,1,1
DAQ,1,1
GEITDAH,1,1
COMESEM,1,1
ADHD-RS-IV,1,1
AIS,2,1
PP,1,1
EIM,1,1
ETC,1,1
GETH,2,1
MRV,2,1
RST,1,1
HSP-90,1,1
FHD,1,1
SED,1,1
IDP,1,1
TNE,2,1
CIMEC-V,1,1
SB,2,1
EAD,2,2
SCOFF,1,1
He-Ne,1,1
AIMA,1,1
ABP,1,1
GCED,1,1
INNSZ,2,1
MU,1,1
NSRR,1,1
PHM,1,1
MC,1,1
SCAS,1,1
PAS,2,2
MT,2,2
CRIR,1,1
US,2,2
DSM,1,1
PPC,1,1
TDA,1,1
ERV,1,1
CVL,1,1
AMB,1,1
TDEH,1,1
ATP III,1,1
ENDS,1,1
HSV-2,2,1
GCAO,1,1
REM,1,1
GMFM,1,1
IPM,1,1
GIM,1,1
CTCA,1,1
RR,13,3
EAs,1,1
SEMICYUC,3,2
ICC,1,1
SACN,2,1
TMFT,1,1
PIC,2,2
SBA,1,1
REGITELL,1,1
CFP,2,1
IISP,1,1
SABE,2,1
ICCQ,1,1
SRAA,2,1
MER,1,1
Es,1,1
MMA,1,1
IRAB,1,1
CSS,1,1
IRT,2,1
VGE+VGA,1,1
UFPE,1,1
NPp,1,1
WISCI,1,1
RITA,1,1
MAC,2,1
VBTF,2,1
OB,1,1
TARV,1,1
atenolol,1,1
BA,1,1
lp(a),2,1
SEEDO,1,1
vHIT,1,1
HLAV,1,1
EFG,1,1
OBQ-CV,1,1
TVP,1,1
EFBA,1,1
CEA-N,1,1
PAC,1,1
VAG,5,1
SNS,6,2
FIWOS,1,1
CONIN,1,1
LI,1,1
TDI,2,1
UITB,3,1
AI,1,1
MORTAR,1,1
AEDV,1,1
ECPP,1,1
TaETM,1,1
TTPA,3,2
RCE,2,2
FM,1,1
Nematoda,4,3
TMG,1,1
ETA,1,1
IRCV,1,1
PET/CT,2,2
CAP,2,1
COR,4,1
LE90,2,1
PPcH,1,1
RG,3,3
PALOC,1,1
HPS,1,1
OAB-FIM,1,1
VM,3,1
AP-CP,1,1
Grupo PRE,1,1
ZNO,1,1
CIA,2,2
PAA,1,1
PSMAR,2,1
EULA,1,1
TSN,1,1
OAK,1,1
PEP,1,1
SIADH,1,1
EGB,2,1
SAMU,1,1
apoE,1,1
SRAS,1,1
APS,1,1
USSB,1,1
SUP,2,1
normopeso,1,1
MMC,1,1
NAVM,3,1
NoTD,1,1
STP,1,1
MAV,2,1
SVS,1,1
BCS,1,1
PIM,1,1
ITS-AC,1,1
SMD,3,2
QOL-AD,1,1
CQ,1,1
PAIS,2,1
EPO,1,1
DCA,1,1
EM,21,3
NICE,1,1
ADO,1,1
SNC,6,1
TP,1,1
CVRS,1,1
CBTMO,1,1
I.P.I.,1,1
U.A.M.,1,1
Hb,4,2
GETECCU,1,1
SNT,2,2
CPCNM,1,1
ASA,1,1
QTI,1,1
EAT,3,2
Pt,1,1
GID,2,1
AVB,1,1
TSOG,1,1
DSA,1,1
RECAMA,1,1
IAMSEST,1,1
LCD,1,1
HACMLE,1,1
IPA,1,1
TMI-M,1,1
IRCT,1,1
GSRS,1,1
MLQ,1,1
ADHD-RS,1,1
ECOSNA,1,1
LE,2,1
ODM,1,1
E1,2,1
SAOS,5,2
PGB,1,1
PLT,1,1
M DMQ-R,1,1
PMR,1,1
ECRAF,1,1
PMM-REDAN,1,1
ReDeGi,1,1
HSNS,1,1
USSO,1,1
AFG,1,1
SN,2,2
SILEX,1,1
GETMON,2,1
DM2,10,2
ETS,1,1
SD,2,1
SIVELCE,1,1
ABiF,1,1
GEW,1,1
GTEI,1,1
ZN,1,1
USEB,1,1
SCI,1,1
EPRCD,1,1
HTA-ALERT,2,1
GMFCS,1,1
UTM,1,1
RC,2,2
PVD,1,1
CDT,2,2
HoNOS-LD,1,1
LLC,1,1
EEH,2,2
ZDV,1,1
SIC,3,1
FHA,2,1
MMAE,1,1
SRHI,1,1
UMI,1,1
SICAP,1,1
DZ,1,1
RT,1,1
SGC,1,1
CAM,2,2
QAPAQ,1,1
HRV,1,1
HA,2,1
REGESMOHS,1,1
TEPROSIF,1,1
NISS,1,1
CHEP,1,1
SVSR,1,1
EB,2,2
EEG-V,1,1
ECN,1,1
IAM-CEST,1,1
Argentina,1,1
GCC,1,1
REGEMOHS,1,1
CDC,2,1
PAPTAF,1,1
AMFR,1,1
EPT,1,1
CCINSHAE,1,1
Lu.,1,1
TSP- 1,1,1
EOM,1,1
DHD,1,1
NUSFPS,1,1
SIGN,2,1
PAIA,1,1
OA,2,1
PLE,1,1
ISS,2,1
EVLD,1,1
PSL,1,1
SF-36,1,1
ERCO,1,1
PDQ-4+,1,1
ISSLA,1,1
VPPB,1,1
IL-18,1,1
IMCO,1,1
IPS,1,1
ERT,2,1
EMC,1,1
CES-D,2,2
PD,1,1
Mesh,1,1
ACG,1,1
NRS- 2002,1,1
EPC,1,1
FOS,2,1
EUA,1,1
MRP,1,1
TD,2,1
MFS,1,1
IAL,1,1
DNN,2,1
AAMCC,1,1
EED,1,1
C.A.V.,1,1
SCIE,1,1
es,1,1
LB,1,1
RLM,1,1
ERO,1,1
LQ,1,1
GEIS,1,1
PPS,1,1
EEG-PS,1,1
ERIDA,2,1
PTT/SUH,1,1
EPP,1,1
SEA,2,1
SALVAR,2,1
Sintrom,1,1
PTG,1,1
TAB,2,2
TUS,3,2
SIRS,1,1
IL6,1,1
ITRD,1,1
GREC,1,1
LTSV,1,1
RENAPREC,1,1
HY,1,1
DUSOI,1,1
rango,1,1
AVD,1,1
P/T,1,1
FISTAC,1,1
EEB,1,1
NCV,2,1
SEGA,1,1
AO,2,1
PEECU,1,1
QETA,1,1
ELCSA,1,1
HTVC,1,1
T.E.C.,1,1
GBS,1,1
VG,1,1
LU,1,1
HUM Mederi,1,1
DPN,2,1
EpS,4,1
MBI,2,1
BGNNF,1,1
INQoL,1,1
NP,4,1
PAN,1,1
NSSS,1,1
NBI,2,1
EAC,1,1
HDI,1,1
INCMNSZ,2,1
CMV,1,1
PL,1,1
SL,2,1
ENIGH,2,1
PTUIP,2,1
ITUF-AS,1,1
IDCV,5,1
D.A.T.C.,1,1
IRAG,1,1
PGC,1,1
BACOVA,2,1
HCC,2,2
RECCyL,1,1
RMN,2,1
MLA,1,1
RNICP,1,1
IIM,1,1
DPNNC,2,1
TH,2,2
OT,3,1
iPCSK9,3,2
ESPA,1,1
CBCL/1.5-5,1,1
ISAR,2,1
SDS-R,1,1
SW,1,1
GV,1,1
APPCC,1,1
BC,1,1
PCHP,1,1
EIP,1,1
VRS,3,2
p&lt,1,1
VSR,1,1
ATPO,1,1
ASIA,1,1
RIPQPT,1,1
DHAS,1,1
SIOP,1,1
STA,1,1
GEVA,1,1
DBCP,1,1
C.C.,1,1
CaM,1,1
Dx/HA,1,1
REVAC,1,1
ECNEI,1,1
K-M,1,1
TAD,1,1
IU,1,1
CAV-AEP,4,1
PC,2,2
TIR,2,1
TDR,1,1
MPVh,1,1
SMS,3,1
VDA,1,1
ASIS,1,1
SENP,1,1
PpR,1,1
SAFP,1,1
Acari,2,2
PCE,1,1
CHB,1,1
FINC-NA,1,1
IIU,1,1
CPTD,1,1
CFTNM,1,1
DE 31.52,1,1
ERCT,4,1
FDAEI,1,1
GGT,1,1
EHEC,1,1
ATC,1,1
UVI,1,1
EvW,2,1
edad media,1,1
ER,1,1
EMBL,1,1
B.R.,1,1
ICV,1,1
EAPAF,1,1
c-HDL,1,1
Rop,1,1
DS,1,1
ENH,1,1
AM,6,2
ICIQ-SF,2,1
MTP,1,1
WURS,1,1
Cr,1,1
