acronym,num_occ,num_different_expansion
ICH,1,1
IMV,1,1
EF,2,2
CUS,1,1
VCS,1,1
UCI,6,2
AFC,1,1
AQD,1,1
CMFP,1,1
CrS,1,1
RN/DN,1,1
VHC,2,1
UNITEC,1,1
NPH,1,1
D.C.R.,1,1
SEM,1,1
COSFAMM,1,1
ETN,2,1
IBP,1,1
TAVEC,3,1
HZ,2,1
ACOD,1,1
LCR,3,3
ENT,1,1
VRP,1,1
PEATC,1,1
IF,1,1
CERFB,1,1
IAMEST,1,1
DCL,2,1
NHG,1,1
AVAC,1,1
TCPS,1,1
VIP,2,2
AIS,2,1
ROLL,1,1
ETC,1,1
HSP-90,1,1
S.P.O.D.,1,1
MMSE,2,2
TNE,1,1
He-Ne,1,1
EPS,1,1
AIMA,1,1
INNSZ,1,1
MU,1,1
NSRR,1,1
PAS,1,1
MT,1,1
CRIR,1,1
US,1,1
TE,1,1
TDA,1,1
ERV,1,1
ATP III,1,1
GCAO,1,1
REM,1,1
CVC,2,2
IPM,1,1
HP,2,2
SEMICYUC,1,1
SBA,1,1
REGITELL,1,1
SABE,2,1
IMAO,1,1
ICCQ,1,1
SRAA,1,1
ADM,1,1
IL-2,1,1
TSP,1,1
IRT,1,1
RPC,1,1
UFPE,1,1
WISCI,1,1
AAS,1,1
TC,6,3
NEM I,1,1
RR,4,2
vHIT,1,1
TVP,1,1
PAC,1,1
NE,3,1
FIWOS,1,1
LI,1,1
TDI,1,1
AI,1,1
ECPP,1,1
RRE,1,1
PET/CT,1,1
COR,2,1
RG,2,2
VCM,1,1
VM,1,1
MINSA,1,1
CA195,1,1
TdM,1,1
ZNO,1,1
ML,1,1
EULA,1,1
OAK,1,1
PEP,1,1
MLC,1,1
SRAS,1,1
NPT,1,1
NAVM,1,1
MAV,2,1
SVS,1,1
PIM,1,1
ITS-AC,1,1
ROC,1,1
QOL-AD,1,1
EPO,1,1
EM,2,2
NICE,1,1
SNC,3,1
TP,1,1
CVRS,1,1
CBTMO,1,1
CRM,1,1
AST,1,1
ASA,1,1
QTI,1,1
GID,1,1
TSOG,1,1
y II,1,1
IAMSEST,1,1
HACMLE,1,1
LMC,1,1
IRCT,1,1
ReDeGi,1,1
DM2,2,1
RPa,1,1
SIVELCE,1,1
ABiF,1,1
ZN,1,1
USEB,1,1
HTA-ALERT,1,1
HoNOS-LD,1,1
MC,2,2
MMAE,1,1
PIC,1,1
DZ,1,1
QAPAQ,1,1
ADE,1,1
REGESMOHS,1,1
NISS,1,1
CHEP,1,1
SNS,1,1
IAM-CEST,1,1
CDC,1,1
PAPTAF,1,1
DEP,1,1
NK,1,1
OA,1,1
PLE,1,1
STAI,1,1
ISS,1,1
EVLD,1,1
ESNPCT,1,1
SF-36,1,1
ERCO,1,1
PTH,1,1
VPPB,1,1
IL-18,1,1
SMD,1,1
ERT,1,1
CES-D,1,1
Mesh,1,1
NRS- 2002,1,1
EPC,1,1
MRP,1,1
MFS,1,1
IAL,1,1
AAMCC,1,1
DDAVP,1,1
FRC,2,2
ERO,1,1
PPS,1,1
CAR,1,1
IR,1,1
PTT/SUH,1,1
PPT,1,1
SEA,1,1
Sintrom,1,1
PTG,1,1
D.M.H,1,1
SIRS,1,1
ITRD,1,1
LTSV,1,1
EG,1,1
I.R.F.T.,1,1
rango,1,1
AVD,1,1
RV5,1,1
CEM,1,1
FISTAC,1,1
MG,1,1
QETA,1,1
GBS,1,1
DPN,1,1
INQoL,1,1
NP,1,1
PAN,1,1
maapa,1,1
NBI,1,1
MAI,1,1
HDI,1,1
PL,1,1
CHUVI,1,1
ITUF-AS,1,1
TCP,2,1
IRAG,1,1
BACOVA,1,1
HCC,2,2
ER-IgG4,1,1
DPNNC,1,1
OT,2,1
RA-LMMR,1,1
CMO,1,1
ESPA,1,1
PAM,2,1
L-ASP,1,1
ATPO,1,1
NDM,1,1
GEVA,1,1
DBCP,1,1
REVAC,1,1
ECNEI,1,1
D.A.T.C.,1,1
TAD,1,1
SMS,1,1
VDA,1,1
SAFP,1,1
CPTD,1,1
CPRM,1,1
DE 31.52,1,1
ERCT,1,1
SLE,1,1
ATC,1,1
UVI,1,1
edad media,1,1
ER,1,1
GPC,2,1
ICV,1,1
AM,5,1
ICIQ-SF,2,1
VMA,1,1
TAB,1,1
TCSS,1,1
SChS,1,1
HECMNSXXI,1,1
GER,1,1
HNHU,1,1
SMet,1,1
R.T.C.,1,1
TIAM,1,1
RSIM,1,1
EEH,1,1
PCAV,1,1
PF,1,1
TSFR,1,1
NOX,1,1
EAP,1,1
SOAT,1,1
CB,3,2
DMA,1,1
DVA,1,1
LJ,1,1
EC-PC,1,1
FRV,1,1
RETOSS,1,1
PTI,1,1
SPPB,1,1
ARA-II,1,1
TRUS,1,1
NAG,1,1
ABSST,1,1
PC,1,1
IAMCEST,1,1
SEFH,1,1
EAD,1,1
OnabotA,1,1
ICA,4,1
COCT,1,1
AgsHB,1,1
CAM,1,1
mapa,1,1
AD,1,1
PFT,1,1
ESCA,1,1
DFTvc,1,1
CGI,1,1
NPI,1,1
EB,1,1
FOP,1,1
ENSM,1,1
AST-M,2,1
Alb,2,1
HUVN,1,1
SECAC,1,1
DAS28a,1,1
tipo II,1,1
NADYA,3,1
SNPs,1,1
SAOS,2,1
CCi,1,1
FRA,1,1
I.C.V.,1,1
LCFA,1,1
CIE-10,1,1
FAP,1,1
pertofrana,1,1
Cis-Pt,1,1
LLA,1,1
CPV_2011,1,1
AVK,1,1
SGB,3,2
iPCSK9,1,1
DEH,1,1
MPMN,1,1
RAQoL,1,1
PgE2,1,1
ENSA,2,1
TURis,1,1
SNE,2,1
EPIC,2,2
BMNB,1,1
UCE,1,1
PBI,1,1
GCNE,1,1
y IV,1,1
FSM,1,1
ESCID,2,1
FP-CIT,1,1
VACTE,1,1
UCMA-CE,1,1
GI,1,1
LCE,1,1
SPSS,1,1
BNS,1,1
PCRE,1,1
UNAM,1,1
ESAD,1,1
OAI,1,1
HPN,1,1
PCCM,1,1
HDA,1,1
EVCi,1,1
SCS,1,1
FANV,1,1
LEP,1,1
DPE,1,1
escopean,1,1
EVRD,1,1
EuSEM,1,1
LARCE,1,1
VPN,3,1
VNG,1,1
Pap,1,1
EN,1,1
NVPC,1,1
TUI,1,1
LEI,1,1
ITUF,1,1
D.F.,1,1
IMPA,1,1
AAA,1,1
FP,1,1
TAS,1,1
BAAF,1,1
