acronym,num_occ,num_different_expansion
ARAHIP,1,1
ECV,3,1
EF,1,1
miARN,1,1
ILAE,3,1
MC-1,1,1
GIMINO,1,1
DM-1,1,1
NPH,1,1
VEB,1,1
UCIP,2,2
TAVEC,1,1
HZ,2,1
ACOD,1,1
LCR,6,4
NL,1,1
FR,1,1
DCoL,1,1
ADHD-RS-IV,1,1
SCP,1,1
EAD,1,1
MC,3,2
Neuro-ACMI,1,1
PCV,1,1
DN,1,1
GMFM,1,1
IPM,1,1
VEE,1,1
REGITELL,1,1
SHO,1,1
TRS,1,1
PAS,1,1
GEECV,1,1
WISCI,1,1
di,1,1
AAS,1,1
TC,3,2
NEM I,1,1
RR,1,1
vHIT,1,1
EFBA,1,1
TDI,2,1
AI,1,1
E.M.I.H.,1,1
RRE,1,1
CCC,1,1
DCM,1,1
RG,1,1
TdM,1,1
EULA,1,1
SIADH,2,2
apoE,1,1
NAVM,1,1
MAV,2,1
media,1,1
QOL-AD,1,1
SEPN1,1,1
DCA,1,1
SNC,8,1
SNT,1,1
ASA,1,1
TMI-M,1,1
LDX,2,2
SAOS,5,2
RBANS,1,1
PGB,1,1
ReDeGi,1,1
AFG,1,1
DOMS,1,1
Glut1,1,1
DM2,1,1
eas,1,1
SD,2,1
ABiF,1,1
GEW,1,1
GMFCS,2,1
UTM,1,1
HoNOS-LD,1,1
EEH,1,1
FHA,1,1
MMAE,1,1
PIC,1,1
LAL,1,1
US,1,1
TEPROSIF,1,1
SNS,1,1
SVSR,1,1
EEG-V,1,1
DEP,1,1
TCL,1,1
TAP,1,1
PAIA,2,2
PA,1,1
ISS,1,1
PEAC,1,1
SENEP,4,1
EMC,1,1
CV,2,2
TD,1,1
IAL,1,1
LQ,1,1
EEG-PS,1,1
ELT,1,1
PPT,1,1
SPCD,1,1
TAB,2,2
TUS,1,1
HY,1,1
rango,1,1
AVD,1,1
EPR,1,1
CFQ,1,1
EEB,1,1
NCV,1,1
SEGA,1,1
INQoL,1,1
PL,1,1
PEV,1,1
PTUIP,1,1
TAC,1,1
RCE,1,1
RMN,2,1
SW,1,1
ASIA,1,1
RV,1,1
IMC,1,1
PC,1,1
ECA,3,2
CAPS,1,1
VDA,1,1
Co,1,1
SLE,1,1
AUM,1,1
GPC,1,1
EMBL,1,1
CEIPC,1,1
AM,2,1
GENI,2,1
TCSS,1,1
HECMNSXXI,1,1
TIAM,1,1
EMM,1,1
IDL,1,1
VIH-1,1,1
EM,23,2
SOM,1,1
EC-PC,1,1
SWH,2,1
HP,1,1
ISPLN,1,1
CB,1,1
ABSST,1,1
BRIEF,2,1
BPM,1,1
E.T.,1,1
ECLAMC,1,1
DFTvc,1,1
CGI,1,1
NPI,1,1
EB,1,1
WOK,1,1
FOP,1,1
GFA,1,1
AST-M,2,1
DUL,1,1
TDAH–,1,1
CIE-10,1,1
FAP,1,1
pertofrana,1,1
SWB,1,1
UNO,1,1
LLA,2,1
ET,1,1
SGB,3,2
ADVP,1,1
E.A.E.,1,1
A/EEG,1,1
LNH,1,1
TaDiCS ®,1,1
VHS,1,1
ESCID,1,1
FP-CIT,1,1
MIA,1,1
OCD,1,1
MTHFR,2,1
NAAG,1,1
PCT,1,1
OSAS,2,1
EMS,1,1
ZSV,1,1
dm,1,1
FAME,1,1
OAI,1,1
HPN,1,1
EVCi,1,1
LER,1,1
AP,1,1
FANV,1,1
ELEP,1,1
VPN,1,1
VNG,1,1
CGI-S,1,1
DCTC,1,1
DFT,1,1
FP,1,1
