pair,acronym,description,frequency
"('CEC', 'circulación extracorpórea')",CEC,circulación extracorpórea,1
"('VCI', 'vena cava inferior')",VCI,vena cava inferior,1
"('TEV', 'terapia endovascular')",TEV,terapia endovascular,1
"('EPES', 'empresa pública de emergencias sanitarias')",EPES,empresa pública de emergencias sanitarias,1
"('SEPAR', 'sociedad española de neumología y cirugía torácicaa')",SEPAR,sociedad española de neumología y cirugía torácicaa,1
"('NPD', 'nutrición parenteral domiciliaria')",NPD,nutrición parenteral domiciliaria,1
"('CVC', 'cateterización venosa central')",CVC,cateterización venosa central,1
"('DCC', 'defectos cardíacos congénitos')",DCC,defectos cardíacos congénitos,1
"('PCA', 'persistencia del conducto arterioso')",PCA,persistencia del conducto arterioso,1
"('TC', 'trasplante cardíaco')",TC,trasplante cardíaco,1
"('IAMEST', 'infarto agudo de miocardio con elevación del st')",IAMEST,infarto agudo de miocardio con elevación del st,1
"('España', 'españolas. 31 mayo, 1 y 2 junio 1984 sevilla')",España,"españolas. 31 mayo, 1 y 2 junio 1984 sevilla",1
"('H.P.', 'hipertension portal""')",H.P.,"hipertension portal""",1
"('CVC', 'catéteres venosos centrales')",CVC,catéteres venosos centrales,2
"('GEECV', 'grupo de estudio de enfermedades cerebrovasculares')",GEECV,grupo de estudio de enfermedades cerebrovasculares,1
"('A.T.P.', 'angioplastia transluminal percutánea')",A.T.P.,angioplastia transluminal percutánea,1
"('UITB', 'unidad de investigación en tuberculosis de barcelona')",UITB,unidad de investigación en tuberculosis de barcelona,1
"('AI', 'aneurismas intracraneales')",AI,aneurismas intracraneales,1
"('HPS', 'hiperglucemia postoperatoria severa')",HPS,hiperglucemia postoperatoria severa,1
"('CIA', 'comunicación interauricular')",CIA,comunicación interauricular,1
"('España', 'españolas, 29 de mayo a l de junio de 1983, oviedo')",España,"españolas, 29 de mayo a l de junio de 1983, oviedo",1
"('CRM', 'cirugía de revascularización miocárdica')",CRM,cirugía de revascularización miocárdica,1
"('CPCNM', 'carcinoma de pulmón de células no microcelulares')",CPCNM,carcinoma de pulmón de células no microcelulares,1
"('TM', 'tiempo de mantenimiento')",TM,tiempo de mantenimiento,1
"('USEB', 'ultrasonografía endobronquial')",USEB,ultrasonografía endobronquial,1
"('PC', 'presión de corrección')",PC,presión de corrección,1
"('DPPI', 'derivación portosistémica percutánea intrahepática')",DPPI,derivación portosistémica percutánea intrahepática,1
"('IAM-CEST', 'infarto agudo al miocardio con elevación del st')",IAM-CEST,infarto agudo al miocardio con elevación del st,1
"('ETV', 'enfermedad tromboembólica venosa')",ETV,enfermedad tromboembólica venosa,1
"('EIC', 'ecocardiografía intracardíaca')",EIC,ecocardiografía intracardíaca,1
"('FRC', 'fístula radiocefálica')",FRC,fístula radiocefálica,1
"('CVC', 'catéter venoso central')",CVC,catéter venoso central,1
"('SENEC', 'sociedad española de neurocirugía')",SENEC,sociedad española de neurocirugía,1
"('DPN', 'derrame pleural neoplásico')",DPN,derrame pleural neoplásico,1
"('RNICP', 'registro nacional de intervenciones coronarias percutáneas')",RNICP,registro nacional de intervenciones coronarias percutáneas,1
"('DPNNC', 'derrame pleural neoplásico no complicado')",DPNNC,derrame pleural neoplásico no complicado,1
"('GESIDA', 'grupo de estudio de sida')",GESIDA,grupo de estudio de sida,1
"('TIR', 'tuberculosis e infecciones respiratorias')",TIR,tuberculosis e infecciones respiratorias,1
"('GENI', 'grupo español de neurorradiología intervencionista')",GENI,grupo español de neurorradiología intervencionista,1
"('TIAM', 'trombectomia intraarterial mecanica')",TIAM,trombectomia intraarterial mecanica,1
"('UCIN', 'unidad de cuidados intensivos neonatales')",UCIN,unidad de cuidados intensivos neonatales,2
"('AMA', 'antimiosina')",AMA,antimiosina,1
"('GesEPOC', 'guía española de la epoc')",GesEPOC,guía española de la epoc,1
"('IAMCEST', 'infarto agudo de miocardio con elevación del segmento st')",IAMCEST,infarto agudo de miocardio con elevación del segmento st,1
"('GEMA', 'guía española para el manejo del asma')",GEMA,guía española para el manejo del asma,2
"('SEC', 'sociedad española de cardiología')",SEC,sociedad española de cardiología,2
"('OR', 'odds ratio')",OR,odds ratio,1
"('TQ', 'tiempo quirúrgico')",TQ,tiempo quirúrgico,1
"('IMCEST', 'infarto agudo de miocardio con elevación del segmento st')",IMCEST,infarto agudo de miocardio con elevación del segmento st,1
"('CMV', 'curso de microcirugía vascular')",CMV,curso de microcirugía vascular,1
"('UNAM', 'universidad nacional autónoma de méxico')",UNAM,universidad nacional autónoma de méxico,1
"('pHi', 'ph intramucoso gástrico')",pHi,ph intramucoso gástrico,1
"('RN', 'recién nacidos')",RN,recién nacidos,1
"('AP', 'angioplastia primaria')",AP,angioplastia primaria,1
"('AAA', 'aorta abdominal')",AAA,aorta abdominal,1
