pair,acronym,description,frequency
"('TEP', 'tromboembolismo pulmonar')",TEP,tromboembolismo pulmonar,2
"('ENP', 'estimulacion nerviosa periferica')",ENP,estimulacion nerviosa periferica,1
"('UDVP', 'usuarios de drogas por vía parenteral')",UDVP,usuarios de drogas por vía parenteral,1
"('TLIV', 'trombolisis intravenosa')",TLIV,trombolisis intravenosa,1
"('FL', 'fibrinolisis')",FL,fibrinolisis,1
"('AMPA', 'automedida de presión arterial domiciliaria')",AMPA,automedida de presión arterial domiciliaria,1
"('AT', 'autotrasplante')",AT,autotrasplante,1
"('FRCV', 'factores de riesgo cardiovascular')",FRCV,factores de riesgo cardiovascular,4
"('NO', 'nítrico')",NO,nítrico,1
"('MSC', 'muerte súbita cardiaca')",MSC,muerte súbita cardiaca,1
"('VFC', 'variabilidad de la frecuencia cardiaca')",VFC,variabilidad de la frecuencia cardiaca,1
"('P.C.P.', 'poliartritis crónica progresiva')",P.C.P.,poliartritis crónica progresiva,1
"('EN', 'estrategia nueva')",EN,estrategia nueva,1
"('ACV', 'accidentes cerebrovasculares')",ACV,accidentes cerebrovasculares,3
"('RCV', 'riesgo cardiovascular')",RCV,riesgo cardiovascular,2
"('REV-H-30d', 'revisita a urgencias u hospitalización por ica a 30 días')",REV-H-30d,revisita a urgencias u hospitalización por ica a 30 días,1
"('ANCA', 'anticitoplasma de los neutrófilos')",ANCA,anticitoplasma de los neutrófilos,1
"('LME', 'lactancia materna exclusiva')",LME,lactancia materna exclusiva,1
"('TMA', 'tiempo máximo de apnea')",TMA,tiempo máximo de apnea,1
"('PA', 'presión arterial')",PA,presión arterial,3
"('DM', 'diabetes mellitus')",DM,diabetes mellitus,3
"('GEMI', 'grupo de estudio multicéntrico del infarto')",GEMI,grupo de estudio multicéntrico del infarto,1
"('SUH', 'servicios de urgencias hospitalarios')",SUH,servicios de urgencias hospitalarios,5
"('HAP-P', 'hipertensión arterial pulmonar primaria')",HAP-P,hipertensión arterial pulmonar primaria,1
"('eTFG', 'estimación de la tasa de filtración glomerular')",eTFG,estimación de la tasa de filtración glomerular,1
"('FA', 'fibrilación auricular')",FA,fibrilación auricular,3
"('VitD', 'vitamina d')",VitD,vitamina d,1
"('VC', 'vasculitis cutáneas')",VC,vasculitis cutáneas,1
"('RVA', 'reflejo venoarteriolar')",RVA,reflejo venoarteriolar,1
"('AEH', 'angioedema hereditario')",AEH,angioedema hereditario,1
"('AIT', 'ataque isquemico transitorio')",AIT,ataque isquemico transitorio,2
"('GINA', 'guías internacionales de diagnóstico y tratamiento del asma')",GINA,guías internacionales de diagnóstico y tratamiento del asma,1
"('RICVAL', 'registro de infartos agudos de miocardio de la ciudad de valencia')",RICVAL,registro de infartos agudos de miocardio de la ciudad de valencia,1
"('ISP', 'inventario de sintomas prefrontales')",ISP,inventario de sintomas prefrontales,1
"('PEITHO', 'pulmonary embolism thrombolysis')",PEITHO,pulmonary embolism thrombolysis,1
"('BN', 'binomial negativa')",BN,binomial negativa,1
"('AF', 'actividad física')",AF,actividad física,1
"('copep-es', 'copeptina de elevada sensibilidad')",copep-es,copeptina de elevada sensibilidad,1
"('VNI', 'ventilación no invasiva')",VNI,ventilación no invasiva,1
"('TI', 'técnica de ivanissevich')",TI,técnica de ivanissevich,1
"('MIPSE', ""mortalidad innecesariamente prematura y sanitariamente evitable'"")",MIPSE,mortalidad innecesariamente prematura y sanitariamente evitable',1
"('D. P.', 'dialisis peritoneal')",D. P.,dialisis peritoneal,1
"('SECCV', 'sociedad española de cirugía cardiovascular')",SECCV,sociedad española de cirugía cardiovascular,1
"('SEM', 'servicio de emergencias médicas')",SEM,servicio de emergencias médicas,1
"('HSA', 'hemorragia subaracnoidea')",HSA,hemorragia subaracnoidea,1
"('ANCA', 'anticitoplasmáticos del neutrófilo')",ANCA,anticitoplasmáticos del neutrófilo,1
"('FLANC', 'federación latinoamericana de neurocirugía')",FLANC,federación latinoamericana de neurocirugía,1
"('cLDL', 'colesterol ldl')",cLDL,colesterol ldl,1
"('D-D', 'dimero-d')",D-D,dimero-d,1
"('MDA', 'malondialdehído')",MDA,malondialdehído,1
"('VD', 'volumen testicular diferencial')",VD,volumen testicular diferencial,1
"('IMC', 'introducción: el índice de masa corporal')",IMC,introducción: el índice de masa corporal,1
"('EC', 'estenosis carotidea')",EC,estenosis carotidea,1
"('SEPAR', 'sociedad española de neumología y cirugía torácica')",SEPAR,sociedad española de neumología y cirugía torácica,2
"('DMT2', 'diabetes mellitus tipo 2')",DMT2,diabetes mellitus tipo 2,2
"('CIP', 'colesteatoma intrapetroso')",CIP,colesteatoma intrapetroso,1
"('ATP', 'angioplastia transluminal percutánea')",ATP,angioplastia transluminal percutánea,2
"('SEN', 'sociedad española de neurología')",SEN,sociedad española de neurología,1
"('PSH', 'púrpura de schönlein-henoch')",PSH,púrpura de schönlein-henoch,1
"('ECOSIAC', 'ecocardiografía de la sociedad interamericana de cardiología')",ECOSIAC,ecocardiografía de la sociedad interamericana de cardiología,1
"('E.C.G.', 'electrocardiograma')",E.C.G.,electrocardiograma,1
"('LIHC', 'lesiones isquémico hemorrágicas cerebrales')",LIHC,lesiones isquémico hemorrágicas cerebrales,1
"('PCR', 'proteína c reactiva')",PCR,proteína c reactiva,1
"('NYHA', 'new yorl health asosiation')",NYHA,new yorl health asosiation,1
"('cHDL', 'colesterol hdl')",cHDL,colesterol hdl,1
"('FS', 'frutos secos')",FS,frutos secos,1
"('HChr', 'hormona de crecimiento humana recombinante')",HChr,hormona de crecimiento humana recombinante,1
"('zIMC', 'z del índice de masa corporal')",zIMC,z del índice de masa corporal,1
"('MS', 'miembro superior')",MS,miembro superior,1
"('NIHSS', 'national institute of health stroke scale')",NIHSS,national institute of health stroke scale,1
"('RM', 'resonancia magnetica')",RM,resonancia magnetica,1
"('ARA2', 'antagonistas del receptor de angiotensina 2')",ARA2,antagonistas del receptor de angiotensina 2,1
"('GOS', 'glasgow outcome score')",GOS,glasgow outcome score,1
"('GENTE', 'grupo de estudio de nuevas terapias de enfermedades reumáticas')",GENTE,grupo de estudio de nuevas terapias de enfermedades reumáticas,1
"('QTa', 'qt auricular')",QTa,qt auricular,1
"('RNPT', 'recién nacidos prematuros')",RNPT,recién nacidos prematuros,1
"('HTA', 'hipertensión arterial')",HTA,hipertensión arterial,8
"('TGA', 'típica completa de las grandes arterias')",TGA,típica completa de las grandes arterias,1
"('IC 95%', 'intervalos de confianza al 95%')",IC 95%,intervalos de confianza al 95%,2
"('Tnc T-es', 'troponina cardiaca t de elevada sensibilidad')",Tnc T-es,troponina cardiaca t de elevada sensibilidad,1
"('H-RP', 'hipersomnia y respiración periódica')",H-RP,hipersomnia y respiración periódica,1
"('PE', 'pectus excavatum')",PE,pectus excavatum,1
"('t/b', 'tobillo/brazo')",t/b,tobillo/brazo,1
"('AFHAP', 'abordaje farmacológico de la hipertensión en atención primaria')",AFHAP,abordaje farmacológico de la hipertensión en atención primaria,1
"('SOCHMEDEP', 'sociedad chilena de medicina del deporte')",SOCHMEDEP,sociedad chilena de medicina del deporte,1
"('MPD', 'marcapasos definitivos')",MPD,marcapasos definitivos,1
"('CHCC', 'chapel hill consensus conference')",CHCC,chapel hill consensus conference,1
"('ECG', 'electrocardiogramas')",ECG,electrocardiogramas,1
"('M-30d', 'mortalidad por cualquier causa a 30 días')",M-30d,mortalidad por cualquier causa a 30 días,1
"('FAVIDE', 'fístulas arteriovenosas intradurales dorsales espinales')",FAVIDE,fístulas arteriovenosas intradurales dorsales espinales,1
"('OR', 'odss ratio')",OR,odss ratio,1
"('REVERSE', 'registro sobre la cardioversión en españa')",REVERSE,registro sobre la cardioversión en españa,1
"('VCMP', 'vincristina, ciclofosfamida, melfalán y prednisona')",VCMP,"vincristina, ciclofosfamida, melfalán y prednisona",1
"('CAVC', 'canal atrioventricular completo')",CAVC,canal atrioventricular completo,1
"('PAOP', 'productos avanzados de oxidación proteica')",PAOP,productos avanzados de oxidación proteica,1
"('SM', 'síndrome metabólico')",SM,síndrome metabólico,6
"('HR', 'hazard ratio')",HR,hazard ratio,2
"('AGS', 'aporte de ácidos grasos saturados')",AGS,aporte de ácidos grasos saturados,1
"('QUALIDIAB', 'quality of diabetes care')",QUALIDIAB,quality of diabetes care,1
"('IC 95%', 'intervalos de confianza al 95 %')",IC 95%,intervalos de confianza al 95 %,1
"('HSDC', 'hematoma subdural cronico')",HSDC,hematoma subdural cronico,1
"('EDL', 'extensor digitorum longus')",EDL,extensor digitorum longus,1
"('WPW', 'wolff-parkinson-white manifiesto y oculto')",WPW,wolff-parkinson-white manifiesto y oculto,1
"('DPCA', 'diálisis peritoneal continua ambulatoria')",DPCA,diálisis peritoneal continua ambulatoria,1
"('CT', 'colesterol total')",CT,colesterol total,2
"('GOLD', 'global initiative for chronic obstructive lung disease')",GOLD,global initiative for chronic obstructive lung disease,1
"('GESEPOC', 'guía española de la epoc')",GESEPOC,guía española de la epoc,1
"('DESA', 'desfibrilador externo semiautomático')",DESA,desfibrilador externo semiautomático,1
"('ECV', 'enfermedad cardiovascular')",ECV,enfermedad cardiovascular,4
"('TASPE', 'trasplante autólogo de progenitores hematopoyéticos de sangre periférica')",TASPE,trasplante autólogo de progenitores hematopoyéticos de sangre periférica,1
"('CA', 'circunferencia abdominal')",CA,circunferencia abdominal,1
"('Tnc', 'troponina cardiaca')",Tnc,troponina cardiaca,1
"('II', 'inestables hospitalizados en barcelona')",II,inestables hospitalizados en barcelona,1
"('MUSIC', 'muerte súbita en insuficiencia cardíaca')",MUSIC,muerte súbita en insuficiencia cardíaca,1
"('RIETE', 'registro informatizado de pacientes con enfermedad tromboembólica en españa')",RIETE,registro informatizado de pacientes con enfermedad tromboembólica en españa,1
"('ETMA', 'estudio sobre la tolerancia a la medicación antihipertensiva')",ETMA,estudio sobre la tolerancia a la medicación antihipertensiva,4
"('ACR', 'american college of rheumatology')",ACR,american college of rheumatology,1
"('IMSS', 'instituto mexicano del seguro social')",IMSS,instituto mexicano del seguro social,5
"('PCM', 'primer contacto médico')",PCM,primer contacto médico,1
"('EC', 'enfermedades cardiovasculares')",EC,enfermedades cardiovasculares,1
"('SEMN', 'sociedad española de medicina nuclear')",SEMN,sociedad española de medicina nuclear,1
"('SENR', 'sociedad española de neurorradiología')",SENR,sociedad española de neurorradiología,1
"('UTAC', 'unidades de tratamiento del ataque cerebrovascular')",UTAC,unidades de tratamiento del ataque cerebrovascular,1
"('AIT', 'accidente isquémico transitorio')",AIT,accidente isquémico transitorio,1
"('EC', 'estrategia convencional')",EC,estrategia convencional,1
"('EO', 'estrés oxidativo')",EO,estrés oxidativo,1
"('PEFEX', 'para la evaluación de la fibrinólisis extrahospitalaria')",PEFEX,para la evaluación de la fibrinólisis extrahospitalaria,1
"('REALSICA', 'registro de alteplasa en síndromes coronarios agudos con elevación del st')",REALSICA,registro de alteplasa en síndromes coronarios agudos con elevación del st,1
"('PCR-us', 'proteína c-reactiva ultrasensible')",PCR-us,proteína c-reactiva ultrasensible,1
"('PADS', 'physical activity and disability survey')",PADS,physical activity and disability survey,1
"('MNA', 'mini nutritional assesment')",MNA,mini nutritional assesment,1
"('TCE', 'traumatismos craneoencefalicos')",TCE,traumatismos craneoencefalicos,1
"('AAAR', 'aorta abdominal rotos')",AAAR,aorta abdominal rotos,1
"('CC', 'cardiopatías congénitas')",CC,cardiopatías congénitas,4
"('ECV', 'eventos cardiovasculares')",ECV,eventos cardiovasculares,1
"('TCE', 'traumatismo craneoencefalico')",TCE,traumatismo craneoencefalico,1
"('EHI', 'encefalopatía hipóxico-isquémica')",EHI,encefalopatía hipóxico-isquémica,1
"('CI', 'código infarto')",CI,código infarto,1
"('AOMI', 'arteriopatía obliterante de miembros inferiores')",AOMI,arteriopatía obliterante de miembros inferiores,1
"('CARTO', 'cartografía electroanatómica')",CARTO,cartografía electroanatómica,1
"('ReMeFA', 'registro mexicano de fibrilación auricular')",ReMeFA,registro mexicano de fibrilación auricular,1
"('RM', 'razones de momios')",RM,razones de momios,1
"('PRES', 'posterior reversible')",PRES,posterior reversible,1
"('IMCEST', 'infarto del miocardio con elevación del segmento st')",IMCEST,infarto del miocardio con elevación del segmento st,1
"('SOCHIPE', 'sociedad chilena de pediatría')",SOCHIPE,sociedad chilena de pediatría,1
"('UMRF', 'unidades moviles de rehabilitacion-fisioterapia')",UMRF,unidades moviles de rehabilitacion-fisioterapia,1
"('ETE', 'ecocardiograma transesofágico')",ETE,ecocardiograma transesofágico,1
"('SIB', 'severe impairment battery')",SIB,severe impairment battery,1
"('IAM', 'infarto agudo de miocardio')",IAM,infarto agudo de miocardio,1
"('ECV', 'enfermedades cardiovasculares')",ECV,enfermedades cardiovasculares,2
"('EODD', 'en días alternos sin descanso de 72 horas')",EODD,en días alternos sin descanso de 72 horas,1
"('NAC', 'neuropatía autonómica cardíaca')",NAC,neuropatía autonómica cardíaca,1
"('FRC', 'factores de riesgo cardiometabólico')",FRC,factores de riesgo cardiometabólico,1
"('España', 'emplazamiento del mismo fue la atención primaria de cataluña')",España,emplazamiento del mismo fue la atención primaria de cataluña,1
"('DDc', 'dímero-d corregido por edad')",DDc,dímero-d corregido por edad,1
"('TG', 'triglicéridos')",TG,triglicéridos,1
"('RCP', 'reanimación cardiopulmonar')",RCP,reanimación cardiopulmonar,2
"('APC', 'anticuerpos monoclonales para cd38 (pecyc5), cd138')",APC,"anticuerpos monoclonales para cd38 (pecyc5), cd138",1
"('AP', 'atención primaria')",AP,atención primaria,3
"('Tnc-as', 'tnc se mide con métodos de alta sensibilidad')",Tnc-as,tnc se mide con métodos de alta sensibilidad,1
"('GIMC', 'grosor de la íntima media carotídea')",GIMC,grosor de la íntima media carotídea,1
"('ERC', 'enfermedad renal crónica')",ERC,enfermedad renal crónica,4
"('MUST', 'malnutrition universal screening tool')",MUST,malnutrition universal screening tool,1
"('ENDORSE II', 'en méxico de un estudio transversal multicéntrico')",ENDORSE II,en méxico de un estudio transversal multicéntrico,1
"('PIB', 'producto interno bruto')",PIB,producto interno bruto,1
"('EPOC', 'enfermedad pulmonar obstructiva crónica')",EPOC,enfermedad pulmonar obstructiva crónica,2
"('NN', 'neumonía nosocomial')",NN,neumonía nosocomial,1
"('UC', 'unidades de críticos')",UC,unidades de críticos,1
"('EP', 'enfermedad de parkinson')",EP,enfermedad de parkinson,2
"('CEC', 'circulación extracorpórea')",CEC,circulación extracorpórea,2
"('C-LDL', 'colesterol-ldl')",C-LDL,colesterol-ldl,1
"('VCI', 'vena cava inferior')",VCI,vena cava inferior,1
"('EMRR', 'esclerosis multiple remitente recurrente')",EMRR,esclerosis multiple remitente recurrente,2
"('CP', 'circunferencia de pantorrilla')",CP,circunferencia de pantorrilla,1
"('RCT', 'rehabilitación cardiaca temprana')",RCT,rehabilitación cardiaca temprana,1
"('TEV', 'terapia endovascular')",TEV,terapia endovascular,1
"('SU', 'servicio de urgencias')",SU,servicio de urgencias,4
"('ML', 'malformaciones linfáticas')",ML,malformaciones linfáticas,1
"('SEH-LELHA', 'sociedad española de hipertensión-liga española para la lucha contra la hipertensión arterial')",SEH-LELHA,sociedad española de hipertensión-liga española para la lucha contra la hipertensión arterial,1
"('EPES', 'empresa pública de emergencias sanitarias')",EPES,empresa pública de emergencias sanitarias,1
"('CMBD', 'conjunto mínimo básico de datos')",CMBD,conjunto mínimo básico de datos,1
"('TnT-as', 'troponina t de alta sensibilidad')",TnT-as,troponina t de alta sensibilidad,1
"('OCB', 'oclusion carotidea bilateral')",OCB,oclusion carotidea bilateral,1
"('W-P-W', 'wolff-parkinson-white')",W-P-W,wolff-parkinson-white,2
"('NPD', 'nutrición parenteral domiciliaria')",NPD,nutrición parenteral domiciliaria,1
"('TVC', 'trombosis venosa cerebral')",TVC,trombosis venosa cerebral,1
"('AESP', 'actividad eléctrica sin pulso')",AESP,actividad eléctrica sin pulso,1
"('TCH', 'tomografía computada helicoidal')",TCH,tomografía computada helicoidal,1
"('EVC', 'enfermedad vascular cerebral')",EVC,enfermedad vascular cerebral,1
"('D.V.T.A.', 'drenaje venoso pulmonar anómalo total')",D.V.T.A.,drenaje venoso pulmonar anómalo total,1
"('HTAS', 'hipertensión arterial sistémica')",HTAS,hipertensión arterial sistémica,1
"('MCH', 'miocardiopatía hipertrófica')",MCH,miocardiopatía hipertrófica,2
"('CEIPC', 'comité español interdisciplinario de prevención cardiovascular')",CEIPC,comité español interdisciplinario de prevención cardiovascular,2
"('III', 'interacción insulina-receptor')",III,interacción insulina-receptor,1
"('CONUT', 'conocimiento nutricional o método ulibarri')",CONUT,conocimiento nutricional o método ulibarri,1
"('RENAHTA', 're-encuesta nacional de hipertensión arterial')",RENAHTA,re-encuesta nacional de hipertensión arterial,1
"('CHAL', 'calidad de vida en hipertensión arterial')",CHAL,calidad de vida en hipertensión arterial,2
"('ECA', 'enzima convertidora de angiotensina')",ECA,enzima convertidora de angiotensina,1
"('ISC', 'international society for chronobiology')",ISC,international society for chronobiology,1
"('IAM', 'infarto agudo del miocardio')",IAM,infarto agudo del miocardio,3
"('CRONOS', 'con una nueva forma farmacéutica de losartán de liberación sostenida')",CRONOS,con una nueva forma farmacéutica de losartán de liberación sostenida,1
"('RHC', 'reserva hemodinamica cerebral')",RHC,reserva hemodinamica cerebral,1
"('RI', 'resistencia insulínica')",RI,resistencia insulínica,1
"('AR', 'artritis reumatoide')",AR,artritis reumatoide,1
"('IE', 'intubar en estático')",IE,intubar en estático,1
"('SOCHICAR', 'sociedad chilena de cardiología y cirugía cardiovascular')",SOCHICAR,sociedad chilena de cardiología y cirugía cardiovascular,1
"('NEWSQOL', 'newcastle stroke-specific quality of life measure')",NEWSQOL,newcastle stroke-specific quality of life measure,2
"('TDAH', 'trastorno por deficit de atencion/hiperactividad')",TDAH,trastorno por deficit de atencion/hiperactividad,1
"('WPW', 'wolff parkinson white')",WPW,wolff parkinson white,1
"('SM', 'síndrome de marfan')",SM,síndrome de marfan,1
"('CF', 'componente físico')",CF,componente físico,1
"('RIC', 'rango intercuartil')",RIC,rango intercuartil,1
"('SOP', 'síndrome de ovarios poliquísticos')",SOP,síndrome de ovarios poliquísticos,1
"('DCC', 'defectos cardíacos congénitos')",DCC,defectos cardíacos congénitos,1
"('IECA', 'inhibidores de enzima convertidora de angiotensina')",IECA,inhibidores de enzima convertidora de angiotensina,1
"('MD', 'miocardiopatía dilatada')",MD,miocardiopatía dilatada,1
"('WPW', 'wolff-parkinson-white')",WPW,wolff-parkinson-white,1
"('ARAHIP', 'atención integral del recién nacido con agresión hipóxico-isquémica perinatal')",ARAHIP,atención integral del recién nacido con agresión hipóxico-isquémica perinatal,1
"('ECV', 'enfermedad cerebrovascular')",ECV,enfermedad cerebrovascular,3
"('SU', 'servicios de urgencias')",SU,servicios de urgencias,4
"('DFT', 'defibrótido')",DFT,defibrótido,1
"('ILAE', 'internacional contra la epilepsia')",ILAE,internacional contra la epilepsia,1
"('AL', 'actividad laboral')",AL,actividad laboral,1
"('PCA', 'persistencia del conducto arterioso')",PCA,persistencia del conducto arterioso,4
"('TCGA', 'transposición corregida de las grandes arterias')",TCGA,transposición corregida de las grandes arterias,1
"('SEM', 'sistema d’emergències mèdiques')",SEM,sistema d’emergències mèdiques,1
"('COSFAMM', 'cohorte de obesidad, sarcopenia y fragilidad en adultos mayores de méxico')",COSFAMM,"cohorte de obesidad, sarcopenia y fragilidad en adultos mayores de méxico",1
"('SS', 'similares')",SS,similares,1
"('EnT', 'enfermedades no transmisibles')",EnT,enfermedades no transmisibles,1
"('ACOD', 'accion directa')",ACOD,accion directa,1
"('DAI', 'desfibrilador automático implantable')",DAI,desfibrilador automático implantable,1
"('ECVs', 'enfermedades cardiovasculares')",ECVs,enfermedades cardiovasculares,1
"('IAMEST', 'infarto agudo de miocardio con elevación del st')",IAMEST,infarto agudo de miocardio con elevación del st,1
"('IC', 'insuficiencia cardiaca')",IC,insuficiencia cardiaca,3
"('LT', 'larvaterapia')",LT,larvaterapia,1
"('NL', 'normal')",NL,normal,1
"('FR', 'factores de riesgo')",FR,factores de riesgo,1
"('AVAC', 'años de vida ajustados por calidad')",AVAC,años de vida ajustados por calidad,1
"('EP', 'embolismo pulmonar')",EP,embolismo pulmonar,1
"('SICA', 'síndrome isquémico coronario agudo')",SICA,síndrome isquémico coronario agudo,1
"('ISP', 'inventario de síntomas prefrontales')",ISP,inventario de síntomas prefrontales,1
"('H.P.', 'hipertension portal""')",H.P.,"hipertension portal""",1
"('RECAVA', 'red temática de investigación cooperativa en enfermedades cardiovasculares')",RECAVA,red temática de investigación cooperativa en enfermedades cardiovasculares,1
"('Neuro-ACMI', 'neurología crítica de la asociación catalana de medicina intensiva')",Neuro-ACMI,neurología crítica de la asociación catalana de medicina intensiva,1
"('CCC', 'congènita crítica')",CCC,congènita crítica,1
"('MM', 'mieloma múltiple')",MM,mieloma múltiple,1
"('GIM', 'grosor intimo-medial carotídeo')",GIM,grosor intimo-medial carotídeo,1
"('CTCA', 'cierre transcateterismo del conducto arterioso')",CTCA,cierre transcateterismo del conducto arterioso,1
"('IA', 'insuficiencia arterial')",IA,insuficiencia arterial,1
"('ICC', 'indice cintura-cadera')",ICC,indice cintura-cadera,1
"('REGITELL', 'registro de pacientes con ataque isquémico transitorio de lleida')",REGITELL,registro de pacientes con ataque isquémico transitorio de lleida,1
"('SRAA', 'sistema renina-angiotensina-aldosterona')",SRAA,sistema renina-angiotensina-aldosterona,1
"('SHO', 'síndrome de hipoventilación del obeso')",SHO,síndrome de hipoventilación del obeso,1
"('AE', 'aterosclerosis')",AE,aterosclerosis,1
"('GEECV', 'grupo de estudio de enfermedades cerebrovasculares')",GEECV,grupo de estudio de enfermedades cerebrovasculares,1
"('A.T.P.', 'angioplastia transluminal percutánea')",A.T.P.,angioplastia transluminal percutánea,1
"('AAS', 'acido acetilsalicilico')",AAS,acido acetilsalicilico,1
"('TC', 'tomografía computarizada')",TC,tomografía computarizada,1
"('atenolol', 'arterial durante la ergometría. efectos del tratamiento con vasodilatadores (prazosín) versus bloqueadores beta')",atenolol,arterial durante la ergometría. efectos del tratamiento con vasodilatadores (prazosín) versus bloqueadores beta,1
"('lp(a)', 'lipoproteína (a)')",lp(a),lipoproteína (a),1
"('TVP', 'trombosis venosa profunda')",TVP,trombosis venosa profunda,1
"('PERSTEMI', 'peruvian registry of st-segment elevation myocardial infarction')",PERSTEMI,peruvian registry of st-segment elevation myocardial infarction,1
"('AI', 'aneurismas intracraneales')",AI,aneurismas intracraneales,1
"('SPO', 'síndrome de platipnea-ortodeoxia')",SPO,síndrome de platipnea-ortodeoxia,1
"('RCE', 'relación cintura-estatura')",RCE,relación cintura-estatura,1
"('AHA', 'american heart association')",AHA,american heart association,1
"('TCMD-16', 'tomografía computarizada de 16 detectores')",TCMD-16,tomografía computarizada de 16 detectores,1
"('ICFEP', 'insuficiencia cardiaca con fraccion de expulsion preservada')",ICFEP,insuficiencia cardiaca con fraccion de expulsion preservada,1
"('IRCV', 'integrado de riesgo cardiovascular')",IRCV,integrado de riesgo cardiovascular,1
"('COR', 'característica operativa del receptor')",COR,característica operativa del receptor,2
"('TA', 'tensión arterial')",TA,tensión arterial,1
"('HPS', 'hiperglucemia postoperatoria severa')",HPS,hiperglucemia postoperatoria severa,1
"('Parte I', 'posible aprovechamiento en la terapéutica')",Parte I,posible aprovechamiento en la terapéutica,1
"('IAAS', 'infecciones asociadas a la atención en salud')",IAAS,infecciones asociadas a la atención en salud,1
"('CIA', 'comunicación interauricular')",CIA,comunicación interauricular,2
"('OAK', 'older acute heart failure key data')",OAK,older acute heart failure key data,1
"('RR', 'riesgos relativos')",RR,riesgos relativos,1
"('MAV', 'malformaciones arteriovenosas')",MAV,malformaciones arteriovenosas,2
"('ROC', 'receiver operating characteristic')",ROC,receiver operating characteristic,1
"('QOL-AD', ""quality of life in alzheimer's disease"")",QOL-AD,quality of life in alzheimer's disease,1
"('DCA', 'daño cerebral adquirido')",DCA,daño cerebral adquirido,1
"('NPA', 'nefropatía secundaria a púrpura anafilactoide')",NPA,nefropatía secundaria a púrpura anafilactoide,1
"('España', 'españolas, 29 de mayo a l de junio de 1983, oviedo')",España,"españolas, 29 de mayo a l de junio de 1983, oviedo",1
"('I.', 'infarto agudo del miocardio.')",I.,infarto agudo del miocardio.,1
"('CRM', 'cirugía de revascularización miocárdica')",CRM,cirugía de revascularización miocárdica,1
"('IAMSEST', 'infarto agudo de miocardio sin elevación del segmento st')",IAMSEST,infarto agudo de miocardio sin elevación del segmento st,1
