pair,acronym,description,frequency
"('VIH', 'virus de la inmunodeficiencia humana')",VIH,virus de la inmunodeficiencia humana,2
"('RM', 'razones de momios')",RM,razones de momios,1
"('AMEU', 'aspiración manual endouterina con jeringa de karmann')",AMEU,aspiración manual endouterina con jeringa de karmann,1
"('SSPA', 'sistema sanitario público de andalucía')",SSPA,sistema sanitario público de andalucía,1
"('GESIDA', 'grupo de estudio del sida')",GESIDA,grupo de estudio del sida,1
"('SEMTSI', 'sociedad española de medicina tropical y salud internacional')",SEMTSI,sociedad española de medicina tropical y salud internacional,1
"('AEBI', 'asociación nacional de bioética y ética médica')",AEBI,asociación nacional de bioética y ética médica,1
"('SAdE', 'sociedad andaluza de epilepsia')",SAdE,sociedad andaluza de epilepsia,1
"('TG', 'triglicéridos')",TG,triglicéridos,1
"('DPC', 'dolor pélvico crónico')",DPC,dolor pélvico crónico,1
"('SAEI', 'sociedad andaluza de enfermedades infecciosas')",SAEI,sociedad andaluza de enfermedades infecciosas,1
"('HPMF', 'hipotiroidismo materno-fetal')",HPMF,hipotiroidismo materno-fetal,1
"('AFP', 'alfafetoproteina')",AFP,alfafetoproteina,1
"('MEDAPROC', 'modelo educativo para desarrollar actividades profesionales confiables')",MEDAPROC,modelo educativo para desarrollar actividades profesionales confiables,1
"('LHR o/e', 'lung to head ratio observado/esperado')",LHR o/e,lung to head ratio observado/esperado,1
"('FONASA', 'fondo nacional de salud')",FONASA,fondo nacional de salud,1
"('AE', 'atención emocional')",AE,atención emocional,1
"('HDC', 'hernia diafragmática congénita')",HDC,hernia diafragmática congénita,2
"('LHR O/E', 'lung to head ratio observado/esperado')",LHR O/E,lung to head ratio observado/esperado,1
"('VPH', 'virus del papiloma humano')",VPH,virus del papiloma humano,1
"('RI', 'resistencia a la insulina')",RI,resistencia a la insulina,1
"('LAP', 'leucinoaminopeptidasa')",LAP,leucinoaminopeptidasa,1
"('IMSI', 'intracitoplásmica de espermatozoides morfológicamente seleccionados')",IMSI,intracitoplásmica de espermatozoides morfológicamente seleccionados,1
"('LAP', 'leucinaminopeptidasis')",LAP,leucinaminopeptidasis,1
"('CMS', 'complicación materna severa')",CMS,complicación materna severa,1
"('PEG', 'para edad gestacional')",PEG,para edad gestacional,1
"('DHA', 'docosahexaenoico')",DHA,docosahexaenoico,1
"('EET', 'estimulación eléctrica transcutánea')",EET,estimulación eléctrica transcutánea,1
"('UCI', 'unidad de cuidados intensivos')",UCI,unidad de cuidados intensivos,1
"('PPT', 'partos pretérmino')",PPT,partos pretérmino,1
"('RM', 'resonancia magnética fetal')",RM,resonancia magnética fetal,1
"('PGER', 'péridadas gestacionales espontáneas recurrentes')",PGER,péridadas gestacionales espontáneas recurrentes,1
"('TBP', 'trastorno bipolar')",TBP,trastorno bipolar,1
"('HTA', 'histerectomía abdominal')",HTA,histerectomía abdominal,1
"('FC', 'fotocoagulación con láser')",FC,fotocoagulación con láser,1
"('NSRR', 'nutricional para mortalidad en pacientes críticamente enfermos')",NSRR,nutricional para mortalidad en pacientes críticamente enfermos,1
"('LNH', 'linfomas no hodgkin')",LNH,linfomas no hodgkin,1
"('CSPL', 'colposacropexia laparoscópica')",CSPL,colposacropexia laparoscópica,1
"('PP5', 'proteína placentaria 5')",PP5,proteína placentaria 5,1
"('HTP', 'hipertensión pulmonar')",HTP,hipertensión pulmonar,1
"('TMFT', 'tasa de mortalidad fetal total')",TMFT,tasa de mortalidad fetal total,1
"('CFP', 'cefditoreno pivoxilo')",CFP,cefditoreno pivoxilo,1
"('PS', 'preeclampsia severa')",PS,preeclampsia severa,1
"('TDAH', 'trastorno de deficit de atencion/hiperactividad')",TDAH,trastorno de deficit de atencion/hiperactividad,1
"('HLAV', 'histerectomía laparoscópica asistida vaginalmente')",HLAV,histerectomía laparoscópica asistida vaginalmente,1
"('VAG', 'vacunación antigripal')",VAG,vacunación antigripal,1
"('LI', 'lesión intraepitelial')",LI,lesión intraepitelial,1
"('TTPA', 'tromboplastina parcial activado')",TTPA,tromboplastina parcial activado,1
"('EE', 'embarazo ectópico')",EE,embarazo ectópico,1
"('EO', 'emergencias obstétricas')",EO,emergencias obstétricas,1
"('MAV', 'malformaciones arteriovenosas')",MAV,malformaciones arteriovenosas,1
"('PRISMA-P', 'preferred reporting items for systematic reviews and meta-analyses protocols')",PRISMA-P,preferred reporting items for systematic reviews and meta-analyses protocols,1
"('SD', 'síndrome de down')",SD,síndrome de down,1
"('EHE', 'estados hipertensivos del embarazo')",EHE,estados hipertensivos del embarazo,1
"('SAEN', 'sociedad andaluza de endocrinología y nutrición')",SAEN,sociedad andaluza de endocrinología y nutrición,1
"('UMI', 'unidad de medicina intensiva')",UMI,unidad de medicina intensiva,1
"('AEBI', 'asociación española de bioética y ética médica')",AEBI,asociación española de bioética y ética médica,1
"('TSP- 1', 'trombospondina-1')",TSP- 1,trombospondina-1,1
"('INPer', 'instituto nacional de perinatología')",INPer,instituto nacional de perinatología,2
"('VIH', 'virus de la immunodeficiencia humana')",VIH,virus de la immunodeficiencia humana,2
"('C.I.E.', 'colestasia intrahepática del embarazo')",C.I.E.,colestasia intrahepática del embarazo,1
"('ACV', 'accidente cerebrovascular')",ACV,accidente cerebrovascular,1
"('TOC', 'trastorno obsesivo compulsivo')",TOC,trastorno obsesivo compulsivo,1
"('controles', 'control de hemorragia obstétrica y puérperas posparto')",controles,control de hemorragia obstétrica y puérperas posparto,1
"('VIH-2', 'virus de la inmunodeficiencia humana de tipo 2')",VIH-2,virus de la inmunodeficiencia humana de tipo 2,1
"('AA', 'aguda')",AA,aguda,2
"('TTPA', 'tromboplastina parcial activada')",TTPA,tromboplastina parcial activada,1
"('GESIDA', 'grupo de estudio de sida')",GESIDA,grupo de estudio de sida,2
"('RM', 'reconstrucción mamaria')",RM,reconstrucción mamaria,1
"('EIP', 'enfermedad inflamatoria pélvica leve y moderada')",EIP,enfermedad inflamatoria pélvica leve y moderada,1
"('SOP', 'síndrome de ovario poliquístico')",SOP,síndrome de ovario poliquístico,1
"('TEA', 'trastornos del espectro autista')",TEA,trastornos del espectro autista,1
"('ST', 'sepsis tardía')",ST,sepsis tardía,1
"('ICIQ-SF', 'incontinence questionnaire short-form')",ICIQ-SF,incontinence questionnaire short-form,1
"('SUH', 'servicio de urgencias hospitalario')",SUH,servicio de urgencias hospitalario,1
"('VPH', 'virus de papiloma humano')",VPH,virus de papiloma humano,3
"('SCN', 'staphylococcus coagulasa negativo')",SCN,staphylococcus coagulasa negativo,1
"('RDoC', 'research domain criteria')",RDoC,research domain criteria,1
"('SWH', 'sindrome de wolf-hirschhorn')",SWH,sindrome de wolf-hirschhorn,2
"('MCF', 'malformaciones creaneofaciales')",MCF,malformaciones creaneofaciales,1
"('DAU', 'desarterialización uterina')",DAU,desarterialización uterina,1
"('POP', 'prolapso de órganos pélvicos')",POP,prolapso de órganos pélvicos,1
"('PE', 'preeclampsia')",PE,preeclampsia,1
"('ECLAMC', 'estudio colaborativo latinoamericano de malformaciones congénitas')",ECLAMC,estudio colaborativo latinoamericano de malformaciones congénitas,2
"('RM', 'razón de momios')",RM,razón de momios,2
"('R CIU', 'retraso de crecimiento intrauterino')",R CIU,retraso de crecimiento intrauterino,1
"('VPI', 'volumen pulmonar ipsilateral')",VPI,volumen pulmonar ipsilateral,1
"('L/E', 'lecitina esfingomielina')",L/E,lecitina esfingomielina,1
"('RCIU', 'restricción del crecimiento intrauterino')",RCIU,restricción del crecimiento intrauterino,1
"('OR', 'odds ratio')",OR,odds ratio,1
"('VPM', 'volumen plaquetario medio')",VPM,volumen plaquetario medio,1
"('EPA', 'eicosapentaenoico')",EPA,eicosapentaenoico,1
"('CIE 10', 'clasificación internacional de enfermedades 10ª revisión')",CIE 10,clasificación internacional de enfermedades 10ª revisión,1
"('PR', 'prueba rápida')",PR,prueba rápida,1
"('CES-D', 'centro de estudios epidemiologicos')",CES-D,centro de estudios epidemiologicos,1
"('DIPI', 'directa intraperitoneal')",DIPI,directa intraperitoneal,1
"('RNHMD', 'recién nacido hijo de madre diabética')",RNHMD,recién nacido hijo de madre diabética,1
"('AFP', 'alfa fetoproteína')",AFP,alfa fetoproteína,1
"('RN', 'recién nacidos')",RN,recién nacidos,1
"('EM', 'esclerosis multiple')",EM,esclerosis multiple,3
"('EVB', 'estados vaginales básicos')",EVB,estados vaginales básicos,1
"('EG', 'edad gestacional')",EG,edad gestacional,1
"('UO', 'urgencias obstétricas')",UO,urgencias obstétricas,1
