pair,acronym,description,frequency
"('SENP', 'sociedad española de neumología pediátrica')",SENP,sociedad española de neumología pediátrica,1
"('HNERM', 'hospital nacionaledgardo rebagliati martins')",HNERM,hospital nacionaledgardo rebagliati martins,1
"('SPSC', 'shunt porto-sistémico congénito')",SPSC,shunt porto-sistémico congénito,1
"('GENI', 'grupo español de neurorradiología intervencionista')",GENI,grupo español de neurorradiología intervencionista,3
"('RMC', 'resonancia magnética cardiovascular')",RMC,resonancia magnética cardiovascular,1
"('EM', 'esclerosis múltiple')",EM,esclerosis múltiple,1
"('TRUS', 'transrectal guiada por ultrasonidos')",TRUS,transrectal guiada por ultrasonidos,1
"('AMS', 'arteria mesentérica superior')",AMS,arteria mesentérica superior,2
"('RM', 'resonancia magnética')",RM,resonancia magnética,2
"('VPI', 'volumen pulmonar ipsilateral')",VPI,volumen pulmonar ipsilateral,1
"('TCMC', 'tc multicorte')",TCMC,tc multicorte,1
"('MT', 'microlitiasis testicular')",MT,microlitiasis testicular,1
"('API', 'arteria pudenda interna')",API,arteria pudenda interna,1
"('VHS', 'virus del herpes simple')",VHS,virus del herpes simple,1
"('CT', 'computarizada')",CT,computarizada,1
"('TC', 'tomografía computada')",TC,tomografía computada,2
"('AP', 'anteroposterior')",AP,anteroposterior,1
"('TH', 'traumatismos hepáticos')",TH,traumatismos hepáticos,1
"('II', 'inferior')",II,inferior,1
"('VPN', 'valor predictivo negativo')",VPN,valor predictivo negativo,1
"('BAAF', 'biopsia con aguja fina')",BAAF,biopsia con aguja fina,1
