pair,acronym,description,frequency
"('FETO', 'fetoscópica')",FETO,fetoscópica,1
"('SDG', 'semanas de gestación')",SDG,semanas de gestación,1
"('IVA', 'isovalérica')",IVA,isovalérica,1
"('SM', 'síndrome metabólico')",SM,síndrome metabólico,1
"('SMSL', 'síndrome de la muerte súbita del lactante')",SMSL,síndrome de la muerte súbita del lactante,1
"('EMPP', 'em primariamente progresiva')",EMPP,em primariamente progresiva,1
"('VHC', 'virus hepatitis c')",VHC,virus hepatitis c,1
"('SCID', 'síndrome de coagulación intravascular diseminada')",SCID,síndrome de coagulación intravascular diseminada,1
"('CEAh', 'células del epitelio amniótico humano')",CEAh,células del epitelio amniótico humano,1
"('IPI', 'indice ponderal intrauterino')",IPI,indice ponderal intrauterino,1
"('SINAN', 'sistema de información de enfermedades de notificación')",SINAN,sistema de información de enfermedades de notificación,1
"('PEVAC', 'pie equino varo aducto congénito')",PEVAC,pie equino varo aducto congénito,1
"('VIH', 'virus de inmunodeficiencia humana')",VIH,virus de inmunodeficiencia humana,1
"('SDR', 'síndrome de dificultad respiratoria')",SDR,síndrome de dificultad respiratoria,2
"('SIRI', 'síndrome de insuficiencia respiratoria idiopática')",SIRI,síndrome de insuficiencia respiratoria idiopática,1
"('MeSH', 'medical subject headings')",MeSH,medical subject headings,1
"('UVBBE', 'ultravioleta b de banda estrecha')",UVBBE,ultravioleta b de banda estrecha,1
"('EHI', 'encefalopatía hipóxico-isquémica')",EHI,encefalopatía hipóxico-isquémica,1
"('DE', 'disruptores endocrinos')",DE,disruptores endocrinos,1
"('VIH', 'virus de la inmunodeficiencia humana')",VIH,virus de la inmunodeficiencia humana,2
"('RM', 'razones de momios')",RM,razones de momios,1
"('AMEU', 'aspiración manual endouterina con jeringa de karmann')",AMEU,aspiración manual endouterina con jeringa de karmann,1
"('GESIDA', 'grupo de estudio del sida')",GESIDA,grupo de estudio del sida,1
"('SEMTSI', 'sociedad española de medicina tropical y salud internacional')",SEMTSI,sociedad española de medicina tropical y salud internacional,1
"('SAdE', 'sociedad andaluza de epilepsia')",SAdE,sociedad andaluza de epilepsia,1
"('TG', 'triglicéridos')",TG,triglicéridos,1
"('SAEI', 'sociedad andaluza de enfermedades infecciosas')",SAEI,sociedad andaluza de enfermedades infecciosas,1
"('HPMF', 'hipotiroidismo materno-fetal')",HPMF,hipotiroidismo materno-fetal,1
"('AFP', 'alfafetoproteina')",AFP,alfafetoproteina,1
"('CT', 'células troncales')",CT,células troncales,1
"('LAP', 'leucinoaminopeptidasa')",LAP,leucinoaminopeptidasa,1
"('SDRA', 'síndrome de dificultad respiratoria aguda')",SDRA,síndrome de dificultad respiratoria aguda,1
"('III', 'interacción insulina-receptor')",III,interacción insulina-receptor,1
"('LAP', 'leucinaminopeptidasis')",LAP,leucinaminopeptidasis,1
"('CMS', 'complicación materna severa')",CMS,complicación materna severa,1
"('PEG', 'para edad gestacional')",PEG,para edad gestacional,1
"('INSN', 'instituto nacional de salud del niño')",INSN,instituto nacional de salud del niño,1
"('HB Ag', 'hepatitis antígeno australia')",HB Ag,hepatitis antígeno australia,1
"('PPT', 'partos pretérmino')",PPT,partos pretérmino,1
"('PCA', 'persistencia del conducto arterioso')",PCA,persistencia del conducto arterioso,2
"('PMC', 'programa madre canguro')",PMC,programa madre canguro,1
"('PGER', 'péridadas gestacionales espontáneas recurrentes')",PGER,péridadas gestacionales espontáneas recurrentes,1
"('SDRI', 'sindroma de fificultad respiratoria idiopática')",SDRI,sindroma de fificultad respiratoria idiopática,1
"('PP5', 'proteína placentaria 5')",PP5,proteína placentaria 5,1
"('SDRI', 'síndrome de distress respiratorio idiopático')",SDRI,síndrome de distress respiratorio idiopático,1
"('THAM', 'tris(hidroximetil)amino-metane')",THAM,tris(hidroximetil)amino-metane,1
"('TMFT', 'tasa de mortalidad fetal total')",TMFT,tasa de mortalidad fetal total,1
"('CFP', 'cefditoreno pivoxilo')",CFP,cefditoreno pivoxilo,1
"('MER', 'mujeres en edad reproductiva')",MER,mujeres en edad reproductiva,1
"('TDAH', 'trastorno de deficit de atencion/hiperactividad')",TDAH,trastorno de deficit de atencion/hiperactividad,1
"('VAG', 'vacunación antigripal')",VAG,vacunación antigripal,1
"('TTPA', 'tromboplastina parcial activado')",TTPA,tromboplastina parcial activado,1
"('EE', 'embarazo ectópico')",EE,embarazo ectópico,1
"('EGB', 'estreptococo del grupo b')",EGB,estreptococo del grupo b,1
"('EO', 'emergencias obstétricas')",EO,emergencias obstétricas,1
"('MAV', 'malformaciones arteriovenosas')",MAV,malformaciones arteriovenosas,1
"('ROC', 'receiver operating characteristic')",ROC,receiver operating characteristic,1
"('SNT', 'sepsis neonatal temprana')",SNT,sepsis neonatal temprana,1
"('SD', 'síndrome de down')",SD,síndrome de down,1
"('EHE', 'estados hipertensivos del embarazo')",EHE,estados hipertensivos del embarazo,1
"('SAEN', 'sociedad andaluza de endocrinología y nutrición')",SAEN,sociedad andaluza de endocrinología y nutrición,1
"('SIC', 'síndrome de intestino corto')",SIC,síndrome de intestino corto,2
"('UMI', 'unidad de medicina intensiva')",UMI,unidad de medicina intensiva,1
"('INPer', 'instituto nacional de perinatología')",INPer,instituto nacional de perinatología,2
"('AP', 'asfixia perinatal')",AP,asfixia perinatal,1
"('VIH', 'virus de la immunodeficiencia humana')",VIH,virus de la immunodeficiencia humana,2
"('C.I.E.', 'colestasia intrahepática del embarazo')",C.I.E.,colestasia intrahepática del embarazo,1
"('ACV', 'accidente cerebrovascular')",ACV,accidente cerebrovascular,1
"('controles', 'control de hemorragia obstétrica y puérperas posparto')",controles,control de hemorragia obstétrica y puérperas posparto,1
"('IC', 'imagen corporal')",IC,imagen corporal,1
"('VIH-2', 'virus de la inmunodeficiencia humana de tipo 2')",VIH-2,virus de la inmunodeficiencia humana de tipo 2,1
"('AA', 'aguda')",AA,aguda,1
"('HUM Mederi', 'hospital universitario mayor mederi')",HUM Mederi,hospital universitario mayor mederi,1
"('CMV', 'citomegalovirus')",CMV,citomegalovirus,1
"('TTPA', 'tromboplastina parcial activada')",TTPA,tromboplastina parcial activada,1
"('S.D.R.I.', 'síndrome de dificultad respiratoria idiopática')",S.D.R.I.,síndrome de dificultad respiratoria idiopática,1
"('GESIDA', 'grupo de estudio de sida')",GESIDA,grupo de estudio de sida,2
"('BC', 'bebidas carbonatadas')",BC,bebidas carbonatadas,1
"('EIP', 'enfermedad inflamatoria pélvica leve y moderada')",EIP,enfermedad inflamatoria pélvica leve y moderada,1
"('SOP', 'síndrome de ovario poliquístico')",SOP,síndrome de ovario poliquístico,1
"('TEA', 'trastornos del espectro autista')",TEA,trastornos del espectro autista,2
"('VPH', 'virus de papiloma humano')",VPH,virus de papiloma humano,2
"('SCN', 'staphylococcus coagulasa negativo')",SCN,staphylococcus coagulasa negativo,1
"('VIH-1', 'virus de la inmunodeficiencia humana tipo 1')",VIH-1,virus de la inmunodeficiencia humana tipo 1,1
"('SWH', 'sindrome de wolf-hirschhorn')",SWH,sindrome de wolf-hirschhorn,2
"('MCF', 'malformaciones creaneofaciales')",MCF,malformaciones creaneofaciales,1
"('DAU', 'desarterialización uterina')",DAU,desarterialización uterina,1
"('PE', 'preeclampsia')",PE,preeclampsia,1
"('ECLAMC', 'estudio colaborativo latinoamericano de malformaciones congénitas')",ECLAMC,estudio colaborativo latinoamericano de malformaciones congénitas,1
"('RM', 'razón de momios')",RM,razón de momios,1
"('R CIU', 'retraso de crecimiento intrauterino')",R CIU,retraso de crecimiento intrauterino,1
"('RCIU', 'restricción del crecimiento intrauterino')",RCIU,restricción del crecimiento intrauterino,1
"('VPM', 'volumen plaquetario medio')",VPM,volumen plaquetario medio,1
"('PR', 'prueba rápida')",PR,prueba rápida,1
"('MT', 'microlitiasis testicular')",MT,microlitiasis testicular,1
"('DIPI', 'directa intraperitoneal')",DIPI,directa intraperitoneal,1
"('SDR', 'síndrome de distrés respiratorio')",SDR,síndrome de distrés respiratorio,1
"('RNHMD', 'recién nacido hijo de madre diabética')",RNHMD,recién nacido hijo de madre diabética,2
"('AFP', 'alfa fetoproteína')",AFP,alfa fetoproteína,1
"('RN', 'recién nacidos')",RN,recién nacidos,1
"('EM', 'esclerosis multiple')",EM,esclerosis multiple,3
"('EVB', 'estados vaginales básicos')",EVB,estados vaginales básicos,1
"('EG', 'edad gestacional')",EG,edad gestacional,1
"('S.D.J.', 'síndrome de dubín johnson')",S.D.J.,síndrome de dubín johnson,1
"('UO', 'urgencias obstétricas')",UO,urgencias obstétricas,1
