pair,acronym,description,frequency
"('LPS', 'lipopolisacárido')",LPS,lipopolisacárido,1
"('ZBS', 'zonas básicas de salud')",ZBS,zonas básicas de salud,1
"('Hib', 'haemophilus influenzae tipo b')",Hib,haemophilus influenzae tipo b,1
"('ARIA', 'alérgica y su impacto en el asma')",ARIA,alérgica y su impacto en el asma,1
"('VPH', 'virus papiloma humano')",VPH,virus papiloma humano,1
"('RFCE', 'receptor del factor de crecimiento epidérmico')",RFCE,receptor del factor de crecimiento epidérmico,1
"('LAM', 'leucemia aguda mieloide')",LAM,leucemia aguda mieloide,1
"('GNRP', 'glomerulonefritis rápidamente progresivas')",GNRP,glomerulonefritis rápidamente progresivas,1
"('RIE', 'radioinmunoensayo')",RIE,radioinmunoensayo,1
"('CTAT', 'complejos trombina-antitrombina iii')",CTAT,complejos trombina-antitrombina iii,1
"('AEHH', 'asociación española de hematolgía y hemoterapia')",AEHH,asociación española de hematolgía y hemoterapia,1
"('VHC', 'virus de hepatitis c')",VHC,virus de hepatitis c,1
"('ECA', 'enterobacterias')",ECA,enterobacterias,2
"('GETH', 'grupo español de trasplante hemopoyético')",GETH,grupo español de trasplante hemopoyético,1
"('MRV', 'monitoreo rápido de vacunación')",MRV,monitoreo rápido de vacunación,1
"('FHD', 'fiebre hemorrágica por dengue')",FHD,fiebre hemorrágica por dengue,1
"('HSV-2', 'herpes simple-2')",HSV-2,herpes simple-2,1
"('CPH', 'cáncer primitivo del higado')",CPH,cáncer primitivo del higado,1
"('ARP', 'activadad de renina plasmática')",ARP,activadad de renina plasmática,1
"('PV', 'pentavalente')",PV,pentavalente,1
"('VAG', 'vacunación antigripal')",VAG,vacunación antigripal,1
"('UITB', 'unidad de investigación en tuberculosis de barcelona')",UITB,unidad de investigación en tuberculosis de barcelona,2
"('CAP', 'centros de atención primaria')",CAP,centros de atención primaria,1
"('VIH-1', 'virus de inmunodeficiencia human tipo 1')",VIH-1,virus de inmunodeficiencia human tipo 1,1
"('RR', 'riesgos relativos')",RR,riesgos relativos,1
"('MLC', 'mixto de linfocitos')",MLC,mixto de linfocitos,1
"('gtc', 'globulina transportadora de corticoides')",gtc,globulina transportadora de corticoides,1
"('NPA', 'nefropatía secundaria a púrpura anafilactoide')",NPA,nefropatía secundaria a púrpura anafilactoide,1
"('GETECCU', 'grupo español de trabajo en enfermedad de crohn y colitis ulcerosa')",GETECCU,grupo español de trabajo en enfermedad de crohn y colitis ulcerosa,1
"('YY-1', 'yang-1')",YY-1,yang-1,1
"('TAB-Di-Te', 'tífica, paratífica a y b diftérica y tetánica')",TAB-Di-Te,"tífica, paratífica a y b diftérica y tetánica",1
"('E1', 'españa 0001')",E1,españa 0001,1
"('IHQ', 'inmunohistoquímica')",IHQ,inmunohistoquímica,1
"('CCI', 'consultivo de inmunizaciones')",CCI,consultivo de inmunizaciones,1
"('UCIP', 'unidades de cuidados intensivos pediatricos')",UCIP,unidades de cuidados intensivos pediatricos,1
"('FHA', 'fiebre hemorrágica argentina')",FHA,fiebre hemorrágica argentina,2
"('LAL', 'leucemia aguda linfoide')",LAL,leucemia aguda linfoide,1
"('SNS', 'sistema nacional de salud')",SNS,sistema nacional de salud,1
"('LAM', 'linfangioleiomiomatosis pulmonar')",LAM,linfangioleiomiomatosis pulmonar,1
"('IPK', 'instituto de medicina tropical ""pedro kouri""')",IPK,"instituto de medicina tropical ""pedro kouri""",1
"('ADA', 'adenosina deaminasa')",ADA,adenosina deaminasa,1
"('LM', 'lactancia materna')",LM,lactancia materna,1
"('VIH-2', 'virus de la inmunodeficiencia humana de tipo 2')",VIH-2,virus de la inmunodeficiencia humana de tipo 2,1
"('CMV', 'citomegalovirus')",CMV,citomegalovirus,1
"('SL', 'sucedáneo de la leche')",SL,sucedáneo de la leche,1
"('IDCV', 'inmunodeficiencia común variable')",IDCV,inmunodeficiencia común variable,2
"('GESIDA', 'grupo de estudio de sida')",GESIDA,grupo de estudio de sida,1
"('HB', 'hepatitis b')",HB,hepatitis b,1
"('VDVB', 'virus de la diarrea viral bovina')",VDVB,virus de la diarrea viral bovina,1
"('CAV-AEP', 'calendario de vacunaciones de la asociación española de pediatría')",CAV-AEP,calendario de vacunaciones de la asociación española de pediatría,3
"('TIR', 'tuberculosis e infecciones respiratorias')",TIR,tuberculosis e infecciones respiratorias,1
"('SMS', 'servicio murciano de salud')",SMS,servicio murciano de salud,1
"('SUH', 'servicio de urgencias hospitalario')",SUH,servicio de urgencias hospitalario,1
"('NCT', 'nefropatía crónica del trasplante')",NCT,nefropatía crónica del trasplante,1
"('BCG', 'bacillus calmette-guerin')",BCG,bacillus calmette-guerin,1
"('MTs', 'matricestisulares')",MTs,matricestisulares,1
"('VIH-1', 'virus de la inmunodeficiencia humana tipo 1')",VIH-1,virus de la inmunodeficiencia humana tipo 1,1
"('PVA', 'programa de vacunación de andalucía')",PVA,programa de vacunación de andalucía,1
"('EII', 'enfermedad inflamatoria intestinal')",EII,enfermedad inflamatoria intestinal,1
"('SIR', 'susceptible-infectado-recuperado')",SIR,susceptible-infectado-recuperado,1
"('PTI', 'púrpura trombocitopénica idiopática')",PTI,púrpura trombocitopénica idiopática,2
"('UNP', 'unidades de nitrógeno proteico')",UNP,unidades de nitrógeno proteico,1
"('ICSH', 'internacional de estandarización en hematología')",ICSH,internacional de estandarización en hematología,1
"('ADVP', 'a drogas por vía parenteral')",ADVP,a drogas por vía parenteral,1
"('IC', 'intervalos de confianza')",IC,intervalos de confianza,1
"('IDR', 'intradermorreacción')",IDR,intradermorreacción,1
"('EM', 'esclerosis multiple')",EM,esclerosis multiple,2
"('ANCA', 'anticuerpos frente al citoplasma de los neutrófilos')",ANCA,anticuerpos frente al citoplasma de los neutrófilos,1
"('EN', 'enfermedad neumocócica')",EN,enfermedad neumocócica,1
