pair,acronym,description,frequency
"('EK2', 'egen klassifikation 2')",EK2,egen klassifikation 2,1
"('EA', 'enfermedad de alzheimer')",EA,enfermedad de alzheimer,7
"('CIE-9', 'clasificación internacional de enfermedades, 9.(a) revisión')",CIE-9,"clasificación internacional de enfermedades, 9.(a) revisión",1
"('MIP-1β', 'macrofágica-1β')",MIP-1β,macrofágica-1β,1
"('CIP', 'colesteatoma intrapetroso')",CIP,colesteatoma intrapetroso,1
"('T.E.C.', 'traumatismo encefalo craneano')",T.E.C.,traumatismo encefalo craneano,1
"('AAO-HNS', 'academy of otolaryngology-head and neck surgery')",AAO-HNS,academy of otolaryngology-head and neck surgery,2
"('SEN', 'sociedad española de neurología')",SEN,sociedad española de neurología,1
"('HICI', 'hipertension intracraneal idiopatica')",HICI,hipertension intracraneal idiopatica,1
"('STC', 'síndrome del túnel del carpo')",STC,síndrome del túnel del carpo,1
"('S.F.A', 'síndrome fetal alcohólico')",S.F.A,síndrome fetal alcohólico,1
"('BNB', 'bateria neuropsicologica breve')",BNB,bateria neuropsicologica breve,1
"('MCP-1', 'monocitos-1')",MCP-1,monocitos-1,1
"('NO', 'neuritis optica')",NO,neuritis optica,1
"('SOL', 'sueño de ondas lentas')",SOL,sueño de ondas lentas,1
"('LIHC', 'lesiones isquémico hemorrágicas cerebrales')",LIHC,lesiones isquémico hemorrágicas cerebrales,1
"('PCR', 'proteína c reactiva')",PCR,proteína c reactiva,1
"('PAAF', 'punción aspiración con aguja fina')",PAAF,punción aspiración con aguja fina,1
"('GTU', 'grupo que recibio tratamiento usual')",GTU,grupo que recibio tratamiento usual,1
"('SEM', 'servicios de emergencias médicas')",SEM,servicios de emergencias médicas,1
"('CR', 'cefalea en racimos')",CR,cefalea en racimos,1
"('HChr', 'hormona de crecimiento humana recombinante')",HChr,hormona de crecimiento humana recombinante,1
"('EBA', 'evaluación breve de la afasia')",EBA,evaluación breve de la afasia,1
"('EW', 'enfermedad de wilson')",EW,enfermedad de wilson,1
"('MN', 'meningitis neonatal')",MN,meningitis neonatal,1
"('SAHS', 'síndrome de apneas-hipopneas del sueño')",SAHS,síndrome de apneas-hipopneas del sueño,1
"('CIH', 'coherencia interhemisferica')",CIH,coherencia interhemisferica,1
"('MIS', 'memory impairment screen')",MIS,memory impairment screen,1
"('II', 'insulina-receptor')",II,insulina-receptor,1
"('MS', 'miembro superior')",MS,miembro superior,1
"('NF1', 'neurofibromatosis tipo 1')",NF1,neurofibromatosis tipo 1,2
"('NIHSS', 'national institute of health stroke scale')",NIHSS,national institute of health stroke scale,1
"('EK', 'egen klassifikation')",EK,egen klassifikation,1
"('CI', 'cociente intelectual')",CI,cociente intelectual,1
"('España', 'en un hospital terciario de la coruña')",España,en un hospital terciario de la coruña,1
"('RM', 'resonancia magnetica')",RM,resonancia magnetica,5
"('GRD', 'grupos relacionados por el diagnóstico')",GRD,grupos relacionados por el diagnóstico,1
"('GOS', 'glasgow outcome score')",GOS,glasgow outcome score,1
"('RNPT', 'recién nacidos prematuros')",RNPT,recién nacidos prematuros,1
"('CET', 'complejo esclerosis tuberosa')",CET,complejo esclerosis tuberosa,2
"('SAHS', 'síndrome de apneas e hipopneas durante el sueño')",SAHS,síndrome de apneas e hipopneas durante el sueño,1
"('H-RP', 'hipersomnia y respiración periódica')",H-RP,hipersomnia y respiración periódica,1
"('L.C.R.', 'liquido cefaloraquideo')",L.C.R.,liquido cefaloraquideo,1
"('SAHS', 'síndrome de apnea-hipopnea durante el sueño')",SAHS,síndrome de apnea-hipopnea durante el sueño,1
"('ABC', 'achievable benchmarks of care')",ABC,achievable benchmarks of care,1
"('MMPI-2', 'minnesota multiphasic personality inventory-2')",MMPI-2,minnesota multiphasic personality inventory-2,1
"('PESS', 'potenciales evocados somatosensoriales')",PESS,potenciales evocados somatosensoriales,1
"('OMS', 'organización mundial de la salud')",OMS,organización mundial de la salud,1
"('KADDS', 'knowledge of attention deficit hyperactivity disorder scale')",KADDS,knowledge of attention deficit hyperactivity disorder scale,1
"('MOR', 'movimiento oculares rapidos')",MOR,movimiento oculares rapidos,1
"('IIEF', 'internacional de disfuncion erectil')",IIEF,internacional de disfuncion erectil,1
"('MM', 'mujeres mayores')",MM,mujeres mayores,1
"('ENO', 'estimulacion de nervios occipitales')",ENO,estimulacion de nervios occipitales,1
"('STC', 'sindrome del tunel carpiano')",STC,sindrome del tunel carpiano,2
"('I-V', 'intervalo')",I-V,intervalo,1
"('NF2', 'neurofibromatosis tipo 2')",NF2,neurofibromatosis tipo 2,1
"('EGI', 'epilepsia generalizada idiopática')",EGI,epilepsia generalizada idiopática,1
"('MFM', 'miofibrotomia multiple')",MFM,miofibrotomia multiple,1
"('SIDA', 'síndrome de inmunodeficiencia adquirida')",SIDA,síndrome de inmunodeficiencia adquirida,3
"('EDSS', 'expanded disability status scale')",EDSS,expanded disability status scale,1
"('AVAC', 'años de vida ganados ajustados por calidad')",AVAC,años de vida ganados ajustados por calidad,1
"('LOLA', 'l-ornitina l-aspartato')",LOLA,l-ornitina l-aspartato,1
"('HSDC', 'hematoma subdural cronico')",HSDC,hematoma subdural cronico,1
"('EDL', 'extensor digitorum longus')",EDL,extensor digitorum longus,1
"('EMJ', 'epilepsia mioclonica juvenil')",EMJ,epilepsia mioclonica juvenil,2
"('PIDA', 'poliradiculoneuritis inflamatoria desmielinizante aguda')",PIDA,poliradiculoneuritis inflamatoria desmielinizante aguda,1
"('EAI', 'epilepsia de ausencias infantil')",EAI,epilepsia de ausencias infantil,1
"('EEG', 'electroencefalograma')",EEG,electroencefalograma,1
"('CdV', 'calidad de vida')",CdV,calidad de vida,1
"('SAS', 'síntomas asociados con el sueño')",SAS,síntomas asociados con el sueño,1
"('TEA', 'trastorno del espectro autista')",TEA,trastorno del espectro autista,4
"('MEC', 'medidas cognitivas')",MEC,medidas cognitivas,1
"('CTT', 'cefaleas de tipo tensional')",CTT,cefaleas de tipo tensional,1
"('EMPP', 'em primariamente progresiva')",EMPP,em primariamente progresiva,1
"('SAHS', 'síndrome de apneas-hipopneas durante el sueño')",SAHS,síndrome de apneas-hipopneas durante el sueño,1
"('VMNI', 'ventilación mecánica no invasiva')",VMNI,ventilación mecánica no invasiva,1
"('y II', 'y su fisiopatología')",y II,y su fisiopatología,1
"('CAMCOG', 'cambridge cognitive examination')",CAMCOG,cambridge cognitive examination,1
"('ISD', 'inventario de la situación diagnóstica')",ISD,inventario de la situación diagnóstica,1
"('IMSS', 'instituto mexicano del seguro social')",IMSS,instituto mexicano del seguro social,1
"('TDP', 'test digital de percepción')",TDP,test digital de percepción,1
"('MNIO', 'monitoreo neurofisiológico intraoperatorio')",MNIO,monitoreo neurofisiológico intraoperatorio,1
"('SENR', 'sociedad española de neurorradiología')",SENR,sociedad española de neurorradiología,2
"('INNN', 'instituto nacional de neurología y neurocirugía')",INNN,instituto nacional de neurología y neurocirugía,1
"('RMf', 'resonancia magnetica funcional')",RMf,resonancia magnetica funcional,1
"('UCN', 'unidades de cuidados neurovasculares')",UCN,unidades de cuidados neurovasculares,1
"('UTAC', 'unidades de tratamiento del ataque cerebrovascular')",UTAC,unidades de tratamiento del ataque cerebrovascular,1
"('UC', 'unidades de cefalea')",UC,unidades de cefalea,1
"('AIT', 'accidente isquémico transitorio')",AIT,accidente isquémico transitorio,1
"('TDA', 'trastornos por deficit de atencion')",TDA,trastornos por deficit de atencion,1
"('ECP', 'estimulacion cerebral profunda')",ECP,estimulacion cerebral profunda,3
"('SC', 'síndrome de cushing')",SC,síndrome de cushing,1
"('PEVAC', 'pie equino varo aducto congénito')",PEVAC,pie equino varo aducto congénito,1
"('PS', 'privación de sueño')",PS,privación de sueño,1
"('EPI', 'enfermedad de parkinson idiopatica')",EPI,enfermedad de parkinson idiopatica,1
"('UPDRS', ""unified parkinson's disease rating scale"")",UPDRS,unified parkinson's disease rating scale,2
"('MRC', 'medical research council')",MRC,medical research council,1
"('PADS', 'physical activity and disability survey')",PADS,physical activity and disability survey,1
"('peso kg', 'predicción final, en la muestra total, fue: mmae (kg) = 0,107')",peso kg,"predicción final, en la muestra total, fue: mmae (kg) = 0,107",1
"('MeSH', 'medical subject headings')",MeSH,medical subject headings,1
"('DMT', 'dolor muscular tardío')",DMT,dolor muscular tardío,1
"('TCE', 'traumatismos craneoencefalicos')",TCE,traumatismos craneoencefalicos,2
"('CPAQ', 'chronic pain acceptance questionnaire')",CPAQ,chronic pain acceptance questionnaire,1
"('CEMPV', 'cuestionario para la evaluación de la minusvalía en patología vestibular')",CEMPV,cuestionario para la evaluación de la minusvalía en patología vestibular,1
"('RPC', 'reacción de polimerasa en cadena')",RPC,reacción de polimerasa en cadena,1
"('CI', 'coeficiente intelectual')",CI,coeficiente intelectual,1
"('OnabotA', 'onabotulinumtoxina')",OnabotA,onabotulinumtoxina,2
"('HPM', 'hipotalamotomía posteromedial')",HPM,hipotalamotomía posteromedial,1
"('VHB', 'virus de la hepatitis b')",VHB,virus de la hepatitis b,1
"('NMDAR', 'n-metil-d-aspartato')",NMDAR,n-metil-d-aspartato,1
"('TCE', 'traumatismo craneoencefalico')",TCE,traumatismo craneoencefalico,3
"('EHI', 'encefalopatía hipóxico-isquémica')",EHI,encefalopatía hipóxico-isquémica,1
"('OPELUCE', 'organización peruana de lucha contra la ceguera')",OPELUCE,organización peruana de lucha contra la ceguera,1
"('ITSD', 'intervencion terapeutica sin delfines')",ITSD,intervencion terapeutica sin delfines,1
"('NCC', 'neurocisticercosis')",NCC,neurocisticercosis,1
"('HPRL', 'hiperprolactinemia')",HPRL,hiperprolactinemia,1
"('VIH', 'virus de la inmunodeficiencia humana')",VIH,virus de la inmunodeficiencia humana,4
"('ESL', 'eslicarbacepina')",ESL,eslicarbacepina,1
"('GECSEN', 'grupo de estudio de cefaleas de la sociedad española de neurología')",GECSEN,grupo de estudio de cefaleas de la sociedad española de neurología,1
"('UPV', 'usuarios profesionales de la voz')",UPV,usuarios profesionales de la voz,1
"('PRES', 'posterior reversible')",PRES,posterior reversible,1
"('CVF', 'capacidad vital forzada')",CVF,capacidad vital forzada,1
"('NMDA', 'n-metil-d-aspartato')",NMDA,n-metil-d-aspartato,1
"('UPDRS', 'unificada para la evaluación de la enfermedad de parkinson')",UPDRS,unificada para la evaluación de la enfermedad de parkinson,1
"('SAHS', 'síndrome de apneas-hipoapneas del sueño, en lo adelante')",SAHS,"síndrome de apneas-hipoapneas del sueño, en lo adelante",1
"('parte I', 'parkinson avanzada. características clínicas y tratamiento')",parte I,parkinson avanzada. características clínicas y tratamiento,1
"('OR', 'odds ratios')",OR,odds ratios,1
"('UMRF', 'unidades moviles de rehabilitacion-fisioterapia')",UMRF,unidades moviles de rehabilitacion-fisioterapia,1
"('ETE', 'ecocardiograma transesofágico')",ETE,ecocardiograma transesofágico,1
"('EVA', 'escala visual análoga')",EVA,escala visual análoga,1
"('MG', 'miastenia gravis')",MG,miastenia gravis,1
"('SIB', 'severe impairment battery')",SIB,severe impairment battery,1
"('ESPII', 'emergencia de salud pública de importancia internacional')",ESPII,emergencia de salud pública de importancia internacional,1
"('NAC', 'neuropatía autonómica cardíaca')",NAC,neuropatía autonómica cardíaca,1
"('HIT-6', 'headache impact test-6')",HIT-6,headache impact test-6,1
"('IAH', 'indice apnea/hipopnea')",IAH,indice apnea/hipopnea,1
"('E. M.', 'esclerosis múltiple')",E. M.,esclerosis múltiple,1
"('Hib', 'h influenzae tipo b')",Hib,h influenzae tipo b,1
"('CPT', 'continuous performance test')",CPT,continuous performance test,1
"('SAT', 'síndrome del aceite tóxico')",SAT,síndrome del aceite tóxico,1
"('HLP', 'hospital la pedrera')",HLP,hospital la pedrera,1
"('SAdE', 'sociedad andaluza de epilepsia')",SAdE,sociedad andaluza de epilepsia,1
"('SCB', 'sindrome de charles bonnet')",SCB,sindrome de charles bonnet,1
"('EHS', 'encefalitis por herpes simple')",EHS,encefalitis por herpes simple,1
"('AINP', 'academia iberoamericana de neurologia pediatrica')",AINP,academia iberoamericana de neurologia pediatrica,1
"('GIMC', 'grosor de la íntima media carotídea')",GIMC,grosor de la íntima media carotídea,1
"('FAE', 'farmacos antiepilepticos')",FAE,farmacos antiepilepticos,2
"('AFP', 'alfafetoproteina')",AFP,alfafetoproteina,1
"('EGI', 'epilepsias generalizadas idiopaticas')",EGI,epilepsias generalizadas idiopaticas,1
"('NST', 'nucleo subtalamico')",NST,nucleo subtalamico,1
"('MPS-II', 'mucopolisacaridosisde tipo ii')",MPS-II,mucopolisacaridosisde tipo ii,1
"('EMAD', 'encefalomielitis aguda diseminada')",EMAD,encefalomielitis aguda diseminada,1
"('UNC', 'unidad de cuidados intensivos neurocriticos')",UNC,unidad de cuidados intensivos neurocriticos,1
"('EP', 'enfermedad de parkinson')",EP,enfermedad de parkinson,22
"('MeSH', 'medical subjects headings')",MeSH,medical subjects headings,2
"('CDM', 'congelacion de la marcha')",CDM,congelacion de la marcha,1
"('EMRR', 'esclerosis multiple remitente recurrente')",EMRR,esclerosis multiple remitente recurrente,3
"('CC', 'consultas monograficas de cefalea')",CC,consultas monograficas de cefalea,1
"('NFPVC', 'neurofibromas plexiformes voluminosos en el cuello')",NFPVC,neurofibromas plexiformes voluminosos en el cuello,1
"('MHib', 'meningitis por haemophilus influenzae b')",MHib,meningitis por haemophilus influenzae b,1
"('CFNR', 'capa de fibras nerviosas retiniana')",CFNR,capa de fibras nerviosas retiniana,1
"('OOS', 'osteosarcopénica')",OOS,osteosarcopénica,1
"('SU', 'servicio de urgencias')",SU,servicio de urgencias,2
"('WOS', 'web of science')",WOS,web of science,1
"('SENFC', 'sociedad española de neurofisiología clínica')",SENFC,sociedad española de neurofisiología clínica,1
"('E.C.P.S.', 'encefalopatía crónica portosistémica')",E.C.P.S.,encefalopatía crónica portosistémica,1
"('ENG', 'electroneurograma')",ENG,electroneurograma,2
"('GLP-1', 'glucagon-like peptide-1')",GLP-1,glucagon-like peptide-1,2
"('ROC', 'reflejo oculocardíaco')",ROC,reflejo oculocardíaco,1
"('PrPC', 'proteína priónica celular')",PrPC,proteína priónica celular,1
"('TNC', 'trastornos neurocognitivos')",TNC,trastornos neurocognitivos,1
"('CGEO', 'celulas de la glia envolvente olfatoria')",CGEO,celulas de la glia envolvente olfatoria,1
"('NT', 'neuralgia del trigémino')",NT,neuralgia del trigémino,1
"('OCB', 'oclusion carotidea bilateral')",OCB,oclusion carotidea bilateral,1
"('NTB-A', 'neurotoxina botulínica tipo a')",NTB-A,neurotoxina botulínica tipo a,1
"('TVC', 'trombosis venosa cerebral')",TVC,trombosis venosa cerebral,1
"('AESP', 'actividad eléctrica sin pulso')",AESP,actividad eléctrica sin pulso,1
"('EVC', 'enfermedad vascular cerebral')",EVC,enfermedad vascular cerebral,1
"('III', 'interacción insulina-receptor')",III,interacción insulina-receptor,1
"('NMO', 'neuromielitis optica')",NMO,neuromielitis optica,2
"('DEI', 'descargas epileptiformes intercriticas')",DEI,descargas epileptiformes intercriticas,1
"('RHC', 'reserva hemodinamica cerebral')",RHC,reserva hemodinamica cerebral,1
"('NORMACODEM', ""normalización españolas de la alzheimer's disease assessment scale (adas)"")",NORMACODEM,normalización españolas de la alzheimer's disease assessment scale (adas),1
"('SENEC', 'sociedades españolas de neurocirugía')",SENEC,sociedades españolas de neurocirugía,1
"('TCE', 'traumatismo craneoencefálico')",TCE,traumatismo craneoencefálico,1
"('MMSE', 'minimental state examination')",MMSE,minimental state examination,1
"('THC', 'tetrahidrocannabinol')",THC,tetrahidrocannabinol,1
"('EE', 'epileptico')",EE,epileptico,1
"('LAM', 'leucemia aguda mieloide')",LAM,leucemia aguda mieloide,1
"('NEWSQOL', 'newcastle stroke-specific quality of life measure')",NEWSQOL,newcastle stroke-specific quality of life measure,2
"('LM', 'lesiones medulares')",LM,lesiones medulares,1
"('MBI-C', 'mild behavioral impairment-checklist')",MBI-C,mild behavioral impairment-checklist,1
"('E.R.G.', 'electroretinograma')",E.R.G.,electroretinograma,1
"('ENV', 'estimulacion del nervio vago')",ENV,estimulacion del nervio vago,1
"('TDAH', 'trastorno por deficit de atencion/hiperactividad')",TDAH,trastorno por deficit de atencion/hiperactividad,18
"('CFC', 'convulsiones febriles complejas')",CFC,convulsiones febriles complejas,1
"('DMC', 'distrofias musculares congenitas')",DMC,distrofias musculares congenitas,1
"('CF', 'conectividad funcional')",CF,conectividad funcional,1
"('HTIC', 'hipertensión intracraneal')",HTIC,hipertensión intracraneal,1
"('TVE', 'tercer ventriculostomía endoscópica secundaria')",TVE,tercer ventriculostomía endoscópica secundaria,1
"('EAJ', 'epilepsia de ausencias juvenil')",EAJ,epilepsia de ausencias juvenil,1
"('BETA', 'bateria para la evaluacion de los trastornos afasicos')",BETA,bateria para la evaluacion de los trastornos afasicos,1
"('DBH', 'dopamina-beta-hidroxilasa')",DBH,dopamina-beta-hidroxilasa,1
"('TCM', 'triglicéridos de cadena media')",TCM,triglicéridos de cadena media,1
"('ST', 'supratentoriales')",ST,supratentoriales,1
"('EAM', 'epilepsia con ausencias y mioclonias palpebrales')",EAM,epilepsia con ausencias y mioclonias palpebrales,1
"('rcmc', 'receptores colinérgicos muscarínicos cardíacos')",rcmc,receptores colinérgicos muscarínicos cardíacos,1
"('ARAHIP', 'atención integral del recién nacido con agresión hipóxico-isquémica perinatal')",ARAHIP,atención integral del recién nacido con agresión hipóxico-isquémica perinatal,1
"('ECV', 'enfermedad cerebrovascular')",ECV,enfermedad cerebrovascular,3
"('EF', 'epilepsia fotogenica pura')",EF,epilepsia fotogenica pura,1
"('T@M', 'test de alteracion de memoria')",T@M,test de alteracion de memoria,1
"('miARN', 'microarn')",miARN,microarn,1
"('ILAE', 'internacional contra la epilepsia')",ILAE,internacional contra la epilepsia,3
"('MC-1', 'mc tipo 1')",MC-1,mc tipo 1,1
"('GIMINO', 'grupo interdisciplinar mexicano de investigación en neurooncología')",GIMINO,grupo interdisciplinar mexicano de investigación en neurooncología,1
"('DM-1', 'distrofia miotonica tipo 1')",DM-1,distrofia miotonica tipo 1,1
"('NPH', 'neuralgia posherpética')",NPH,neuralgia posherpética,1
"('VEB', 'virus de epstein-barr')",VEB,virus de epstein-barr,1
"('UCIP', 'unidad de cuidados intensivos pediatricos')",UCIP,unidad de cuidados intensivos pediatricos,1
"('TAVEC', 'test de aprendizaje verbal españa-complutense')",TAVEC,test de aprendizaje verbal españa-complutense,1
"('RHC', 'reserva hemodinámica cerebral')",RHC,reserva hemodinámica cerebral,1
"('HZ', 'herpes zoster')",HZ,herpes zoster,2
"('ACOD', 'accion directa')",ACOD,accion directa,1
"('LCR', 'liquido cefalorraquideo')",LCR,liquido cefalorraquideo,2
"('DCL', 'deterioro cognitivo leve')",DCL,deterioro cognitivo leve,4
"('NL', 'normal')",NL,normal,1
"('FR', 'factores de riesgo')",FR,factores de riesgo,1
"('DCoL', ""deterioro comportamental leve'"")",DCoL,deterioro comportamental leve',1
"('AVAC', 'años de vida ajustados por calidad')",AVAC,años de vida ajustados por calidad,1
"('ADHD-RS-IV', 'attention-deficit/hyperactivity disorder rating scale iv')",ADHD-RS-IV,attention-deficit/hyperactivity disorder rating scale iv,1
"('SCP', 'scale for contraversive pushing')",SCP,scale for contraversive pushing,1
"('MMSE', 'mini mental status examination')",MMSE,mini mental status examination,1
"('EAD', 'encefalomielitis aguda diseminada')",EAD,encefalomielitis aguda diseminada,1
"('ISP', 'inventario de síntomas prefrontales')",ISP,inventario de síntomas prefrontales,1
"('MC', 'malformacion de chiari')",MC,malformacion de chiari,1
