pair,acronym,description,frequency
"('B. P.', 'bálsamo del peru?')",B. P.,bálsamo del peru?,1
"('TAR', 'tratamiento antirretroviral')",TAR,tratamiento antirretroviral,1
"('RCUI', 'relación coste-utilidad')",RCUI,relación coste-utilidad,1
"('UVBBE', 'ultravioleta b de banda estrecha')",UVBBE,ultravioleta b de banda estrecha,1
"('FPS', 'factor de protección solar')",FPS,factor de protección solar,1
"('MDS', 'multidimensional escalado')",MDS,multidimensional escalado,1
"('VHS', 'virus herpes simple')",VHS,virus herpes simple,1
"('VIH', 'virus de la inmunodeficiencia humana')",VIH,virus de la inmunodeficiencia humana,3
"('SSPA', 'sistema sanitario público de andalucía')",SSPA,sistema sanitario público de andalucía,1
"('GAFI', 'granuloma aséptico facial idiopático')",GAFI,granuloma aséptico facial idiopático,1
"('GC', 'ganglio centinela')",GC,ganglio centinela,1
"('SEMP', 'superficies especiales para el manejo de la presión')",SEMP,superficies especiales para el manejo de la presión,1
"('ASR', 'acné\xa0severo y recurrente')",ASR,acné severo y recurrente,1
"('SU', 'servicio de urgencias')",SU,servicio de urgencias,1
"('EPL', 'erupción polimorfa lumínica')",EPL,erupción polimorfa lumínica,1
"('LSM', 'lipomatosis simétrica múltiple')",LSM,lipomatosis simétrica múltiple,1
"('ML', 'malformaciones linfáticas')",ML,malformaciones linfáticas,1
"('VPH', 'virus del papiloma humano')",VPH,virus del papiloma humano,3
"('LC', 'leishmaniasis cutánea')",LC,leishmaniasis cutánea,1
"('RI', 'resistencia a la insulina')",RI,resistencia a la insulina,1
"('SIVFRENT-A', 'sistema de vigilancia defactores de riesgo de enfermedades no transmisibles')",SIVFRENT-A,sistema de vigilancia defactores de riesgo de enfermedades no transmisibles,1
"('MCA', 'mucina asociado a carcinoma')",MCA,mucina asociado a carcinoma,1
"('TCH', 'tomografía computada helicoidal')",TCH,tomografía computada helicoidal,1
"('AKQoL', 'actinic keratosis quality of life')",AKQoL,actinic keratosis quality of life,1
"('DRESS', 'denominado reacción a fármacos con eosinofilia y síntomas sistémicos')",DRESS,denominado reacción a fármacos con eosinofilia y síntomas sistémicos,1
"('III', 'interacción insulina-receptor')",III,interacción insulina-receptor,1
"('FUE', 'follicular unit extraction')",FUE,follicular unit extraction,1
"('MBC', 'metastasis sintomaticas de la base craneal')",MBC,metastasis sintomaticas de la base craneal,1
"('SEMP', 'superficie especial del manejo de la presión')",SEMP,superficie especial del manejo de la presión,2
"('EMB', 'enfermedad mamaria benigna')",EMB,enfermedad mamaria benigna,1
"('INSN', 'instituto nacional de salud del niño')",INSN,instituto nacional de salud del niño,1
"('H.A.C.R.E.', 'hidro-arsenicismo cronico regional endemico')",H.A.C.R.E.,hidro-arsenicismo cronico regional endemico,1
"('EICH', 'enfermedad del injerto contra huésped')",EICH,enfermedad del injerto contra huésped,1
"('GTEB', 'grupo de trabajo de expertos en terapia biológica')",GTEB,grupo de trabajo de expertos en terapia biológica,1
"('CMFP', 'ciclofosfamida, metotrexate, 5-fluorouracilo y prednisona')",CMFP,"ciclofosfamida, metotrexate, 5-fluorouracilo y prednisona",1
"('Nevil', 'nevus epidérmico verrugoso inflamatorio lineal')",Nevil,nevus epidérmico verrugoso inflamatorio lineal,1
"('EPI', 'equipos de protección individual')",EPI,equipos de protección individual,1
"('LT', 'larvaterapia')",LT,larvaterapia,1
"('ROLL', 'radioguiada de lesiones ocultas de mama')",ROLL,radioguiada de lesiones ocultas de mama,1
"('A.S.', 'alopecia seborreica')",A.S.,alopecia seborreica,1
"('IA', 'insuficiencia arterial')",IA,insuficiencia arterial,1
"('EAs', 'efectos adversos')",EAs,efectos adversos,1
"('AEDV', 'academia española de dermatología y venereología')",AEDV,academia española de dermatología y venereología,1
"('SNC', 'sistema nervioso central')",SNC,sistema nervioso central,1
"('MOAR', 'microscopia optica de alta resolucion')",MOAR,microscopia optica de alta resolucion,1
"('DPA', 'de pared abdominal')",DPA,de pared abdominal,1
"('C.P.', 'cirugía plástica')",C.P.,cirugía plástica,1
"('HRV', 'hipertensión renovascular')",HRV,hipertensión renovascular,1
"('REGESMOHS', 'registro español de cirugía de mohs')",REGESMOHS,registro español de cirugía de mohs,1
"('EB', 'epidermólisis bullosa')",EB,epidermólisis bullosa,1
"('REGEMOHS', 'registro español de cirugía de mohs')",REGEMOHS,registro español de cirugía de mohs,1
"('Lu.', 'lutzomyia')",Lu.,lutzomyia,1
"('TEM', 'tri-etilen-melamina')",TEM,tri-etilen-melamina,1
"('VIH', 'virus de la immunodeficiencia humana')",VIH,virus de la immunodeficiencia humana,1
"('SELDI', 'surface enhanced laser desorption/ionization')",SELDI,surface enhanced laser desorption/ionization,1
"('IR', 'imt, índice de resistencia')",IR,"imt, índice de resistencia",1
"('LM', 'lactancia materna')",LM,lactancia materna,1
"('EADV', 'european academy of dermatology and venereology')",EADV,european academy of dermatology and venereology,1
"('rango', 'recambios de generador. seguimiento medio de 8,4 años')",rango,"recambios de generador. seguimiento medio de 8,4 años",1
"('CEM', 'celulas escamosas en miniatura')",CEM,celulas escamosas en miniatura,1
"('PAN', 'poliarteritis nodosa')",PAN,poliarteritis nodosa,2
"('TH', 'terapia hormonal')",TH,terapia hormonal,1
"('AT', 'arteritis de takayasu')",AT,arteritis de takayasu,2
"('PAM', 'poliangeítis microscópica')",PAM,poliangeítis microscópica,1
"('RM', 'reconstrucción mamaria')",RM,reconstrucción mamaria,1
"('FC', 'frecuencia cardiaca')",FC,frecuencia cardiaca,1
"('Mch', 'matricaria chamomilla l.')",Mch,matricaria chamomilla l.,1
"('EVC', 'enfermedad cerebrovascular')",EVC,enfermedad cerebrovascular,1
"('CaM', 'cáncer de mama')",CaM,cáncer de mama,1
"('REVAC', 'red española de vigilancia en alergia de contacto')",REVAC,red española de vigilancia en alergia de contacto,1
"('GPC', 'guías de práctica clínica')",GPC,guías de práctica clínica,1
"('VPH', 'virus de papiloma humano')",VPH,virus de papiloma humano,1
"('SCN', 'staphylococcus coagulasa negativo')",SCN,staphylococcus coagulasa negativo,1
"('NET', 'necrosis epidérmica tóxica')",NET,necrosis epidérmica tóxica,1
"('Me', 'medianas')",Me,medianas,1
"('ARA-II', 'antagonistas de los receptores de la angiotensina ii')",ARA-II,antagonistas de los receptores de la angiotensina ii,1
"('CAM', 'comunidad autónoma de madrid')",CAM,comunidad autónoma de madrid,1
"('HEK', 'hemangioendotelioma kaposiforme')",HEK,hemangioendotelioma kaposiforme,1
"('y II', 'y aurotiomalato sódico: una revisión comparada')",y II,y aurotiomalato sódico: una revisión comparada,1
"('ET', 'esclerosis tuberosa')",ET,esclerosis tuberosa,1
"('GEDEAS', 'grupo español de dermatología en las enfermedades autoinmunes y sistémicas')",GEDEAS,grupo español de dermatología en las enfermedades autoinmunes y sistémicas,1
"('ADVP', 'a drogas por vía parenteral')",ADVP,a drogas por vía parenteral,1
"('JWC', 'journal of wound care')",JWC,journal of wound care,1
"('PHCT', 'porfiria hepatocutánea tarda')",PHCT,porfiria hepatocutánea tarda,1
"('AKE', 'acrokeratoelastoidosis')",AKE,acrokeratoelastoidosis,1
"('MTHFR', 'metilentetrahidrofolato reductasa')",MTHFR,metilentetrahidrofolato reductasa,1
"('LF', 'lactoferrina')",LF,lactoferrina,1
"('PCCM', 'programas de cribado de cáncer de mama')",PCCM,programas de cribado de cáncer de mama,1
"('IDR', 'intradermorreacción')",IDR,intradermorreacción,1
"('SCS', 'síndrome de churg-strauss')",SCS,síndrome de churg-strauss,1
"('DC', 'dermatología comunitaria')",DC,dermatología comunitaria,1
