pair,acronym,description,frequency
"('FHIS', 'fluorescencia con hibridación in situ')",FHIS,fluorescencia con hibridación in situ,1
"('L.E.S.', 'lupus eritematoso sistémico')",L.E.S.,lupus eritematoso sistémico,1
"('CCI', 'citorreducción de intervalo')",CCI,citorreducción de intervalo,1
"('NET', 'necrólisis epidérmica tóxica')",NET,necrólisis epidérmica tóxica,1
"('DCF', 'displasias corticales focales')",DCF,displasias corticales focales,1
"('SEIMC', 'sociedad española de enfermedades infecciosas y microbiología clínica')",SEIMC,sociedad española de enfermedades infecciosas y microbiología clínica,1
"('TCC', 'tumores del cuerpo carotídeo')",TCC,tumores del cuerpo carotídeo,1
"('LMC', 'leucemia mieloide crónica')",LMC,leucemia mieloide crónica,1
"('UDVP', 'usuarios de drogas por vía parenteral')",UDVP,usuarios de drogas por vía parenteral,1
"('PET/TC', 'positrones/tomografía computarizada')",PET/TC,positrones/tomografía computarizada,1
"('PubMed', 'publicados en medline')",PubMed,publicados en medline,1
"('MDR', 'múltiples drogas')",MDR,múltiples drogas,1
"('SUDEP', 'subita asociada a la epilepsia')",SUDEP,subita asociada a la epilepsia,1
"('BEP', 'bleomicina y vinblastina (pvb) o etoposido')",BEP,bleomicina y vinblastina (pvb) o etoposido,1
"('IL-10', 'interleucina 10')",IL-10,interleucina 10,1
"('CTR', 'cistectomía radical')",CTR,cistectomía radical,1
"('GB', 'glándulas de brunner')",GB,glándulas de brunner,1
"('USE', 'ultrasonografía endoscópica')",USE,ultrasonografía endoscópica,2
"('NAA', 'n-acetilaspartato')",NAA,n-acetilaspartato,1
"('DAR', 'dolor abdominal recurrente')",DAR,dolor abdominal recurrente,1
"('DM', 'diabetes mellitus')",DM,diabetes mellitus,1
"('CID', 'coagulación intravascular diseminada')",CID,coagulación intravascular diseminada,1
"('APOE', 'apolipoproteína e')",APOE,apolipoproteína e,1
"('LC', 'leucemia cutis')",LC,leucemia cutis,1
"('H.A.C.R.E.', 'hidro-arsenicismo crónico regional endémico')",H.A.C.R.E.,hidro-arsenicismo crónico regional endémico,1
"('VC', 'vasculitis cutáneas')",VC,vasculitis cutáneas,1
"('HACRE', 'hidroarsenicismo crónico regional endémico')",HACRE,hidroarsenicismo crónico regional endémico,1
"('GBM', 'glioblastoma multiforme')",GBM,glioblastoma multiforme,1
"('IT', 'irrigador transanal')",IT,irrigador transanal,1
"('TA', 'test de aliento')",TA,test de aliento,1
"('CN', 'complicaciones neurologicas')",CN,complicaciones neurologicas,1
"('CVP', 'catéter venoso periférico')",CVP,catéter venoso periférico,1
"('TVU', 'tumores de vías urinarias')",TVU,tumores de vías urinarias,1
"('CPRC', 'cáncer de próstata resistente a la castracion')",CPRC,cáncer de próstata resistente a la castracion,1
"('OD', 'ojo derecho')",OD,ojo derecho,1
"('AF', 'actividad física')",AF,actividad física,1
"('AF', 'atención farmacéutica')",AF,atención farmacéutica,1
"('TI', 'técnica de ivanissevich')",TI,técnica de ivanissevich,1
"('GMSI', 'gammapatías monoclonales de significado indeterminado')",GMSI,gammapatías monoclonales de significado indeterminado,1
"('GLOMANCHA', 'glomerulonefritis en castilla-la mancha')",GLOMANCHA,glomerulonefritis en castilla-la mancha,1
"('S.R.E.', 'sistema retículoendotelial')",S.R.E.,sistema retículoendotelial,1
"('DMAE', 'degeneración macular asociada a la edad')",DMAE,degeneración macular asociada a la edad,1
"('TN', 'triple negativo')",TN,triple negativo,1
"('SUH', 'servicio urgencias hospitalario')",SUH,servicio urgencias hospitalario,1
"('MGMT', 'metilguanina-adn-metiltransferasa')",MGMT,metilguanina-adn-metiltransferasa,1
"('SECCV', 'sociedad española de cirugía cardiovascular')",SECCV,sociedad española de cirugía cardiovascular,2
"('CIN III', 'casos de neoplasia intraepitelial grado iii')",CIN III,casos de neoplasia intraepitelial grado iii,1
"('A/C', 'actividad y cronicidad')",A/C,actividad y cronicidad,1
"('TEA', 'trastorno del espectro del autismo')",TEA,trastorno del espectro del autismo,1
"('HSA', 'hemorragia subaracnoidea')",HSA,hemorragia subaracnoidea,1
"('EICIG', 'enfermedad inflamatoria crónica del intestino grueso')",EICIG,enfermedad inflamatoria crónica del intestino grueso,1
"('FLANC', 'federación latinoamericana de neurocirugía')",FLANC,federación latinoamericana de neurocirugía,1
"('PAAF', 'punción-aspiración con aguja fina')",PAAF,punción-aspiración con aguja fina,3
"('MDA', 'malondialdehído')",MDA,malondialdehído,1
"('IGU', 'infecciones genitourinarias')",IGU,infecciones genitourinarias,1
"('VD', 'volumen testicular diferencial')",VD,volumen testicular diferencial,1
"('CCU', 'cáncer de cuello uterino')",CCU,cáncer de cuello uterino,1
"('ATP', 'angioplastia transluminal percutánea')",ATP,angioplastia transluminal percutánea,1
"('PSH', 'púrpura de schönlein-henoch')",PSH,púrpura de schönlein-henoch,1
"('NO', 'neuritis optica')",NO,neuritis optica,1
"('SGNC', 'sensibilidad al gluten no celíaca')",SGNC,sensibilidad al gluten no celíaca,1
"('T.V.S.I.', 'tumores vesicales iniciales superficiales')",T.V.S.I.,tumores vesicales iniciales superficiales,1
"('LIHC', 'lesiones isquémico hemorrágicas cerebrales')",LIHC,lesiones isquémico hemorrágicas cerebrales,1
"('PCR', 'proteína c reactiva')",PCR,proteína c reactiva,1
"('PAAF', 'punción aspiración con aguja fina')",PAAF,punción aspiración con aguja fina,3
"('GNMP', 'glomerulonefritis membranoproliferativa')",GNMP,glomerulonefritis membranoproliferativa,1
"('ITcc', 'incapacidades temporales por contingencia común')",ITcc,incapacidades temporales por contingencia común,1
"('INMA', 'infancia y medio ambiente')",INMA,infancia y medio ambiente,1
"('EBA', 'evaluación breve de la afasia')",EBA,evaluación breve de la afasia,1
"('MINI', 'mini international neuropsychiatric interview')",MINI,mini international neuropsychiatric interview,1
"('EW', 'enfermedad de wilson')",EW,enfermedad de wilson,1
"('DMBA', 'dimetilbenzantraceno')",DMBA,dimetilbenzantraceno,1
"('PROA-NEN', 'pediátrico de optimización de antimicrobianos')",PROA-NEN,pediátrico de optimización de antimicrobianos,1
"('DAP-HS', 'ductus arterioso persistente hemodinámicamente significativo')",DAP-HS,ductus arterioso persistente hemodinámicamente significativo,1
"('FNA', 'fina')",FNA,fina,1
"('CEA', 'carcinoembrionario')",CEA,carcinoembrionario,3
"('Se', 'sensibilidad')",Se,sensibilidad,1
"('SV', 'subluxación vertical')",SV,subluxación vertical,1
"('RM', 'resonancia magnetica')",RM,resonancia magnetica,3
"('CV', 'carcinoma vesical')",CV,carcinoma vesical,1
"('GOS', 'glasgow outcome score')",GOS,glasgow outcome score,1
"('RNPT', 'recién nacidos prematuros')",RNPT,recién nacidos prematuros,2
"('TGA', 'típica completa de las grandes arterias')",TGA,típica completa de las grandes arterias,1
"('CET', 'complejo esclerosis tuberosa')",CET,complejo esclerosis tuberosa,1
"('NMP', 'neoplasias mieloproliferativas')",NMP,neoplasias mieloproliferativas,2
"('TVI', 'tumor vesical infiltrante')",TVI,tumor vesical infiltrante,1
"('CC', 'composición corporal')",CC,composición corporal,1
"('CHCC', 'chapel hill consensus conference')",CHCC,chapel hill consensus conference,1
"('PESS', 'potenciales evocados somatosensoriales')",PESS,potenciales evocados somatosensoriales,1
"('PXG', 'pielonefritis xantogranulomatosa')",PXG,pielonefritis xantogranulomatosa,1
"('CPRE', 'colangiopancreatografia retrógrada endoscópica')",CPRE,colangiopancreatografia retrógrada endoscópica,1
"('LAP', 'laboratorios de anatomía patológica')",LAP,laboratorios de anatomía patológica,2
"('ATM', 'articulación temporo-mandibular')",ATM,articulación temporo-mandibular,1
"('HBP', 'hiperplasia benigna de la próstata')",HBP,hiperplasia benigna de la próstata,1
"('DTUI', 'del tracto urinario inferior')",DTUI,del tracto urinario inferior,1
"('STC', 'sindrome del tunel carpiano')",STC,sindrome del tunel carpiano,1
"('SSJ', 'stevens-johnson')",SSJ,stevens-johnson,1
"('SM', 'síndrome metabólico')",SM,síndrome metabólico,2
"('CPP', 'cociente de probabilidad positivo')",CPP,cociente de probabilidad positivo,1
"('SOCALPAR', 'sociedad castellano-leonesa de patología respiratoria')",SOCALPAR,sociedad castellano-leonesa de patología respiratoria,1
"('STIR', 'short-tau inversion-recovery')",STIR,short-tau inversion-recovery,1
"('NF2', 'neurofibromatosis tipo 2')",NF2,neurofibromatosis tipo 2,1
"('EHNA', 'esteatohepatitis no alcohólica')",EHNA,esteatohepatitis no alcohólica,1
"('EGI', 'epilepsia generalizada idiopática')",EGI,epilepsia generalizada idiopática,1
"('DERTA', 'descenso endorectal trans-anal')",DERTA,descenso endorectal trans-anal,1
"('SIDA', 'síndrome de inmunodeficiencia adquirida')",SIDA,síndrome de inmunodeficiencia adquirida,1
"('HSDC', 'hematoma subdural cronico')",HSDC,hematoma subdural cronico,1
"('LLC', 'leucemla linfocítica crónica')",LLC,leucemla linfocítica crónica,1
"('PIDA', 'poliradiculoneuritis inflamatoria desmielinizante aguda')",PIDA,poliradiculoneuritis inflamatoria desmielinizante aguda,1
"('LA', 'líquido amniótico')",LA,líquido amniótico,1
"('HUC', 'hospital universitario de caracas')",HUC,hospital universitario de caracas,1
"('DACBI', 'dermatosis ampollosa crónica benigna infantil')",DACBI,dermatosis ampollosa crónica benigna infantil,1
"('IDPN', 'iminodipropionitrilo')",IDPN,iminodipropionitrilo,1
"('RA', 'riesgo atribuible')",RA,riesgo atribuible,1
"('URS', 'ureterorrenoscopia')",URS,ureterorrenoscopia,1
"('GCA', 'gastritis crónica antral')",GCA,gastritis crónica antral,1
"('CPNM', 'carcinoma de pulmón no microcelular')",CPNM,carcinoma de pulmón no microcelular,1
"('SCD', 'síndrome de costilla deslizante')",SCD,síndrome de costilla deslizante,1
"('OI', 'ojo izquierdo')",OI,ojo izquierdo,1
"('TEA', 'trastorno del espectro autista')",TEA,trastorno del espectro autista,2
"('PCNA', 'proliferacion celular')",PCNA,proliferacion celular,1
"('DFO', 'deferoxamina')",DFO,deferoxamina,1
"('DC', 'dismorfia costal')",DC,dismorfia costal,1
"('ACR', 'american college of rheumatology')",ACR,american college of rheumatology,1
"('PV', 'pitiriasis versicolor')",PV,pitiriasis versicolor,1
"('IMSS', 'instituto mexicano del seguro social')",IMSS,instituto mexicano del seguro social,1
"('VPH-AR', 'virus del papiloma humano de alto riesgo')",VPH-AR,virus del papiloma humano de alto riesgo,1
"('SENR', 'sociedad española de neurorradiología')",SENR,sociedad española de neurorradiología,1
"('NIVa', 'neoplasia intraepitelial vaginal')",NIVa,neoplasia intraepitelial vaginal,1
"('ECP', 'estimulacion cerebral profunda')",ECP,estimulacion cerebral profunda,1
"('BQs', 'bronquiectasias')",BQs,bronquiectasias,1
"('VIH', 'virus de inmunodeficiencia humana')",VIH,virus de inmunodeficiencia humana,2
"('L+', 'la pared vesical')",L+,la pared vesical,1
"('SEGHNP', 'sociedad española de gastroenterología, hepatología y nutrición pediátrica')",SEGHNP,"sociedad española de gastroenterología, hepatología y nutrición pediátrica",1
"('PS', 'privación de sueño')",PS,privación de sueño,1
"('FEPPI', 'fibroelastosis pleuroparenquimatosa idiopàtica')",FEPPI,fibroelastosis pleuroparenquimatosa idiopàtica,1
"('EPI', 'enfermedad de parkinson idiopatica')",EPI,enfermedad de parkinson idiopatica,1
"('UPDRS', ""unified parkinson's disease rating scale"")",UPDRS,unified parkinson's disease rating scale,1
"('PRC', 'programa de rehabilitación cardiaca')",PRC,programa de rehabilitación cardiaca,1
"('CFC-GM', 'células formadoras de colonias granulomonocíticas')",CFC-GM,células formadoras de colonias granulomonocíticas,1
"('NIE III', 'neoplasia intraepitelial de alto grado')",NIE III,neoplasia intraepitelial de alto grado,1
"('peso kg', 'predicción final, en la muestra total, fue: mmae (kg) = 0,107')",peso kg,"predicción final, en la muestra total, fue: mmae (kg) = 0,107",1
"('CEMPV', 'cuestionario para la evaluación de la minusvalía en patología vestibular')",CEMPV,cuestionario para la evaluación de la minusvalía en patología vestibular,1
"('VHB', 'virus de la hepatitis b')",VHB,virus de la hepatitis b,2
"('IC', 'indicadores de calidad')",IC,indicadores de calidad,1
"('IFN', 'interferon alfa-2b')",IFN,interferon alfa-2b,1
"('SRO', 'síndrome referencial olfatorio')",SRO,síndrome referencial olfatorio,1
"('CARTO', 'cartografía electroanatómica')",CARTO,cartografía electroanatómica,1
"('FLIPC', 'factores lipídicos inhibidores de la proliferación celular')",FLIPC,factores lipídicos inhibidores de la proliferación celular,1
"('E C', 'enfermedad celiaca')",E C,enfermedad celiaca,1
"('HOMI', 'hospital de la misericordia')",HOMI,hospital de la misericordia,1
"('VIH', 'virus de la inmunodeficiencia humana')",VIH,virus de la inmunodeficiencia humana,4
"('Hp', 'helicobacter pylori')",Hp,helicobacter pylori,1
"('MXT', 'mitoxantrone')",MXT,mitoxantrone,1
"('AP', 'anatomopatológico')",AP,anatomopatológico,1
"('CCRm', 'cáncer colorrectal metastásico')",CCRm,cáncer colorrectal metastásico,1
"('AMEU', 'aspiración manual endouterina con jeringa de karmann')",AMEU,aspiración manual endouterina con jeringa de karmann,1
"('PAEAFT', 'punción aspiración ecoguiada con aguja fina de tiroides')",PAEAFT,punción aspiración ecoguiada con aguja fina de tiroides,1
"('SiFO', 'silicona-fluorsilicona')",SiFO,silicona-fluorsilicona,1
"('AVG', 'año de vida ganado')",AVG,año de vida ganado,1
"('ECV', 'enfermedades cardiovasculares')",ECV,enfermedades cardiovasculares,1
"('CUCI', 'colitis ulcerativa crónica inespecífica')",CUCI,colitis ulcerativa crónica inespecífica,1
"('PAAF', 'punción aspirativa con aguja fina')",PAAF,punción aspirativa con aguja fina,1
"('SA', 'síndrome de alagille')",SA,síndrome de alagille,1
"('DNU', 'dispepsia no ulcerosa')",DNU,dispepsia no ulcerosa,1
"('CPRE', 'colangiopancreatografía retrógrada endoscópica')",CPRE,colangiopancreatografía retrógrada endoscópica,1
"('E. M.', 'esclerosis múltiple')",E. M.,esclerosis múltiple,1
"('IR', 'insuficiencia respiratoria')",IR,insuficiencia respiratoria,1
"('QTneo', 'quimioterapia neoadyuvante')",QTneo,quimioterapia neoadyuvante,1
"('SCB', 'sindrome de charles bonnet')",SCB,sindrome de charles bonnet,1
"('AA', 'avanzados')",AA,avanzados,1
"('Tm', 'transporte máximo')",Tm,transporte máximo,1
"('GC', 'ganglio centinela')",GC,ganglio centinela,1
"('HPMF', 'hipotiroidismo materno-fetal')",HPMF,hipotiroidismo materno-fetal,1
"('ERC', 'enfermedad renal crónica')",ERC,enfermedad renal crónica,1
"('CCR', 'cáncer aolorrectal invasivo')",CCR,cáncer aolorrectal invasivo,1
"('GETIM', 'grupo de estudio y tratamiento de las insuficiencias medulares')",GETIM,grupo de estudio y tratamiento de las insuficiencias medulares,1
"('TR', 'trasplante renal')",TR,trasplante renal,1
"('CPN', 'cociente de probabilidad negativo')",CPN,cociente de probabilidad negativo,1
"('puros', 'paladar y carrillo de fumadores de tabacos')",puros,paladar y carrillo de fumadores de tabacos,1
"('EMAD', 'encefalomielitis aguda diseminada')",EMAD,encefalomielitis aguda diseminada,1
"('EP', 'enfermedad de parkinson')",EP,enfermedad de parkinson,3
"('PDQ', 'personality disorder questionnaire')",PDQ,personality disorder questionnaire,1
"('HF', 'hipercolesterolemia familiar')",HF,hipercolesterolemia familiar,1
"('PFA', 'pinzamiento femoroacetabular')",PFA,pinzamiento femoroacetabular,1
"('IRC', 'insuficiencia renal crónica')",IRC,insuficiencia renal crónica,1
"('IL-2r', 'interleucina-2r')",IL-2r,interleucina-2r,1
"('EMRR', 'esclerosis multiple remitente recurrente')",EMRR,esclerosis multiple remitente recurrente,1
"('PIO', 'presión intraocular')",PIO,presión intraocular,1
"('NFPVC', 'neurofibromas plexiformes voluminosos en el cuello')",NFPVC,neurofibromas plexiformes voluminosos en el cuello,1
"('IP', 'indicadores predictivos')",IP,indicadores predictivos,1
"('CFNR', 'capa de fibras nerviosas retiniana')",CFNR,capa de fibras nerviosas retiniana,1
"('EPL', 'erupción polimorfa lumínica')",EPL,erupción polimorfa lumínica,1
"('SDRA', 'síndrome de distress respiratorio del adulto')",SDRA,síndrome de distress respiratorio del adulto,1
"('BROM', 'bromhexina')",BROM,bromhexina,1
"('ENG', 'electroneurograma')",ENG,electroneurograma,1
"('DM', 'depresión mayor')",DM,depresión mayor,1
"('THO', 'trasplante hepático ortotópico')",THO,trasplante hepático ortotópico,1
"('CISCA', 'cisplatino, adriamicina y ciclofosfamida')",CISCA,"cisplatino, adriamicina y ciclofosfamida",1
"('O/SP', 'obesidad y el sobrepeso')",O/SP,obesidad y el sobrepeso,1
"('PrPC', 'proteína priónica celular')",PrPC,proteína priónica celular,1
"('VPH', 'virus del papiloma humano')",VPH,virus del papiloma humano,5
"('BPT', 'biopsia percutánea de tiroides')",BPT,biopsia percutánea de tiroides,1
"('MLG', 'masa libre de grasa')",MLG,masa libre de grasa,1
"('CGEO', 'celulas de la glia envolvente olfatoria')",CGEO,celulas de la glia envolvente olfatoria,1
"('NT', 'neuralgia del trigémino')",NT,neuralgia del trigémino,1
"('LC', 'leishmaniasis cutánea')",LC,leishmaniasis cutánea,1
"('DTM', 'disfunción temporomandibular')",DTM,disfunción temporomandibular,1
"('NPD', 'nutrición parenteral domiciliaria')",NPD,nutrición parenteral domiciliaria,5
"('NA', 'neoplasia avanzada')",,neoplasia avanzada,1
"('HPP', 'hiperparatiroidismo')",HPP,hiperparatiroidismo,1
"('M.E.P.', 'malnutrición energético-proteica')",M.E.P.,malnutrición energético-proteica,1
"('MCH', 'miocardiopatía hipertrófica')",MCH,miocardiopatía hipertrófica,1
"('kcal', 'kilocalorías')",kcal,kilocalorías,1
"('EIA', 'escoliosis idiopática del adolescente')",EIA,escoliosis idiopática del adolescente,1
"('NL', 'nefropatía lúpica')",NL,nefropatía lúpica,1
"('TAC', 'tomografía axial computerizada')",TAC,tomografía axial computerizada,1
"('PAF', 'poliquimioterápico con cisplatino, adriamicina, 5-fluoracilo')",PAF,"poliquimioterápico con cisplatino, adriamicina, 5-fluoracilo",1
"('VPH', 'virus papiloma humano')",VPH,virus papiloma humano,2
"('SENEC', 'sociedades españolas de neurocirugía')",SENEC,sociedades españolas de neurocirugía,1
"('RFCE', 'receptor del factor de crecimiento epidérmico')",RFCE,receptor del factor de crecimiento epidérmico,1
"('RI', 'resistencia insulínica')",RI,resistencia insulínica,1
"('AR', 'artritis reumatoide')",AR,artritis reumatoide,2
"('EE', 'error estándar')",EE,error estándar,1
"('LAM', 'leucemia aguda mieloide')",LAM,leucemia aguda mieloide,1
"('CMC', 'ciclo de mejora continua')",CMC,ciclo de mejora continua,1
"('RS', 'revisión sistemática')",RS,revisión sistemática,1
"('TDAH', 'trastorno por deficit de atencion/hiperactividad')",TDAH,trastorno por deficit de atencion/hiperactividad,8
"('CF', 'conectividad funcional')",CF,conectividad funcional,1
"('SENPE', 'sociedad española de nutrición parenteral y enteral')",SENPE,sociedad española de nutrición parenteral y enteral,1
"('ID', 'intestino delgado')",ID,intestino delgado,1
"('GIST', 'gastrointestinal')",GIST,gastrointestinal,1
"('NL', 'nefritis lúpica')",NL,nefritis lúpica,1
"('BPTR', 'biopsia prostática transrectal')",BPTR,biopsia prostática transrectal,1
"('H.A.C.R.E.', 'hidro-arsenicismo cronico regional endemico')",H.A.C.R.E.,hidro-arsenicismo cronico regional endemico,1
"('rcmc', 'receptores colinérgicos muscarínicos cardíacos')",rcmc,receptores colinérgicos muscarínicos cardíacos,1
"('CB', 'candidiasis bucal')",CB,candidiasis bucal,1
"('BVS', 'biblioteca virtual en salud')",BVS,biblioteca virtual en salud,1
"('ICH', 'intercambio de cromatidas hermanas')",ICH,intercambio de cromatidas hermanas,1
"('DFT', 'defibrótido')",DFT,defibrótido,1
"('IPP', 'inhibicion por prepulso')",IPP,inhibicion por prepulso,1
"('ILAE', 'internacional contra la epilepsia')",ILAE,internacional contra la epilepsia,1
"('RPAD', 'retinosis pigmentaria autosómica dominante')",RPAD,retinosis pigmentaria autosómica dominante,1
"('GMP', 'glomerulonefritis membrano proliferativa')",GMP,glomerulonefritis membrano proliferativa,1
"('MC-1', 'mc tipo 1')",MC-1,mc tipo 1,1
"('GIMINO', 'grupo interdisciplinar mexicano de investigación en neurooncología')",GIMINO,grupo interdisciplinar mexicano de investigación en neurooncología,1
"('DM-1', 'distrofia miotonica tipo 1')",DM-1,distrofia miotonica tipo 1,1
"('ATC', 'aganglionosis total del colon')",ATC,aganglionosis total del colon,1
"('LCR', 'liquido cefalorraquideo')",LCR,liquido cefalorraquideo,1
"('VRP', 'vitreorretinopatía proliferante')",VRP,vitreorretinopatía proliferante,1
"('Nevil', 'nevus epidérmico verrugoso inflamatorio lineal')",Nevil,nevus epidérmico verrugoso inflamatorio lineal,1
"('TC', 'trasplante cardíaco')",TC,trasplante cardíaco,1
"('DCL', 'deterioro cognitivo leve')",DCL,deterioro cognitivo leve,1
"('NL', 'normal')",NL,normal,1
"('PA', 'pancreatitis aguda')",PA,pancreatitis aguda,1
"('CHUC', 'complejo hospitalario universitario de canarias')",CHUC,complejo hospitalario universitario de canarias,1
"('AP', 'anatomo-patológico')",AP,anatomo-patológico,1
"('SVCR', 'sindrome de vasoconstriccion cerebral reversible')",SVCR,sindrome de vasoconstriccion cerebral reversible,1
"('FHD', 'fiebre hemorrágica por dengue')",FHD,fiebre hemorrágica por dengue,1
"('EAD', 'encefalomielitis aguda diseminada')",EAD,encefalomielitis aguda diseminada,1
"('INNSZ', 'instituto nacional de la nutrición ""salvador zubirán""')",INNSZ,"instituto nacional de la nutrición ""salvador zubirán""",1
"('NSRR', 'nutricional para mortalidad en pacientes críticamente enfermos')",NSRR,nutricional para mortalidad en pacientes críticamente enfermos,1
"('MC', 'malformacion de chiari')",MC,malformacion de chiari,1
"('LNH', 'linfomas no hodgkin')",LNH,linfomas no hodgkin,1
"('FVV', 'fístula vesico-vaginal')",FVV,fístula vesico-vaginal,1
"('CRIR', 'cirugía retrógrada intrarrenal')",CRIR,cirugía retrógrada intrarrenal,1
"('PPC', 'patología pulmonar crónica')",PPC,patología pulmonar crónica,1
"('ELCP', 'enfermedad de legg-calvé-perthes')",ELCP,enfermedad de legg-calvé-perthes,1
"('CSPL', 'colposacropexia laparoscópica')",CSPL,colposacropexia laparoscópica,1
"('CCC', 'congènita crítica')",CCC,congènita crítica,1
"('GIST', 'gastrointestinales estromales')",GIST,gastrointestinales estromales,1
"('GCAO', 'grupo cooperativo argentino de oncourología')",GCAO,grupo cooperativo argentino de oncourología,1
"('Tp', 'tioprolina')",Tp,tioprolina,1
"('VPH-AR', 'virus de papiloma humano de alto riesgo')",VPH-AR,virus de papiloma humano de alto riesgo,1
"('ECN', 'enterocolitis necrotizante')",ECN,enterocolitis necrotizante,1
"('MEB', 'microscopia electrónica de barrido')",MEB,microscopia electrónica de barrido,1
"('Es', 'especificidad')",Es,especificidad,1
"('WISCI', 'walking index spinal cord injury')",WISCI,walking index spinal cord injury,1
"('RITA', 'radiofrecuencia intersticial')",RITA,radiofrecuencia intersticial,1
"('TC', 'tomografía computarizada')",TC,tomografía computarizada,2
"('RR', 'riesgo relativo')",RR,riesgo relativo,1
"('NE', 'nutrición enteral')",NE,nutrición enteral,2
"('LI', 'lesión intraepitelial')",LI,lesión intraepitelial,1
"('EAEH', 'enfermedad de hirschsprung')",EAEH,enfermedad de hirschsprung,1
"('DTA', 'descenso trans-abdominal')",DTA,descenso trans-abdominal,1
"('ATB', 'accidentes de trabajo (at) previos con')",ATB,accidentes de trabajo (at) previos con,1
"('ANCA', 'anti citoplasma del neutrofilo')",ANCA,anti citoplasma del neutrofilo,1
"('Igs', 'inmunoglobulinas')",Igs,inmunoglobulinas,1
"('CIA', 'comunicación interauricular')",CIA,comunicación interauricular,1
"('SUP', 'servicios de urgencias pediátricos')",SUP,servicios de urgencias pediátricos,1
"('MMC', 'mitomycin c')",MMC,mitomycin c,1
"('media', 'mostro celulas foliculo-estrelladas positivas para s-100')",media,mostro celulas foliculo-estrelladas positivas para s-100,1
"('SEPN1', 'selenoproteina 1')",SEPN1,selenoproteina 1,1
"('NPA', 'nefropatía secundaria a púrpura anafilactoide')",NPA,nefropatía secundaria a púrpura anafilactoide,1
"('SNC', 'sistema nervioso central')",SNC,sistema nervioso central,1
"('I.', 'infarto agudo del miocardio.')",I.,infarto agudo del miocardio.,1
"('SNT', 'sindrome neurologico tardio')",SNT,sindrome neurologico tardio,1
"('CPCNM', 'carcinoma de pulmón de células no microcelulares')",CPCNM,carcinoma de pulmón de células no microcelulares,1
"('CCR', 'carcinomas de células renales')",CCR,carcinomas de células renales,1
"('AT', 'al trigo')",AT,al trigo,1
"('IHQ', 'inmunohistoquímica')",IHQ,inmunohistoquímica,1
"('SEFH', 'sociedad española de farmacia hospitalaria')",SEFH,sociedad española de farmacia hospitalaria,1
"('ReDeGi', 'registro de demencias de girona')",ReDeGi,registro de demencias de girona,1
"('SN', 'suplementos nutricionales')",SN,suplementos nutricionales,1
"('MOAR', 'microscopia optica de alta resolucion')",MOAR,microscopia optica de alta resolucion,1
"('USEB', 'ultrasonografía endobronquial')",USEB,ultrasonografía endobronquial,1
"('PVD', 'pantallas de visualización de datos')",PVD,pantallas de visualización de datos,1
"('CDT', 'cáncer diferenciado de tiroides')",CDT,cáncer diferenciado de tiroides,1
"('P.B.T.E.P.', 'punción-biópsica transperineal ecodirigida de próstata')",P.B.T.E.P.,punción-biópsica transperineal ecodirigida de próstata,1
"('SIC', 'síndrome de intestino corto')",SIC,síndrome de intestino corto,2
"('MMAE', 'masa muscular apendicular esquelética')",MMAE,masa muscular apendicular esquelética,1
"('LAL', 'leucemia aguda linfoide')",LAL,leucemia aguda linfoide,1
