pair,acronym,description,frequency
"('GMP', 'glomerulonefritis membrano proliferativa')",GMP,glomerulonefritis membrano proliferativa,1
"('PR', 'prostatectomía\xa0radical')",PR,prostatectomía radical,1
"('CVNMI', 'cánceres vesicales no músculo invasivo')",CVNMI,cánceres vesicales no músculo invasivo,1
"('R.T.U.', 'resección transuretral')",R.T.U.,resección transuretral,1
"('VIP', 'vejiga ileal padovana')",VIP,vejiga ileal padovana,1
"('FVV', 'fístula vesico-vaginal')",FVV,fístula vesico-vaginal,1
"('CRIR', 'cirugía retrógrada intrarrenal')",CRIR,cirugía retrógrada intrarrenal,2
"('CSPL', 'colposacropexia laparoscópica')",CSPL,colposacropexia laparoscópica,1
"('GCAO', 'grupo cooperativo argentino de oncourología')",GCAO,grupo cooperativo argentino de oncourología,1
"('GIM', 'grosor intimo-medial carotídeo')",GIM,grosor intimo-medial carotídeo,1
"('THAM', 'tris(hidroximetil)amino-metane')",THAM,tris(hidroximetil)amino-metane,1
"('LRH', 'litiasis renal hipercalciúrica')",LRH,litiasis renal hipercalciúrica,1
"('SRAA', 'sistema renina-angiotensina-aldosterona')",SRAA,sistema renina-angiotensina-aldosterona,2
"('HBP', 'hipertrofia benigna prostática')",HBP,hipertrofia benigna prostática,1
"('EVA', 'escala visual analógica')",EVA,escala visual analógica,1
"('SCIVDc', 'sindrome de coagulación intravascular diseminada crónica')",SCIVDc,sindrome de coagulación intravascular diseminada crónica,1
"('URS', 'ureterorrenoscopia retrograda')",URS,ureterorrenoscopia retrograda,1
"('RITA', 'radiofrecuencia intersticial')",RITA,radiofrecuencia intersticial,1
"('OB', 'obesidad')",OB,obesidad,1
"('TRR', 'terapia de reemplazo renal')",TRR,terapia de reemplazo renal,1
"('I-PSS', 'internacional de síntomas prostáticos')",I-PSS,internacional de síntomas prostáticos,1
"('TC', 'tomografía computarizada')",TC,tomografía computarizada,1
"('DE', 'disfunción eréctile')",DE,disfunción eréctile,1
"('ERCA', 'enfermedad renal cronica avanzada')",ERCA,enfermedad renal cronica avanzada,3
"('OAB-FIM', 'overactive bladder family impact measure')",OAB-FIM,overactive bladder family impact measure,1
"('FUCD', 'fístulas uretrocutáneas distales')",FUCD,fístulas uretrocutáneas distales,1
"('MMC', 'mitomycin c')",MMC,mitomycin c,1
"('SVS', 'sistema vasco de salud')",SVS,sistema vasco de salud,1
"('NPA', 'nefropatía secundaria a púrpura anafilactoide')",NPA,nefropatía secundaria a púrpura anafilactoide,1
"('CCR', 'carcinomas de células renales')",CCR,carcinomas de células renales,1
"('PG', 'puntuación de gleason')",PG,puntuación de gleason,1
"('GID', 'ganancia de peso interdiálisis')",GID,ganancia de peso interdiálisis,1
"('TSOG', 'test de sobrecarga oral a la glucosa')",TSOG,test de sobrecarga oral a la glucosa,1
"('MD', 'micción disfuncional')",MD,micción disfuncional,1
"('IRCT', 'insuficiencia renal crónica terminal')",IRCT,insuficiencia renal crónica terminal,1
"('IHQ', 'inmunohistoquímica')",IHQ,inmunohistoquímica,1
"('URS-F', 'ureterorrenoscopia flexible')",URS-F,ureterorrenoscopia flexible,1
"('RC', 'ritmo circadiano')",RC,ritmo circadiano,1
"('MC', 'miocapsulotomía endoscopia')",MC,miocapsulotomía endoscopia,1
"('P.B.T.E.P.', 'punción-biópsica transperineal ecodirigida de próstata')",P.B.T.E.P.,punción-biópsica transperineal ecodirigida de próstata,1
"('BXO', 'balanitis xerotica obliterante')",BXO,balanitis xerotica obliterante,1
"('SNS', 'sistema nacional de salud')",SNS,sistema nacional de salud,1
"('ECN', 'enterocolitis necrosante')",ECN,enterocolitis necrosante,1
"('UF', 'uretrocistoscopia flexible')",UF,uretrocistoscopia flexible,1
"('SNRE', 'sni resistente a esteroides')",SNRE,sni resistente a esteroides,1
"('UID', 'urografía isotópico diurética')",UID,urografía isotópico diurética,1
"('ERCO', 'enfermedad renal crónica oculta')",ERCO,enfermedad renal crónica oculta,1
"('PTH', 'parathormona')",PTH,parathormona,1
"('ERT', 'enfermedad renal terminal')",ERT,enfermedad renal terminal,2
"('IAL', 'intoxicación aguda por litio')",IAL,intoxicación aguda por litio,1
"('TRRC', 'terapias de reemplazo renal continuo')",TRRC,terapias de reemplazo renal continuo,1
"('DDAVP', 'deamino-8-d-arginina vasopresina')",DDAVP,deamino-8-d-arginina vasopresina,1
"('LB', 'lesiones bucales')",LB,lesiones bucales,1
"('HBP', 'hiperplasia benigna de próstata')",HBP,hiperplasia benigna de próstata,4
"('PTT/SUH', 'púrpura trombótica trombocitopéncia y síndrome urémico hemolítico')",PTT/SUH,púrpura trombótica trombocitopéncia y síndrome urémico hemolítico,1
"('Sintrom', 'sometidos a cirugía urológica en tratamiento con acenocumarol')",Sintrom,sometidos a cirugía urológica en tratamiento con acenocumarol,1
"('iueff', 'incontinencia urinariade esfuerzo femenina')",iueff,incontinencia urinariade esfuerzo femenina,1
"('ADS', 'anomalías de la diferenciación sexual')",ADS,anomalías de la diferenciación sexual,1
"('VH', 'vejiga hiperactiva')",VH,vejiga hiperactiva,1
"('CCR', 'carcinoma de células renales')",CCR,carcinoma de células renales,1
"('I.R.F.T.', 'insuficiencia renal functional terminal')",I.R.F.T.,insuficiencia renal functional terminal,1
"('TR', 'tacto rectal')",TR,tacto rectal,1
"('PEECU', 'programa de evaluación externa de calidad en uroanálisis')",PEECU,programa de evaluación externa de calidad en uroanálisis,1
"('LU', 'litiasis urinaria')",LU,litiasis urinaria,1
"('HDI', 'hemodiálisis intermitente')",HDI,hemodiálisis intermitente,1
"('CMV', 'citomegalovirus')",CMV,citomegalovirus,1
"('ITUF-AS', 'ituf relacionada con la atención sanitaria')",ITUF-AS,ituf relacionada con la atención sanitaria,1
"('TCP', 'trigonocervicoprostatotomía')",TCP,trigonocervicoprostatotomía,2
"('ER-IgG4', 'enfermedad relacionada con la inmunoglobulina g4')",ER-IgG4,enfermedad relacionada con la inmunoglobulina g4,1
"('CMO', 'contenido mineral óseo')",CMO,contenido mineral óseo,1
"('HN', 'hidronefrosis')",HN,hidronefrosis,1
"('SW', 'síndrome de wolfram')",SW,síndrome de wolfram,1
"('HC', 'hospitalización convencional')",HC,hospitalización convencional,1
"('HR', 'hipertensión arterial')",HR,hipertensión arterial,1
"('SIOP', 'sociedad internacional de oncología pediátrica')",SIOP,sociedad internacional de oncología pediátrica,1
"('C.C.', 'cirugía conservadora')",C.C.,cirugía conservadora,1
"('FG', 'filtración glomerular')",FG,filtración glomerular,1
"('Dx/HA', 'dextranómreo/ácido hialurónico')",Dx/HA,dextranómreo/ácido hialurónico,1
"('IMC', 'indice de masa corporal')",IMC,indice de masa corporal,1
"('IU', 'infección urinaria')",IU,infección urinaria,1
"('ACD', 'análisis de curva de decisión')",ACD,análisis de curva de decisión,1
"('NLP-CR', 'nefrolitectomía percutánea de calibre reducido')",NLP-CR,nefrolitectomía percutánea de calibre reducido,1
"('O.I.', 'oxitetraciclina insoluble')",O.I.,oxitetraciclina insoluble,1
"('ROC', 'receiver operating characteristic”')",ROC,receiver operating characteristic”,1
"('ERCT', 'enfermedad renal crónica terminal')",ERCT,enfermedad renal crónica terminal,3
"('EHEC', 'enterohemorrágico')",EHEC,enterohemorrágico,1
"('DMSO', 'dimetil sulfoxido')",DMSO,dimetil sulfoxido,1
"('B.R.', 'biopsias randomizadas')",B.R.,biopsias randomizadas,1
"('ICIQ-SF', 'incontinence questionnaire short-form')",ICIQ-SF,incontinence questionnaire short-form,2
"('SUH', 'servicio de urgencias hospitalario')",SUH,servicio de urgencias hospitalario,1
"('Cr', 'creatinina')",Cr,creatinina,1
"('IC', 'inmunocomplejos')",IC,inmunocomplejos,1
"('NCT', 'nefropatía crónica del trasplante')",NCT,nefropatía crónica del trasplante,1
"('R.T.C.', 'resección transcervical')",R.T.C.,resección transcervical,1
"('TTVCI', 'trombosis tumoral en vena cava inferior')",TTVCI,trombosis tumoral en vena cava inferior,1
"('MTs', 'matricestisulares')",MTs,matricestisulares,1
"('TSFR', 'terapias sustitutivas de la función renal')",TSFR,terapias sustitutivas de la función renal,1
"('AM', 'alteraciones metabólicas')",AM,alteraciones metabólicas,1
"('PB', 'perímetro braquial')",PB,perímetro braquial,1
"('FRV', 'factores de riesgo vascular')",FRV,factores de riesgo vascular,1
"('ARA-II', 'antagonistas de los receptores de la angiotensina ii')",ARA-II,antagonistas de los receptores de la angiotensina ii,1
"('AMS', 'arteria mesentérica superior')",AMS,arteria mesentérica superior,1
"('NAG', 'n-acetil-beta-d-glucosaminidasa')",NAG,n-acetil-beta-d-glucosaminidasa,2
"('C.R.', 'cirugía radical')",C.R.,cirugía radical,1
"('ABSST', 'actionable bladder symptoms screening tool')",ABSST,actionable bladder symptoms screening tool,1
"('POP', 'prolapso de órganos pélvicos')",POP,prolapso de órganos pélvicos,1
"('COCT', 'centellograma óseo corporal total')",COCT,centellograma óseo corporal total,1
"('CAM', 'comunidad autónoma de madrid')",CAM,comunidad autónoma de madrid,1
"('ISUP', 'international society of urological pathology')",ISUP,international society of urological pathology,1
"('RM', 'razón de momios')",RM,razón de momios,1
"('MAPA', 'monitoreo ambulatorio de presión arterial de 24 horas')",MAPA,monitoreo ambulatorio de presión arterial de 24 horas,1
"('Alb', 'albúmina plasmática')",Alb,albúmina plasmática,2
"('VIP', 'vattikuti institute prostatectomy')",VIP,vattikuti institute prostatectomy,1
"('FRA', 'fracaso renal agudo')",FRA,fracaso renal agudo,2
"('I.C.V.', 'irrigación contínua vesical')",I.C.V.,irrigación contínua vesical,1
"('Fontana', 'forma de ""y"" usando sutura mecánica no reabsorbible')",Fontana,"forma de ""y"" usando sutura mecánica no reabsorbible",1
"('MBE', 'medicina basada en evidencia')",MBE,medicina basada en evidencia,1
"('Cis-Pt', 'cis-platino')",Cis-Pt,cis-platino,1
"('OR', 'odds ratio')",OR,odds ratio,2
"('HGCH', 'hormona gonadotropina coriónica humana')",HGCH,hormona gonadotropina coriónica humana,1
"('E. coli', 'escherichia coli')",E. coli,escherichia coli,1
"('TTC', 'tetrazolium cloruro')",TTC,tetrazolium cloruro,1
"('RVU', 'reflujo vesicoureteral')",RVU,reflujo vesicoureteral,6
"('TURis', 'transuretral de la próstata en solución salina')",TURis,transuretral de la próstata en solución salina,1
"('MT', 'microlitiasis testicular')",MT,microlitiasis testicular,1
"('API', 'arteria pudenda interna')",API,arteria pudenda interna,1
"('SN', 'síndrome nefrótico')",SN,síndrome nefrótico,1
"('CT', 'computarizada')",CT,computarizada,1
"('DE', 'de 63')",DE,de 63,1
"('IC', 'intervalos de confianza')",IC,intervalos de confianza,1
"('SNI', 'síndrome nefrótico idiopático')",SNI,síndrome nefrótico idiopático,1
"('Plan AUGE', 'plan de acceso universal y garantías explícitas')",Plan AUGE,plan de acceso universal y garantías explícitas,1
"('I.V.I.', 'inestabilidad vesical idiopática')",I.V.I.,inestabilidad vesical idiopática,1
"('I.R.A.', 'insuficiencia renal aguda')",I.R.A.,insuficiencia renal aguda,1
"('LEP', 'litofragmentación extracorpórea piezoeléctrica')",LEP,litofragmentación extracorpórea piezoeléctrica,1
"('DPE', 'desgaste proteico energético')",DPE,desgaste proteico energético,1
"('C.C.F.', 'cromatografía en capa fina')",C.C.F.,cromatografía en capa fina,1
"('ERC', 'enfermedad renal cronica')",ERC,enfermedad renal cronica,2
"('DM2', 'diabetes mellitus 2')",DM2,diabetes mellitus 2,1
"('LES', 'lupus eritematoso sistémico')",LES,lupus eritematoso sistémico,1
"('TUI', 'tracto urinario inferior')",TUI,tracto urinario inferior,2
"('ITUF', 'infecciones del tracto urinario febriles')",ITUF,infecciones del tracto urinario febriles,1
"('PNA', 'pielonefritis aguda')",PNA,pielonefritis aguda,1
