pair,acronym,description,frequency
"('CPRE', 'colangiopancreatografia retrógrada endoscópica')",CPRE,colangiopancreatografia retrógrada endoscópica,2
"('ETM', 'escisión total del mesorrecto')",ETM,escisión total del mesorrecto,1
"('VFP', 'vaporizacion fotoselectiva de la prostata')",VFP,vaporizacion fotoselectiva de la prostata,1
"('SM', 'síndrome metabólico')",SM,síndrome metabólico,1
"('SOCALPAR', 'sociedad castellano-leonesa de patología respiratoria')",SOCALPAR,sociedad castellano-leonesa de patología respiratoria,1
"('FOO', 'fiebre de origen oscuro')",FOO,fiebre de origen oscuro,1
"('AOF', 'antígenos oncofetales')",AOF,antígenos oncofetales,1
"('CP', 'cáncer de próstata')",CP,cáncer de próstata,2
"('NF2', 'neurofibromatosis tipo 2')",NF2,neurofibromatosis tipo 2,1
"('HR', 'hazard ratio')",HR,hazard ratio,1
"('EHNA', 'esteatohepatitis no alcohólica')",EHNA,esteatohepatitis no alcohólica,1
"('FMIC', 'fondo mundial para la investigación sobre cáncer')",FMIC,fondo mundial para la investigación sobre cáncer,2
"('SIDA', 'síndrome de inmunodeficiencia adquirida')",SIDA,síndrome de inmunodeficiencia adquirida,1
"('TB', 'tuberculosis')",TB,tuberculosis,1
"('Ara-C-AD', 'arabinósido de citosina a altas dosis')",Ara-C-AD,arabinósido de citosina a altas dosis,1
"('LLC', 'leucemla linfocítica crónica')",LLC,leucemla linfocítica crónica,1
"('SPC', 'síndrome postcolecistectomía')",SPC,síndrome postcolecistectomía,1
"('GIST', 'gastroinestinal')",GIST,gastroinestinal,1
"('P.R.', 'poliquistosis renal')",P.R.,poliquistosis renal,1
"('SG', 'supervivencia global')",SG,supervivencia global,1
"('SIDA', 'sarcoma epidémico de kaposi')",SIDA,sarcoma epidémico de kaposi,1
"('TASPE', 'trasplante autólogo de progenitores hematopoyéticos de sangre periférica')",TASPE,trasplante autólogo de progenitores hematopoyéticos de sangre periférica,1
"('LLA', 'leucemia linfoide aguda')",LLA,leucemia linfoide aguda,3
"('CPNM', 'carcinoma de pulmón no microcelular')",CPNM,carcinoma de pulmón no microcelular,1
"('GEIH', 'grupo de estudio de infección hospitalaria')",GEIH,grupo de estudio de infección hospitalaria,1
"('PCNA', 'proliferacion celular')",PCNA,proliferacion celular,1
"('Au', 'australiano')",Au,australiano,1
"('EMPP', 'em primariamente progresiva')",EMPP,em primariamente progresiva,1
"('IMSS', 'instituto mexicano del seguro social')",IMSS,instituto mexicano del seguro social,2
"('LDH', 'lactodeshidrogenasa')",LDH,lactodeshidrogenasa,1
"('Fontana', 'forma de ‘‘y’’ usando sutura mecánica no reabsorbible')",Fontana,forma de ‘‘y’’ usando sutura mecánica no reabsorbible,1
"('DPNC', 'derrame pleural neoplásico complicado')",DPNC,derrame pleural neoplásico complicado,1
"('VPH-AR', 'virus del papiloma humano de alto riesgo')",VPH-AR,virus del papiloma humano de alto riesgo,2
"('NBT', 'nitro-blue tetrazolium')",NBT,nitro-blue tetrazolium,1
"('FDG', 'fluoro-desoxiglucosa')",FDG,fluoro-desoxiglucosa,1
"('C.E.A.', 'carcinoembrionario')",C.E.A.,carcinoembrionario,1
"('CCU', 'cáncer de cérvix uterino')",CCU,cáncer de cérvix uterino,1
"('NIVa', 'neoplasia intraepitelial vaginal')",NIVa,neoplasia intraepitelial vaginal,1
"('MDR', 'multirresistencia a drogas')",MDR,multirresistencia a drogas,1
"('G.T.', 'gastrectomías totales')",G.T.,gastrectomías totales,1
"('L+', 'la pared vesical')",L+,la pared vesical,1
"('RCUI', 'relación coste-utilidad')",RCUI,relación coste-utilidad,1
"('NIE III', 'neoplasia intraepitelial de alto grado')",NIE III,neoplasia intraepitelial de alto grado,1
"('UVBBE', 'ultravioleta b de banda estrecha')",UVBBE,ultravioleta b de banda estrecha,1
"('MEN 1', 'múltiple tipo 1')",MEN 1,múltiple tipo 1,1
"('NRS-2002', 'nutritional risk screening 2002')",NRS-2002,nutritional risk screening 2002,1
"('Tg', 'tiroglobulina')",Tg,tiroglobulina,1
"('VHB', 'virus de la hepatitis b')",VHB,virus de la hepatitis b,2
"('CUCI', 'colitis ulcerativa crónica ideopática')",CUCI,colitis ulcerativa crónica ideopática,1
"('PANDA', 'programa nacional de cáncer del adulto')",PANDA,programa nacional de cáncer del adulto,2
"('NMDAR', 'n-metil-d-aspartato')",NMDAR,n-metil-d-aspartato,1
"('PET-FDG', 'positrones mediante 18-fluoro-2-desoxi-d-glucosa')",PET-FDG,positrones mediante 18-fluoro-2-desoxi-d-glucosa,1
"('IFN', 'interferon alfa-2b')",IFN,interferon alfa-2b,1
"('VGS-GP', 'valoración global subjetiva generada por el paciente')",VGS-GP,valoración global subjetiva generada por el paciente,1
"('ORN', 'osteoradionecrosis')",ORN,osteoradionecrosis,1
"('FLIPC', 'factores lipídicos inhibidores de la proliferación celular')",FLIPC,factores lipídicos inhibidores de la proliferación celular,1
"('INEN', 'instituto nacional de enfermedades neoplásicas')",INEN,instituto nacional de enfermedades neoplásicas,3
"('VIH', 'virus de la inmunodeficiencia humana')",VIH,virus de la inmunodeficiencia humana,2
"('MXT', 'mitoxantrone')",MXT,mitoxantrone,1
"('LCP', 'leucemia de células peludas')",LCP,leucemia de células peludas,1
"('RNTI', 'registro nacional de tumores infantiles')",RNTI,registro nacional de tumores infantiles,2
"('CD44s', 'cd44 estándar')",CD44s,cd44 estándar,1
"('CCRm', 'cáncer colorrectal metastásico')",CCRm,cáncer colorrectal metastásico,1
"('NMDA', 'n-metil-d-aspartato')",NMDA,n-metil-d-aspartato,1
"('AMEU', 'aspiración manual endouterina con jeringa de karmann')",AMEU,aspiración manual endouterina con jeringa de karmann,1
"('SSPA', 'sistema sanitario público de andalucía')",SSPA,sistema sanitario público de andalucía,1
"('AVG', 'año de vida ganado')",AVG,año de vida ganado,1
"('SAVC', 'sistemas de acceso venoso central')",SAVC,sistemas de acceso venoso central,1
"('PAAF', 'punción aspirativa con aguja fina')",PAAF,punción aspirativa con aguja fina,1
"('GESIDA', 'grupo de estudio del sida')",GESIDA,grupo de estudio del sida,1
"('CPRE', 'colangiopancreatografía retrógrada endoscópica')",CPRE,colangiopancreatografía retrógrada endoscópica,2
"('SLP', 'supervivencia libre de progresión')",SLP,supervivencia libre de progresión,1
"('RHR', 'respuesta immune de hipersensibilidad retardada')",RHR,respuesta immune de hipersensibilidad retardada,1
"('QTneo', 'quimioterapia neoadyuvante')",QTneo,quimioterapia neoadyuvante,1
"('PET-TC', 'positrones-tomografía computarizada')",PET-TC,positrones-tomografía computarizada,2
"('APC', 'anticuerpos monoclonales para cd38 (pecyc5), cd138')",APC,"anticuerpos monoclonales para cd38 (pecyc5), cd138",1
"('5-FU', '5-fluorouracilo')",5-FU,5-fluorouracilo,1
"('AA', 'avanzados')",AA,avanzados,1
"('C.R.D.', 'cuerpos reductores disimulados')",C.R.D.,cuerpos reductores disimulados,2
"('PCNA', 'proliferación celular')",PCNA,proliferación celular,1
"('GC', 'ganglio centinela')",GC,ganglio centinela,1
"('CCR', 'cáncer aolorrectal invasivo')",CCR,cáncer aolorrectal invasivo,1
"('TAC', 'tomografía axial computarizada')",TAC,tomografía axial computarizada,1
"('EPOC', 'enfermedad pulmonar obstructiva crónica')",EPOC,enfermedad pulmonar obstructiva crónica,1
"('NN', 'neumonía nosocomial')",NN,neumonía nosocomial,1
"('UNC', 'unidad de cuidados intensivos neurocriticos')",UNC,unidad de cuidados intensivos neurocriticos,1
"('PET-FDG', 'positrones mediante 18f-fluoro-2-desoxi-d-glucosa')",PET-FDG,positrones mediante 18f-fluoro-2-desoxi-d-glucosa,1
"('IL-2r', 'interleucina-2r')",IL-2r,interleucina-2r,1
"('SLE', 'sobrevida libre de enfermedad')",SLE,sobrevida libre de enfermedad,1
"('cisplatino', 'cis-diamino dicloroplatino')",cisplatino,cis-diamino dicloroplatino,1
"('NFPVC', 'neurofibromas plexiformes voluminosos en el cuello')",NFPVC,neurofibromas plexiformes voluminosos en el cuello,1
"('IP', 'indicadores predictivos')",IP,indicadores predictivos,1
"('EPIC', 'europeo sobre dieta, cáncer y salud')",EPIC,"europeo sobre dieta, cáncer y salud",1
"('EACD', 'enfermedad asociada a clostridium difficile')",EACD,enfermedad asociada a clostridium difficile,1
"('SENFC', 'sociedad española de neurofisiología clínica')",SENFC,sociedad española de neurofisiología clínica,1
"('ACE', 'análisis de coste-efectividad')",ACE,análisis de coste-efectividad,1
"('CISCA', 'cisplatino, adriamicina y ciclofosfamida')",CISCA,"cisplatino, adriamicina y ciclofosfamida",1
"('VSGGP', 'valoración subjetiva global generada por el paciente')",VSGGP,valoración subjetiva global generada por el paciente,1
"('DME', 'de malestar emocional')",DME,de malestar emocional,1
"('VPH', 'virus del papiloma humano')",VPH,virus del papiloma humano,7
"('BPT', 'biopsia percutánea de tiroides')",BPT,biopsia percutánea de tiroides,1
"('PCNA', 'proliferación nuclear')",PCNA,proliferación nuclear,1
"('AD-QT', 'altas dosis de quimioterapia')",AD-QT,altas dosis de quimioterapia,1
"('NPD', 'nutrición parenteral domiciliaria')",NPD,nutrición parenteral domiciliaria,2
"('NA', 'neoplasia avanzada')",,neoplasia avanzada,1
"('SIVFRENT-A', 'sistema de vigilancia defactores de riesgo de enfermedades no transmisibles')",SIVFRENT-A,sistema de vigilancia defactores de riesgo de enfermedades no transmisibles,1
"('MCA', 'mucina asociado a carcinoma')",MCA,mucina asociado a carcinoma,1
"('PANDA', 'programa nacional de drogas antineoplásicas del adulto')",PANDA,programa nacional de drogas antineoplásicas del adulto,1
"('AKQoL', 'actinic keratosis quality of life')",AKQoL,actinic keratosis quality of life,1
"('CPH', 'carcinoma primario del hígado')",CPH,carcinoma primario del hígado,1
"('EIPID', 'enfermedad inmunoproliferativa del intestino delgado')",EIPID,enfermedad inmunoproliferativa del intestino delgado,1
"('MNNG', 'metil-n-nitro-n-nitrosoguanidina')",MNNG,metil-n-nitro-n-nitrosoguanidina,1
"('TAC', 'tomografía axial computerizada')",TAC,tomografía axial computerizada,2
"('MBC', 'metastasis sintomaticas de la base craneal')",MBC,metastasis sintomaticas de la base craneal,1
"('PAF', 'poliquimioterápico con cisplatino, adriamicina, 5-fluoracilo')",PAF,"poliquimioterápico con cisplatino, adriamicina, 5-fluoracilo",1
"('VPH', 'virus papiloma humano')",VPH,virus papiloma humano,3
"('NEM', 'neoplasia endócrina múltiple')",NEM,neoplasia endócrina múltiple,1
"('RFCE', 'receptor del factor de crecimiento epidérmico')",RFCE,receptor del factor de crecimiento epidérmico,1
"('EMB', 'enfermedad mamaria benigna')",EMB,enfermedad mamaria benigna,1
"('SLAGO', 'simposio latinoamericano de gastroenterología oncológica')",SLAGO,simposio latinoamericano de gastroenterología oncológica,1
"('BP', 'biopsia de próstata')",BP,biopsia de próstata,1
"('LAM', 'leucemia aguda mieloide')",LAM,leucemia aguda mieloide,1
"('TAMIS', 'transanal mínimamente invasiva')",TAMIS,transanal mínimamente invasiva,1
"('SVP', 'sinovitis vellonodular pigmentada')",SVP,sinovitis vellonodular pigmentada,1
"('RIE', 'radioinmunoensayo')",RIE,radioinmunoensayo,1
"('CTAT', 'complejos trombina-antitrombina iii')",CTAT,complejos trombina-antitrombina iii,1
"('GIST', 'gastrointestinal')",GIST,gastrointestinal,4
"('SOP', 'síndrome de ovarios poliquísticos')",SOP,síndrome de ovarios poliquísticos,1
"('BPTR', 'biopsia prostática transrectal')",BPTR,biopsia prostática transrectal,1
"('ST', 'supratentoriales')",ST,supratentoriales,1
"('NPDE', 'normalized predictive distribution error')",NPDE,normalized predictive distribution error,1
"('ICH', 'intercambio de cromatidas hermanas')",ICH,intercambio de cromatidas hermanas,1
"('T.E.M.', 'tri-etileno-melamina')",T.E.M.,tri-etileno-melamina,1
"('Lp-X', 'lipoproteína x')",Lp-X,lipoproteína x,1
"('AFP', 'alfa-fetoproteína')",AFP,alfa-fetoproteína,1
"('UCI', 'unidad de cuidados intensivos')",UCI,unidad de cuidados intensivos,1
"('SOCALPAR', 'sociedad castellano-leonesa y cántabra de patología respiratoria')",SOCALPAR,sociedad castellano-leonesa y cántabra de patología respiratoria,1
"('CMFP', 'ciclofosfamida, metotrexate, 5-fluorouracilo y prednisona')",CMFP,"ciclofosfamida, metotrexate, 5-fluorouracilo y prednisona",1
"('QT', 'quimioterapia')",QT,quimioterapia,1
"('GIMINO', 'grupo interdisciplinar mexicano de investigación en neurooncología')",GIMINO,grupo interdisciplinar mexicano de investigación en neurooncología,1
"('UNITEC', 'universidad technológica de méxico')",UNITEC,universidad technológica de méxico,1
"('COX-2', 'ciclooxigenasa-2')",COX-2,ciclooxigenasa-2,1
"('ICT', 'inhibidores de cinasas de tirosina')",ICT,inhibidores de cinasas de tirosina,1
"('Nevil', 'nevus epidérmico verrugoso inflamatorio lineal')",Nevil,nevus epidérmico verrugoso inflamatorio lineal,1
"('SSHDC', 'susceptibilidad hereditaria humana para desarrollar cáncer')",SSHDC,susceptibilidad hereditaria humana para desarrollar cáncer,1
"('NL', 'normal')",NL,normal,1
"('CVNMI', 'cánceres vesicales no músculo invasivo')",CVNMI,cánceres vesicales no músculo invasivo,1
"('RH', 'receptores hormonales')",RH,receptores hormonales,1
"('ROLL', 'radioguiada de lesiones ocultas de mama')",ROLL,radioguiada de lesiones ocultas de mama,1
"('HSP-90', 'heat shock protein-90')",HSP-90,heat shock protein-90,1
"('ISP', 'inventario de síntomas prefrontales')",ISP,inventario de síntomas prefrontales,1
"('ABP', 'aprendizaje basado en problemas')",ABP,aprendizaje basado en problemas,1
"('LNH', 'linfomas no hodgkin')",LNH,linfomas no hodgkin,1
"('PP5', 'proteína placentaria 5')",PP5,proteína placentaria 5,1
"('GIST', 'gastrointestinales estromales')",GIST,gastrointestinales estromales,1
"('HSV-2', 'herpes simple-2')",HSV-2,herpes simple-2,1
"('GCAO', 'grupo cooperativo argentino de oncourología')",GCAO,grupo cooperativo argentino de oncourología,1
"('MM', 'mieloma múltiple')",MM,mieloma múltiple,1
"('VPH-AR', 'virus de papiloma humano de alto riesgo')",VPH-AR,virus de papiloma humano de alto riesgo,2
"('CPH', 'cáncer primitivo del higado')",CPH,cáncer primitivo del higado,1
"('EAs', 'efectos adversos')",EAs,efectos adversos,1
"('SG', 'sobrevida global')",SG,sobrevida global,1
"('MMA', 'masas mediastínicas anteriores')",MMA,masas mediastínicas anteriores,1
"('mipth', 'monitoreo intraoperatorio de paratohormona')",mipth,monitoreo intraoperatorio de paratohormona,1
"('IL-2', 'interleucina 2')",IL-2,interleucina 2,1
"('RITA', 'radiofrecuencia intersticial')",RITA,radiofrecuencia intersticial,1
"('MAC', 'medicina alternativa y complementaria')",MAC,medicina alternativa y complementaria,2
"('TC', 'tomografía computarizada')",TC,tomografía computarizada,2
"('NEM I', 'neoplasias endocrinas múltiples')",NEM I,neoplasias endocrinas múltiples,1
"('LI', 'lesión intraepitelial')",LI,lesión intraepitelial,1
"('TaETM', 'transanal etm')",TaETM,transanal etm,1
"('E.M.I.H.', 'encefalopatía mioclónica infantil hipsarrítmica')",E.M.I.H.,encefalopatía mioclónica infantil hipsarrítmica,1
"('PET/CT', 'positron emission tomography/computed tomography')",PET/CT,positron emission tomography/computed tomography,1
"('Igs', 'inmunoglobulinas')",Igs,inmunoglobulinas,1
"('CC', 'cervical')",CC,cervical,1
"('MLC', 'mixto de linfocitos')",MLC,mixto de linfocitos,1
"('MMC', 'mitomycin c')",MMC,mitomycin c,1
"('MAV', 'malformaciones arteriovenosas')",MAV,malformaciones arteriovenosas,1
"('media', 'mostro celulas foliculo-estrelladas positivas para s-100')",media,mostro celulas foliculo-estrelladas positivas para s-100,1
"('C.P.R.E.', 'colangio pancreatografía retrógrada por vía endoscópica')",C.P.R.E.,colangio pancreatografía retrógrada por vía endoscópica,1
"('SNC', 'sistema nervioso central')",SNC,sistema nervioso central,4
"('CBTMO', 'criobiología y biología del trasplante de médula osea')",CBTMO,criobiología y biología del trasplante de médula osea,1
"('CPCNM', 'carcinoma de pulmón de células no microcelulares')",CPCNM,carcinoma de pulmón de células no microcelulares,1
"('CCR', 'carcinomas de células renales')",CCR,carcinomas de células renales,1
"('ASA', 'american society of anesthesiologists')",ASA,american society of anesthesiologists,1
"('QTI', 'quimioterapia intensa')",QTI,quimioterapia intensa,1
"('TPG', 'traumatismos potencialmente graves')",TPG,traumatismos potencialmente graves,1
"('LCD', 'leucemia en células del donador')",LCD,leucemia en células del donador,1
"('LMC', 'leucemia mieloide cr&oacute;nica')",LMC,leucemia mieloide cr&oacute;nica,1
"('IHQ', 'inmunohistoquímica')",IHQ,inmunohistoquímica,2
"('USEB', 'ultrasonografía endobronquial')",USEB,ultrasonografía endobronquial,1
"('CDT', 'cáncer diferenciado de tiroides')",CDT,cáncer diferenciado de tiroides,1
"('LLC', 'leucemia linfática crónica')",LLC,leucemia linfática crónica,1
"('P.B.T.E.P.', 'punción-biópsica transperineal ecodirigida de próstata')",P.B.T.E.P.,punción-biópsica transperineal ecodirigida de próstata,1
"('LAL', 'leucemia aguda linfoide')",LAL,leucemia aguda linfoide,1
"('RT', 'radioterapia')",RT,radioterapia,1
"('REGESMOHS', 'registro español de cirugía de mohs')",REGESMOHS,registro español de cirugía de mohs,1
"('CHEP', 'cricohioidoepiglotopexia')",CHEP,cricohioidoepiglotopexia,1
"('Argentina', 'agrupamientos (conglomerados) de incidencia de cáncer infantil en la provincia de córdoba')",Argentina,agrupamientos (conglomerados) de incidencia de cáncer infantil en la provincia de córdoba,1
"('ETV', 'enfermedad tromboembólica venosa')",ETV,enfermedad tromboembólica venosa,1
"('LAM', 'linfangioleiomiomatosis pulmonar')",LAM,linfangioleiomiomatosis pulmonar,1
"('REGEMOHS', 'registro español de cirugía de mohs')",REGEMOHS,registro español de cirugía de mohs,1
"('PAPTAF', 'punción-aspiración pulmonar transtorácica con aguja fina')",PAPTAF,punción-aspiración pulmonar transtorácica con aguja fina,1
"('SRE', 'sistema reticuloendotelial')",SRE,sistema reticuloendotelial,1
"('PLE', 'periodo libre de enfermedad')",PLE,periodo libre de enfermedad,1
"('CB', 'carcinoma broncogénico')",CB,carcinoma broncogénico,2
"('TEM', 'tri-etilen-melamina')",TEM,tri-etilen-melamina,1
"('VIH', 'virus de la immunodeficiencia humana')",VIH,virus de la immunodeficiencia humana,1
"('SIDA', 'síndrome de immunodeficiencia adquirida')",SIDA,síndrome de immunodeficiencia adquirida,1
"('SELDI', 'surface enhanced laser desorption/ionization')",SELDI,surface enhanced laser desorption/ionization,1
"('LQ', 'lesion quirurgica')",LQ,lesion quirurgica,1
"('GEIS', 'gastrointestinales')",GEIS,gastrointestinales,1
"('EN', 'estado nutricional')",EN,estado nutricional,1
"('LM', 'lactancia materna')",LM,lactancia materna,1
"('ARNm', 'arn mensajero')",ARNm,arn mensajero,1
"('RME', 'resección mucosa endoscópica')",RME,resección mucosa endoscópica,1
"('CEM', 'celulas escamosas en miniatura')",CEM,celulas escamosas en miniatura,1
"('SEGA', 'subependimarios de celulas gigantes')",SEGA,subependimarios de celulas gigantes,1
"('QETA', 'quimioembolización transarterial')",QETA,quimioembolización transarterial,1
"('SENEC', 'sociedad española de neurocirugía')",SENEC,sociedad española de neurocirugía,1
"('GIST', 'gastrointestinales')",GIST,gastrointestinales,1
"('DPN', 'derrame pleural neoplásico')",DPN,derrame pleural neoplásico,1
"('LAM', 'leucemia aguda mieloblástica')",LAM,leucemia aguda mieloblástica,1
"('HISF', 'hibridación in situ fluorescente')",HISF,hibridación in situ fluorescente,1
"('RMN', 'resonancia magnética nuclear')",RMN,resonancia magnética nuclear,1
"('PART', 'protocolo de amplificación de repeticiones teloméricas')",PART,protocolo de amplificación de repeticiones teloméricas,1
"('DPNNC', 'derrame pleural neoplásico no complicado')",DPNNC,derrame pleural neoplásico no complicado,1
"('TH', 'terapia hormonal')",TH,terapia hormonal,1
"('L-ASP', 'l-asparaginasa')",L-ASP,l-asparaginasa,1
