pair,acronym,description,frequency
"('RP', 'razones de prevalencia')",RP,razones de prevalencia,5
"('AJCC', 'american joint committee on cancer')",AJCC,american joint committee on cancer,1
"('EMRR', 'em remitente recurrente')",EMRR,em remitente recurrente,1
"('CMB', 'circunferencia media de brazo')",CMB,circunferencia media de brazo,2
"('Rusia', 'restricciones articulares. iniciada por ulzibat')",Rusia,restricciones articulares. iniciada por ulzibat,1
"('ACV', 'accidente cerebro vascular')",ACV,accidente cerebro vascular,1
"('MMSE', 'minimental de folstein')",MMSE,minimental de folstein,1
"('MDC', 'malformaciones del desarrollo cortical')",MDC,malformaciones del desarrollo cortical,1
"('HVI', 'hipertrofia ventricular izquierda')",HVI,hipertrofia ventricular izquierda,1
"('EVS', 'estilo de vida saludable')",EVS,estilo de vida saludable,1
"('NPT', 'nutricion parental total')",NPT,nutricion parental total,1
"('SETH', 'sociedad española de trasplante hepático')",SETH,sociedad española de trasplante hepático,1
"('CP', 'cierre primario')",CP,cierre primario,1
"('AZT', 'azidotimidina')",AZT,azidotimidina,1
"('PHMB', 'polihexametil biguanida')",PHMB,polihexametil biguanida,1
"('SCA', 'síndrome coronario agudo')",SCA,síndrome coronario agudo,1
"('ECAAM', 'encuesta de calidad de alimentación del adulto mayor')",ECAAM,encuesta de calidad de alimentación del adulto mayor,1
"('EP', 'embolización percutánea')",EP,embolización percutánea,1
"('CMT', 'charcot-marie-tooth')",CMT,charcot-marie-tooth,1
"('VHG', 'virus de la hepatitis g')",VHG,virus de la hepatitis g,1
"('Nemata', 'nematodo strelkovimermis spiculatus')",Nemata,nematodo strelkovimermis spiculatus,1
"('POSIT', 'problem oriented screening instrument for teenagers')",POSIT,problem oriented screening instrument for teenagers,1
"('STAI', 'state-trait anxiety inventory')",STAI,state-trait anxiety inventory,2
"('AAD', 'antivirales directos')",AAD,antivirales directos,1
"('DA', 'dermatitis atópica')",DA,dermatitis atópica,1
"('TLI', 'tucker-lewis')",TLI,tucker-lewis,1
"('PPI', 'prescripción potencialmente inadecuada')",PPI,prescripción potencialmente inadecuada,1
"('Rop/Dx', 'ropivacaína con dexametasona')",Rop/Dx,ropivacaína con dexametasona,1
"('MI', 'micosis invasivas')",MI,micosis invasivas,1
"('VHS', 'vasculitis por hipersensibilidad')",VHS,vasculitis por hipersensibilidad,1
"('REMAH', 'registro molecular de adenomas hipofisarios')",REMAH,registro molecular de adenomas hipofisarios,1
"('CDMX', 'ciudad de méxico')",CDMX,ciudad de méxico,2
"('SF', 'síndrome de fragilidad')",SF,síndrome de fragilidad,1
"('TMI', 'tasa de mortalidad infantil')",TMI,tasa de mortalidad infantil,1
"('SEN', 'sociedad española de neurologia')",SEN,sociedad española de neurologia,2
"('SAF', 'síndrome antifosfolípidos')",SAF,síndrome antifosfolípidos,1
"('CRPCE', 'cirugía de resección pulmonar de corta estancia')",CRPCE,cirugía de resección pulmonar de corta estancia,1
"('PN', 'peso al nacimiento')",PN,peso al nacimiento,1
"('TMP', 'tasa de mortalidad posneonatal')",TMP,tasa de mortalidad posneonatal,1
"('NECT', 'narrativo y terapia cognitiva')",NECT,narrativo y terapia cognitiva,1
"('RNMBP', 'recién nacido de muy bajo peso')",RNMBP,recién nacido de muy bajo peso,1
"('OPS', 'organización panamericana de la salud')",OPS,organización panamericana de la salud,1
"('ECLAMC', 'estudio colaborativo latino americano de malformaciones congénitas')",ECLAMC,estudio colaborativo latino americano de malformaciones congénitas,2
"('ITUS', 'infecciones del tracto urinario superior')",ITUS,infecciones del tracto urinario superior,1
"('MAPA', 'monitorización ambulatoria de la presión arterial')",MAPA,monitorización ambulatoria de la presión arterial,1
"('NIC', 'neoplasias intraepiteliales cervicales')",NIC,neoplasias intraepiteliales cervicales,1
"('ELA', 'esclerosis lateral amiotrófica')",ELA,esclerosis lateral amiotrófica,1
"('YPAS', 'yale physical activity survey')",YPAS,yale physical activity survey,1
"('OC', 'osteocalcina')",OC,osteocalcina,1
"('ITS', 'infecciones de transmisión sexual')",ITS,infecciones de transmisión sexual,3
"('CD', 'cociente de desarrollo')",CD,cociente de desarrollo,2
"('MUE', 'medicina de urgencias y emergencias')",MUE,medicina de urgencias y emergencias,1
"('INR', 'international normalized ratio')",INR,international normalized ratio,2
"('PEATC', 'potenciales evocados auditivos del tronco cerebral')",PEATC,potenciales evocados auditivos del tronco cerebral,1
"('DT2', 'diabetes tipo 2')",DT2,diabetes tipo 2,2
"('MIP', 'modelo de impacto presupuestario')",MIP,modelo de impacto presupuestario,1
"('VHC', 'virus de la hepatitis c')",VHC,virus de la hepatitis c,1
"('SOH', 'sangre oculta en heces')",SOH,sangre oculta en heces,1
"('ENSE', 'encuesta nacional de salud de españa')",ENSE,encuesta nacional de salud de españa,1
"('AIVD', 'actividades instrumentales de la vida diaria')",AIVD,actividades instrumentales de la vida diaria,1
"('ITU', 'infección del tracto urinario')",ITU,infección del tracto urinario,1
"('CRM', 'customer relationship management')",CRM,customer relationship management,1
"('ERIS', 'escuela regional de ingeniería sanitaria')",ERIS,escuela regional de ingeniería sanitaria,1
"('IAM CEST', 'infarto agudo al miocardio con elevación del segmento st')",IAM CEST,infarto agudo al miocardio con elevación del segmento st,1
"('TANIT', 'tamiz auditivo neonatal e intervención temprana')",TANIT,tamiz auditivo neonatal e intervención temprana,2
"('GPC', 'guía de práctica clínica')",GPC,guía de práctica clínica,1
"('RP', 'razones de prevalencia crudas')",RP,razones de prevalencia crudas,1
"('HDM', 'hemodiálisis de mantenimiento')",HDM,hemodiálisis de mantenimiento,1
"('CF', 'condición física')",CF,condición física,4
"('LAT', 'lesiones por accidentes de trabajo')",LAT,lesiones por accidentes de trabajo,1
"('UTN', 'universidad tecnológica nacional')",UTN,universidad tecnológica nacional,1
"('S-M', 'sistema monocromo')",S-M,sistema monocromo,1
"('PM(2,5)', 'partículas de diámetro inferior a 2,5 micras')","PM(2,5)","partículas de diámetro inferior a 2,5 micras",1
"('GEO', 'gravedad específica de la orina')",GEO,gravedad específica de la orina,1
"('SRA', 'sistema renina-angiotensina')",SRA,sistema renina-angiotensina,1
"('HaD', 'hospitalización a\xa0domicilio')",HaD,hospitalización a domicilio,1
"('TTP', 'tiempo parcial de tromboplastina')",TTP,tiempo parcial de tromboplastina,1
"('NH', 'neoplasias hematológicas')",NH,neoplasias hematológicas,1
"('BIC', 'bayesian information criterion')",BIC,bayesian information criterion,1
"('SCOPA-Cog', ""scales for outcomes in parkinson's disease-cognition"")",SCOPA-Cog,scales for outcomes in parkinson's disease-cognition,1
"('IC95', 'intervalos de confianza al 95%')",IC95,intervalos de confianza al 95%,1
"('CCI', 'citorreducción de intervalo')",CCI,citorreducción de intervalo,1
"('DDI', 'de disciplina')",DDI,de disciplina,1
"('LNH', 'linfoma no hodgkin')",LNH,linfoma no hodgkin,1
"('SoCMUE', 'societat catalana de medicina d’urgències i emergències')",SoCMUE,societat catalana de medicina d’urgències i emergències,1
"('EAEAE', 'escala de autoeficacia para el afrontamiento del estrés')",EAEAE,escala de autoeficacia para el afrontamiento del estrés,1
"('H-LDL', 'hipercolesterolemia-ldl')",H-LDL,hipercolesterolemia-ldl,1
"('FE', 'fístulas enterocutáneas')",FE,fístulas enterocutáneas,1
"('AGEMZA', 'academia general militar de zaragoza')",AGEMZA,academia general militar de zaragoza,1
"('VSP-A', ""vecú et sante perçue de l'adolescent"")",VSP-A,vecú et sante perçue de l'adolescent,1
"('TRS', 'teoría de la representación social')",TRS,teoría de la representación social,1
"('RTA', 'red de trastornos adictivos')",RTA,red de trastornos adictivos,1
"('iam', 'infarto agudo de miocardio')",iam,infarto agudo de miocardio,1
"('CC', 'comité de calidad')",CC,comité de calidad,1
"('PAM', 'potencia aeróbica máxima')",PAM,potencia aeróbica máxima,1
"('TRA', 'técnicas de reproducción asistida')",TRA,técnicas de reproducción asistida,1
"('ITL', 'infección tuberculosa latente')",ITL,infección tuberculosa latente,3
"('ITcc', 'incapacidad temporal por contingencia común')",ITcc,incapacidad temporal por contingencia común,1
"('FRX', 'fluorescencia de rayos-x')",FRX,fluorescencia de rayos-x,1
"('ODS', 'objetivos de desarrollo sostenible')",ODS,objetivos de desarrollo sostenible,3
"('MAPA', 'monitorización ambulatoria de presión arterial')",MAPA,monitorización ambulatoria de presión arterial,1
"('IMIP', 'intención de migrar al interior del país')",IMIP,intención de migrar al interior del país,2
"('SENC', 'sociedad española de nutrición comunitaria')",SENC,sociedad española de nutrición comunitaria,4
"('TFGe', 'tasa de filtración glomerular estimada')",TFGe,tasa de filtración glomerular estimada,1
"('SFC', 'síndrome de fatiga crónica')",SFC,síndrome de fatiga crónica,1
"('MSHAQ', 'modified stanford health assessment questionnaire')",MSHAQ,modified stanford health assessment questionnaire,1
"('PMIT', 'proyecto multicéntrico de investigación en tuberculosis')",PMIT,proyecto multicéntrico de investigación en tuberculosis,1
"('AME', 'atrofia muscular espinal')",AME,atrofia muscular espinal,3
"('FIVTE', 'fertilización in vitro con transferencia de embriones')",FIVTE,fertilización in vitro con transferencia de embriones,1
"('GEMPO', 'grupo de estudio de morbimortalidad postoperatoria')",GEMPO,grupo de estudio de morbimortalidad postoperatoria,1
"('SEIMC', 'sociedad española de enfermedades infecciosas y microbiología clínica')",SEIMC,sociedad española de enfermedades infecciosas y microbiología clínica,7
"('CCI', 'correlación intra-clase')",CCI,correlación intra-clase,1
"('AMG', 'automedición de la glucemia')",AMG,automedición de la glucemia,1
"('CG', 'carga glucémica')",CG,carga glucémica,2
"('AUDIT-C', 'alcohol use disorders identification test – consumption')",AUDIT-C,alcohol use disorders identification test – consumption,1
"('GPG', 'ganancia de peso gestacional')",GPG,ganancia de peso gestacional,1
"('BLEE', 'betalactamasas de espectro extendido')",BLEE,betalactamasas de espectro extendido,4
"('TCC', 'tumores del cuerpo carotídeo')",TCC,tumores del cuerpo carotídeo,1
"('ATR', 'altura talón rodilla')",ATR,altura talón rodilla,1
"('CEIC', 'comités éticos de investigación clínica')",CEIC,comités éticos de investigación clínica,1
"('II', 'información al paciente')",II,información al paciente,2
"('DF', 'dependencia funcional')",DF,dependencia funcional,1
"('EIA', 'enzimoinmunoanálisis')",EIA,enzimoinmunoanálisis,2
"('SCORE', 'systematic coronary risk evaluation')",SCORE,systematic coronary risk evaluation,2
"('NSE', 'nivel socioeconómico')",NSE,nivel socioeconómico,5
"('EIICEA', 'estudio asturiano en cinco áreas')",EIICEA,estudio asturiano en cinco áreas,1
"('IMs', 'interacciones medicamentosas')",IMs,interacciones medicamentosas,1
"('TEP', 'tromboembolismo pulmonar')",TEP,tromboembolismo pulmonar,2
"('ENP', 'estimulacion nerviosa periferica')",ENP,estimulacion nerviosa periferica,1
"('IgE', 'inmunoglobulina e')",IgE,inmunoglobulina e,4
"('ACR', 'adiposidad corporal relativa')",ACR,adiposidad corporal relativa,1
"('NAV', 'neumonía asociada a ventilador')",NAV,neumonía asociada a ventilador,2
"('SDTA', 'sistema de drenaje torácico autónomo')",SDTA,sistema de drenaje torácico autónomo,1
"('ONGD', 'organizaciones no gubernamentales para el desarrollo')",ONGD,organizaciones no gubernamentales para el desarrollo,2
"('CLE', 'centros de larga estancia')",CLE,centros de larga estancia,1
"('LMC', 'leucemia mieloide crónica')",LMC,leucemia mieloide crónica,2
"('UDVP', 'usuarios de drogas por vía parenteral')",UDVP,usuarios de drogas por vía parenteral,2
"('RENAC', 'red nacional de anomalías congénitas')",RENAC,red nacional de anomalías congénitas,2
"('CNI', 'cistinosis nefropática infantil')",CNI,cistinosis nefropática infantil,1
"('des', 'de las')",des,de las,1
"('TLIV', 'trombolisis intravenosa')",TLIV,trombolisis intravenosa,1
"('CBI', 'cambridge behavioural inventory')",CBI,cambridge behavioural inventory,1
"('SAAS', 'sin antecedente de abuso sexual')",SAAS,sin antecedente de abuso sexual,1
"('NPI-Q', 'neuropsychiatric inventory questionnaire')",NPI-Q,neuropsychiatric inventory questionnaire,1
"('PET/TC', 'positrones/tomografía computarizada')",PET/TC,positrones/tomografía computarizada,1
"('ASCA', 'anti-saccharomyces cerevisiae')",ASCA,anti-saccharomyces cerevisiae,1
"('COMIET', 'comisión de materiales, instrumentos, equipo y terapéuticos dentales')",COMIET,"comisión de materiales, instrumentos, equipo y terapéuticos dentales",4
"('CCUSG-061', 'coordinación de urgencias sanitarias de galicia-061')",CCUSG-061,coordinación de urgencias sanitarias de galicia-061,1
"('RCEI', 'relación costeeficacia incremental')",RCEI,relación costeeficacia incremental,1
"('DREEM', 'dundee ready education environment measure')",DREEM,dundee ready education environment measure,1
"('HSH', 'hombres que tienen sexo con hombres')",HSH,hombres que tienen sexo con hombres,1
"('MRC', 'microorganismos resistentes a ceftriaxona')",MRC,microorganismos resistentes a ceftriaxona,1
"('IUE', 'incontinencia urinaria de esfuerzo')",IUE,incontinencia urinaria de esfuerzo,1
"('ADAS', ""alzheimer's disease assessment scale"")",ADAS,alzheimer's disease assessment scale,2
"('ALA', 'alfalinolenico')",ALA,alfalinolenico,1
"('FL', 'fibrinolisis')",FL,fibrinolisis,1
"('ROC', 'rendimiento diagnóstico')",ROC,rendimiento diagnóstico,1
"('T.A.C.', 'tomografía computerizada')",T.A.C.,tomografía computerizada,1
"('SEEN', 'sociedad española de endocrinología y nutrición')",SEEN,sociedad española de endocrinología y nutrición,1
"('CIRC', 'con insuficiencia renal crónica')",CIRC,con insuficiencia renal crónica,1
"('CIR', 'crecimiento intrauterino')",CIR,crecimiento intrauterino,1
"('PubMed', 'publicados en medline')",PubMed,publicados en medline,1
"('IC 95%', 'intervalo de confianza del 95%')",IC 95%,intervalo de confianza del 95%,1
"('SPI', 'sindrome de piernas inquietas')",SPI,sindrome de piernas inquietas,2
"('EHGNA', 'enfermedad por hígado graso no alcohólico')",EHGNA,enfermedad por hígado graso no alcohólico,1
"('TARVAE', 'tratamiento antirretroviral de alta eficacia')",TARVAE,tratamiento antirretroviral de alta eficacia,1
"('EC', 'error de conciliación')",EC,error de conciliación,1
"('AMPA', 'automedida de presión arterial domiciliaria')",AMPA,automedida de presión arterial domiciliaria,1
"('REDIP', 'registro español de inmunodeficiencias primarias')",REDIP,registro español de inmunodeficiencias primarias,1
"('OMS', 'otitis media serosa')",OMS,otitis media serosa,1
"('Venezuela', 'venezolano de la encefalomielitis equina ocurrida en 1962 en el estado zulia')",Venezuela,venezolano de la encefalomielitis equina ocurrida en 1962 en el estado zulia,1
"('NIA', 'necesidades insatisfechas de anticoncepción')",NIA,necesidades insatisfechas de anticoncepción,1
"('AT', 'autotrasplante')",AT,autotrasplante,1
"('ECTC', 'epilepsia con crisis tonicoclonicas solo')",ECTC,epilepsia con crisis tonicoclonicas solo,1
"('DA', 'del alcohol')",DA,del alcohol,1
"('HaD', 'hospitalización a domicilio')",HaD,hospitalización a domicilio,1
"('FRCV', 'factores de riesgo cardiovascular')",FRCV,factores de riesgo cardiovascular,5
"('DBC', 'dietas bajas en carbohidratos')",DBC,dietas bajas en carbohidratos,1
"('PEVAC', 'pie equinovaro aducto congénito')",PEVAC,pie equinovaro aducto congénito,1
"('BEP', 'bleomicina y vinblastina (pvb) o etoposido')",BEP,bleomicina y vinblastina (pvb) o etoposido,1
"('REPIR', 'registro español pediátrico de insuficiencia renal terminal')",REPIR,registro español pediátrico de insuficiencia renal terminal,1
"('EO', 'enfermedad osteoarticular')",EO,enfermedad osteoarticular,1
"('EEV', 'encefalitis equina venezolana')",EEV,encefalitis equina venezolana,1
"('IN', 'infección nosocomial')",IN,infección nosocomial,2
"('QSM', 'quejas subjetivas de memoria')",QSM,quejas subjetivas de memoria,1
"('LMA', 'leucemia mieloblástica')",LMA,leucemia mieloblástica,1
"('PPCI', 'pubertad precoz central idiopatica')",PPCI,pubertad precoz central idiopatica,1
"('IRSPC', 'iowa rating scale for personality change')",IRSPC,iowa rating scale for personality change,2
"('HPRT', 'hipoxantina guanina fosforribosiltransferasa')",HPRT,hipoxantina guanina fosforribosiltransferasa,1
"('HC', 'hemicranea continua')",HC,hemicranea continua,1
"('EPG', 'enfermedad periodontal grave')",EPG,enfermedad periodontal grave,1
"('NO', 'nítrico')",NO,nítrico,1
"('DP', 'desarrollo psicomotor')",DP,desarrollo psicomotor,1
"('MSC', 'muerte súbita cardiaca')",MSC,muerte súbita cardiaca,1
"('VFC', 'variabilidad de la frecuencia cardiaca')",VFC,variabilidad de la frecuencia cardiaca,1
"('EVMAC', 'escala para la valoración de la manía por clínicos')",EVMAC,escala para la valoración de la manía por clínicos,1
"('ARCI', 'addiction research center inventory')",ARCI,addiction research center inventory,1
"('CTR', 'cistectomía radical')",CTR,cistectomía radical,1
"('PGN', 'pacientes (75,8%) con glucosa normalizada')",PGN,"pacientes (75,8%) con glucosa normalizada",1
"('NDPD', 'neuropatía diabética periférica dolorosa')",NDPD,neuropatía diabética periférica dolorosa,1
"('CHCV', 'cuestionario sobre los hábitos de consumo de videojuegos')",CHCV,cuestionario sobre los hábitos de consumo de videojuegos,1
"('GMF', 'grupo psicoeducacional multifamiliar')",GMF,grupo psicoeducacional multifamiliar,2
"('BPT', 'bajo peso a término')",BPT,bajo peso a término,1
"('EN', 'educación nutricional')",EN,educación nutricional,2
"('EQ-5D', 'european quality of life-5 dimensions')",EQ-5D,european quality of life-5 dimensions,1
"('AGA', 'alteración de glucosa en ayunas')",AGA,alteración de glucosa en ayunas,1
"('CA', 'conducta alimentaria')",CA,conducta alimentaria,1
"('EIE-R', 'escala de impacto de evento-revisada')",EIE-R,escala de impacto de evento-revisada,1
"('HAD', 'hospitalización a domicilio')",HAD,hospitalización a domicilio,1
"('CAMCOG-DS', ""cambridge cognitive examination for older adults with down's syndrome"")",CAMCOG-DS,cambridge cognitive examination for older adults with down's syndrome,1
"('GC', 'grasa corporal')",GC,grasa corporal,1
"('ACV', 'accidentes cerebrovasculares')",ACV,accidentes cerebrovasculares,2
"('RCV', 'riesgo cardiovascular')",RCV,riesgo cardiovascular,3
"('AAS', 'antecedente de abuso sexual')",AAS,antecedente de abuso sexual,1
"('ABQ', 'ahtlete burnout questionnaire')",ABQ,ahtlete burnout questionnaire,2
"('DO', 'de origen')",DO,de origen,1
"('ANCA', 'anticitoplasma de los neutrófilos')",ANCA,anticitoplasma de los neutrófilos,2
"('ACE-R', ""addenbrooke's cognitive examination-revised"")",ACE-R,addenbrooke's cognitive examination-revised,1
"('IT', 'infratentoriales')",IT,infratentoriales,1
"('MTHFR', 'metilentetrahidrofolatorreductasa')",MTHFR,metilentetrahidrofolatorreductasa,1
"('HUSC', 'hospital universitario san carlos')",HUSC,hospital universitario san carlos,1
"('LME', 'lactancia materna exclusiva')",LME,lactancia materna exclusiva,2
"('LEPR', 'lep o en su receptor')",LEPR,lep o en su receptor,1
"('MIAP', 'maltrato entre iguales por abuso de poder')",MIAP,maltrato entre iguales por abuso de poder,1
"('FC', 'fenilcetonuria')",FC,fenilcetonuria,2
"('RPa', 'razones de prevalencia ajustadas')",RPa,razones de prevalencia ajustadas,1
"('Sinais', 'sistema nacional de información en salud')",Sinais,sistema nacional de información en salud,1
"('AVE', 'acontecimientos vitales estresantes')",AVE,acontecimientos vitales estresantes,1
"('USE', 'ultrasonografía endoscópica')",USE,ultrasonografía endoscópica,2
"('DIB-R', 'diagnostic interview for bordelines-revised')",DIB-R,diagnostic interview for bordelines-revised,1
"('AVAD', 'años de vida ajustados por discapacidad')",AVAD,años de vida ajustados por discapacidad,1
"('CAS', 'composite abuse scale')",CAS,composite abuse scale,1
"('PA', 'presión arterial')",PA,presión arterial,2
"('E12', 'españa 0012')",E12,españa 0012,2
"('IAUC', 'incremento bajo la curva de glucosa')",IAUC,incremento bajo la curva de glucosa,1
"('LRA', 'lesión renal aguda')",LRA,lesión renal aguda,1
"('AL', 'anticoagulante lúpico')",AL,anticoagulante lúpico,1
"('DM', 'diabetes mellitus')",DM,diabetes mellitus,11
"('POCS', 'punta-onda continua durante el sueño')",POCS,punta-onda continua durante el sueño,1
"('y II', 'y entrevista clínica')",y II,y entrevista clínica,1
"('SARM', 'staphylococcus aureus resistente a meticilina')",SARM,staphylococcus aureus resistente a meticilina,2
"('GEMI', 'grupo de estudio multicéntrico del infarto')",GEMI,grupo de estudio multicéntrico del infarto,1
"('FORMIR', 'formativa del libro del residente de otorrinolaringología español')",FORMIR,formativa del libro del residente de otorrinolaringología español,1
"('TB-DI', 'test barcelona para discapacidad intelectual')",TB-DI,test barcelona para discapacidad intelectual,1
"('SUH', 'servicios de urgencias hospitalarios')",SUH,servicios de urgencias hospitalarios,7
"('GCP', 'glaucoma congénito primario')",GCP,glaucoma congénito primario,1
"('IVE', 'interrupción voluntaria del embarazo')",IVE,interrupción voluntaria del embarazo,2
"('CID', 'coagulación intravascular diseminada')",CID,coagulación intravascular diseminada,1
"('APOE', 'apolipoproteína e')",APOE,apolipoproteína e,1
"('GesEPOC', 'guía española de la enfermedad pulmonar obstructiva crónica')",GesEPOC,guía española de la enfermedad pulmonar obstructiva crónica,1
"('GABA', 'guías alimentarias basadas en alimentos')",GABA,guías alimentarias basadas en alimentos,2
"('eTFG', 'estimación de la tasa de filtración glomerular')",eTFG,estimación de la tasa de filtración glomerular,1
"('SWLS', 'satisfaction with life scale')",SWLS,satisfaction with life scale,1
"('AUDIT', 'alcohol use disorders identification test')",AUDIT,alcohol use disorders identification test,2
"('PCR-us', 'proteína c reactiva ultrasensible')",PCR-us,proteína c reactiva ultrasensible,1
"('GMSI', 'gamapatía monoclonal de significado indeterminado')",GMSI,gamapatía monoclonal de significado indeterminado,1
"('LC', 'leucemia cutis')",LC,leucemia cutis,1
"('FA', 'fibrilación auricular')",FA,fibrilación auricular,2
"('VitD', 'vitamina d')",VitD,vitamina d,1
"('PNAnc', 'pna no complicadas')",PNAnc,pna no complicadas,1
"('VC', 'vasculitis cutáneas')",VC,vasculitis cutáneas,1
"('FQ', 'fibrosis quística')",FQ,fibrosis quística,1
"('VP+', 'valor predictivo positivo')",VP+,valor predictivo positivo,2
"('EA', 'estudios aleatorizados')",EA,estudios aleatorizados,1
"('HACRE', 'hidroarsenicismo crónico regional endémico')",HACRE,hidroarsenicismo crónico regional endémico,1
"('DI', 'duplicaciones intestinales')",DI,duplicaciones intestinales,1
"('GBM', 'glioblastoma multiforme')",GBM,glioblastoma multiforme,1
"('SDRA', 'síndrome de distrés respiratorio del adulto')",SDRA,síndrome de distrés respiratorio del adulto,1
"('PRL', 'prolactina')",PRL,prolactina,1
"('EC', 'europa central')",EC,europa central,1
"('SSN', 'sistema semáforo nutricional')",SSN,sistema semáforo nutricional,1
"('ZSO', 'zona suroeste')",ZSO,zona suroeste,1
"('ENSIN 2010', 'encuesta nacional de la situacion nutricional 2010')",ENSIN 2010,encuesta nacional de la situacion nutricional 2010,1
"('ITK', 'inhibidores tirosin kinasa')",ITK,inhibidores tirosin kinasa,1
"('CA', 'consumo de alcohol')",CA,consumo de alcohol,2
