pair,acronym,description,frequency
"('DF', 'dependencia funcional')",DF,dependencia funcional,1
"('EIA', 'enzimoinmunoanálisis')",EIA,enzimoinmunoanálisis,1
"('EIICEA', 'estudio asturiano en cinco áreas')",EIICEA,estudio asturiano en cinco áreas,1
"('IMs', 'interacciones medicamentosas')",IMs,interacciones medicamentosas,1
"('TEP', 'tromboembolismo pulmonar')",TEP,tromboembolismo pulmonar,2
"('ACR', 'adiposidad corporal relativa')",ACR,adiposidad corporal relativa,1
"('SDTA', 'sistema de drenaje torácico autónomo')",SDTA,sistema de drenaje torácico autónomo,1
"('des', 'de las')",des,de las,1
"('TLIV', 'trombolisis intravenosa')",TLIV,trombolisis intravenosa,1
"('NPI-Q', 'neuropsychiatric inventory questionnaire')",NPI-Q,neuropsychiatric inventory questionnaire,1
"('PET/TC', 'positrones/tomografía computarizada')",PET/TC,positrones/tomografía computarizada,1
"('PRL', 'prostatectomía radical laparoscópica')",PRL,prostatectomía radical laparoscópica,1
"('CCUSG-061', 'coordinación de urgencias sanitarias de galicia-061')",CCUSG-061,coordinación de urgencias sanitarias de galicia-061,1
"('HSH', 'hombres que tienen sexo con hombres')",HSH,hombres que tienen sexo con hombres,1
"('MRC', 'microorganismos resistentes a ceftriaxona')",MRC,microorganismos resistentes a ceftriaxona,1
"('ADAS', ""alzheimer's disease assessment scale"")",ADAS,alzheimer's disease assessment scale,2
"('FL', 'fibrinolisis')",FL,fibrinolisis,1
"('CIRC', 'con insuficiencia renal crónica')",CIRC,con insuficiencia renal crónica,1
"('EC', 'error de conciliación')",EC,error de conciliación,1
"('AMPA', 'automedida de presión arterial domiciliaria')",AMPA,automedida de presión arterial domiciliaria,1
"('ECTC', 'epilepsia con crisis tonicoclonicas solo')",ECTC,epilepsia con crisis tonicoclonicas solo,1
"('FRCV', 'factores de riesgo cardiovascular')",FRCV,factores de riesgo cardiovascular,1
"('DBC', 'dietas bajas en carbohidratos')",DBC,dietas bajas en carbohidratos,1
"('BEP', 'bleomicina y vinblastina (pvb) o etoposido')",BEP,bleomicina y vinblastina (pvb) o etoposido,1
"('EO', 'enfermedad osteoarticular')",EO,enfermedad osteoarticular,1
"('LMA', 'leucemia mieloblástica')",LMA,leucemia mieloblástica,1
"('HC', 'hemicranea continua')",HC,hemicranea continua,1
"('NO', 'nítrico')",NO,nítrico,1
"('VFC', 'variabilidad de la frecuencia cardiaca')",VFC,variabilidad de la frecuencia cardiaca,1
"('CTR', 'cistectomía radical')",CTR,cistectomía radical,1
"('V.C.O.', 'vagotomía de células oxíntica')",V.C.O.,vagotomía de células oxíntica,1
"('IADS', 'internacional de sonidos afectivos')",IADS,internacional de sonidos afectivos,1
"('HAD', 'hospitalización a domicilio')",HAD,hospitalización a domicilio,1
"('CAMCOG-DS', ""cambridge cognitive examination for older adults with down's syndrome"")",CAMCOG-DS,cambridge cognitive examination for older adults with down's syndrome,1
"('ACV', 'accidentes cerebrovasculares')",ACV,accidentes cerebrovasculares,2
"('RCV', 'riesgo cardiovascular')",RCV,riesgo cardiovascular,1
"('CAE', 'comisurotomía anterior endoscópica')",CAE,comisurotomía anterior endoscópica,1
"('ANCA', 'anticitoplasma de los neutrófilos')",ANCA,anticitoplasma de los neutrófilos,1
"('ACE-R', ""addenbrooke's cognitive examination-revised"")",ACE-R,addenbrooke's cognitive examination-revised,1
"('HUSC', 'hospital universitario san carlos')",HUSC,hospital universitario san carlos,1
"('E.P.R.', 'esofagitis por reflujo')",E.P.R.,esofagitis por reflujo,1
"('Sinais', 'sistema nacional de información en salud')",Sinais,sistema nacional de información en salud,1
"('AVE', 'acontecimientos vitales estresantes')",AVE,acontecimientos vitales estresantes,1
"('AVAD', 'años de vida ajustados por discapacidad')",AVAD,años de vida ajustados por discapacidad,1
"('PA', 'presión arterial')",PA,presión arterial,1
"('LRA', 'lesión renal aguda')",LRA,lesión renal aguda,1
"('DM', 'diabetes mellitus')",DM,diabetes mellitus,9
"('PLEDs', 'periódicas epileptiformes lateralizadas')",PLEDs,periódicas epileptiformes lateralizadas,1
"('SARM', 'staphylococcus aureus resistente a meticilina')",SARM,staphylococcus aureus resistente a meticilina,1
"('GEMI', 'grupo de estudio multicéntrico del infarto')",GEMI,grupo de estudio multicéntrico del infarto,1
"('SUH', 'servicios de urgencias hospitalarios')",SUH,servicios de urgencias hospitalarios,3
"('APOE', 'apolipoproteína e')",APOE,apolipoproteína e,1
"('GMSI', 'gamapatía monoclonal de significado indeterminado')",GMSI,gamapatía monoclonal de significado indeterminado,1
"('LC', 'leucemia cutis')",LC,leucemia cutis,1
"('FA', 'fibrilación auricular')",FA,fibrilación auricular,2
"('VC', 'vasculitis cutáneas')",VC,vasculitis cutáneas,1
"('HACRE', 'hidroarsenicismo crónico regional endémico')",HACRE,hidroarsenicismo crónico regional endémico,1
"('EsC', 'estimulacion cognitiva')",EsC,estimulacion cognitiva,1
"('SDRA', 'síndrome de distrés respiratorio del adulto')",SDRA,síndrome de distrés respiratorio del adulto,2
"('RVA', 'reflejo venoarteriolar')",RVA,reflejo venoarteriolar,1
"('SSN', 'sistema semáforo nutricional')",SSN,sistema semáforo nutricional,1
"('ZSO', 'zona suroeste')",ZSO,zona suroeste,1
"('T@M', 'test de alteración de memoria')",T@M,test de alteración de memoria,1
"('TA', 'test de aliento')",TA,test de aliento,1
"('CVP', 'catéter venoso periférico')",CVP,catéter venoso periférico,1
"('TVU', 'tumores de vías urinarias')",TVU,tumores de vías urinarias,1
"('RICVAL', 'registro de infartos agudos de miocardio de la ciudad de valencia')",RICVAL,registro de infartos agudos de miocardio de la ciudad de valencia,1
"('ISP', 'inventario de sintomas prefrontales')",ISP,inventario de sintomas prefrontales,1
"('CMC', 'consulta monografica de cefaleas')",CMC,consulta monografica de cefaleas,1
"('BN', 'binomial negativa')",BN,binomial negativa,1
"('AF', 'actividad física')",AF,actividad física,4
"('STE', 'síndrome tóxico epidémico')",STE,síndrome tóxico epidémico,1
"('copep-es', 'copeptina de elevada sensibilidad')",copep-es,copeptina de elevada sensibilidad,1
"('CHIK', 'chikunguña')",CHIK,chikunguña,2
"('AF', 'atención farmacéutica')",AF,atención farmacéutica,1
"('VNI', 'ventilación no invasiva')",VNI,ventilación no invasiva,1
"('LES', 'lupus eritematoso sistemico')",LES,lupus eritematoso sistemico,1
"('MIPSE', ""mortalidad innecesariamente prematura y sanitariamente evitable'"")",MIPSE,mortalidad innecesariamente prematura y sanitariamente evitable',1
"('GMSI', 'gammapatías monoclonales de significado indeterminado')",GMSI,gammapatías monoclonales de significado indeterminado,1
"('SAS', 'sexual assertiveness scale')",SAS,sexual assertiveness scale,1
"('EFAM', 'evaluación funcional del adulto mayor')",EFAM,evaluación funcional del adulto mayor,1
"('GLOMANCHA', 'glomerulonefritis en castilla-la mancha')",GLOMANCHA,glomerulonefritis en castilla-la mancha,1
"('TN', 'triple negativo')",TN,triple negativo,1
"('MGMT', 'metilguanina-adn-metiltransferasa')",MGMT,metilguanina-adn-metiltransferasa,1
"('CIN III', 'casos de neoplasia intraepitelial grado iii')",CIN III,casos de neoplasia intraepitelial grado iii,1
"('SER', 'sociedad chilena de enfermedades respiratorias')",SER,sociedad chilena de enfermedades respiratorias,1
"('R.G.E.', 'reflujo gastroesofágico')",R.G.E.,reflujo gastroesofágico,1
"('MST', 'malnutrition screening tool')",MST,malnutrition screening tool,1
"('NPI-NH', 'neuropsychiatric inventory-nursing home version')",NPI-NH,neuropsychiatric inventory-nursing home version,1
"('HSA', 'hemorragia subaracnoidea')",HSA,hemorragia subaracnoidea,1
"('DN', 'desnutrición')",DN,desnutrición,1
"('FNT–alfa', 'factor de necrosis tumoral alfa')",FNT–alfa,factor de necrosis tumoral alfa,1
"('ICC', 'indicador clínico de calidad')",ICC,indicador clínico de calidad,1
"('PAAF', 'punción-aspiración con aguja fina')",PAAF,punción-aspiración con aguja fina,2
"('SOD', 'superóxido dismutasa')",SOD,superóxido dismutasa,1
"('D-D', 'dimero-d')",D-D,dimero-d,1
"('CI', 'control de ingestas')",CI,control de ingestas,2
"('MDA', 'malondialdehído')",MDA,malondialdehído,1
"('ENN', 'edulcorantes no nutritivos')",ENN,edulcorantes no nutritivos,1
"('IGU', 'infecciones genitourinarias')",IGU,infecciones genitourinarias,1
"('EDC', 'ecografía doppler color')",EDC,ecografía doppler color,2
"('PVMD', 'programa de ventilación mecánica domiciliaria')",PVMD,programa de ventilación mecánica domiciliaria,1
"('EC', 'estenosis carotidea')",EC,estenosis carotidea,1
"('TD', 'tasa de descuento')",TD,tasa de descuento,1
"('SEPAR', 'sociedad española de neumología y cirugía torácica')",SEPAR,sociedad española de neumología y cirugía torácica,1
"('EA', 'enfermedad de alzheimer')",EA,enfermedad de alzheimer,2
"('OD', 'oxigenoterapia domiciliaria')",OD,oxigenoterapia domiciliaria,2
"('CM', 'cáncer de mama')",CM,cáncer de mama,1
"('DMT2', 'diabetes mellitus tipo 2')",DMT2,diabetes mellitus tipo 2,1
"('SDOM', 'síndrome de disfunción orgánica múltiple')",SDOM,síndrome de disfunción orgánica múltiple,1
"('CCU', 'cáncer de cuello uterino')",CCU,cáncer de cuello uterino,1
"('CIP', 'colesteatoma intrapetroso')",CIP,colesteatoma intrapetroso,1
"('SENPE', 'sociedad espanola de nutricion parenteral y enteral')",SENPE,sociedad espanola de nutricion parenteral y enteral,1
"('ATP', 'angioplastia transluminal percutánea')",ATP,angioplastia transluminal percutánea,1
"('MPA', 'medidas penales alternativas')",MPA,medidas penales alternativas,1
"('PSH', 'púrpura de schönlein-henoch')",PSH,púrpura de schönlein-henoch,1
"('FRR', 'función renal residual')",FRR,función renal residual,2
"('PCR', 'proteína c reactiva')",PCR,proteína c reactiva,2
"('C/T', 'cociente psa:alpha 1 antiquimotripsina/psa total')",C/T,cociente psa:alpha 1 antiquimotripsina/psa total,1
"('PAAF', 'punción aspiración con aguja fina')",PAAF,punción aspiración con aguja fina,1
"('GTU', 'grupo que recibio tratamiento usual')",GTU,grupo que recibio tratamiento usual,1
"('NYHA', 'new yorl health asosiation')",NYHA,new yorl health asosiation,1
"('RISC II', 'revised injury severity classification score ii')",RISC II,revised injury severity classification score ii,1
"('PEL', 'protoporfirina eritrocítica libre')",PEL,protoporfirina eritrocítica libre,1
"('CSA', 'ciclosporina a')",CSA,ciclosporina a,1
"('GBA', 'glucemia basal alterada')",GBA,glucemia basal alterada,1
"('ATP', 'angioplastía transluminal percutánea')",ATP,angioplastía transluminal percutánea,1
"('NACS', 'neumonía asociada al cuidado sanitario')",NACS,neumonía asociada al cuidado sanitario,1
"('PNED', 'progetto nazionale emorragia digestiva')",PNED,progetto nazionale emorragia digestiva,1
"('ATI°', 'a*b* y se estimó el ángulo tipológico individual')",ATI°,a*b* y se estimó el ángulo tipológico individual,1
"('DE', 'de 80,1 años')",DE,"de 80,1 años",1
"('DNO', 'dispepsia no organica')",DNO,dispepsia no organica,1
"('MIS', 'memory impairment screen')",MIS,memory impairment screen,1
"('EPA', 'eicosapentanoico 20:5 n3')",EPA,eicosapentanoico 20:5 n3,1
"('SUN', 'seguimiento universidad de navarra')",SUN,seguimiento universidad de navarra,1
"('NIHSS', 'national institute of health stroke scale')",NIHSS,national institute of health stroke scale,1
"('CEA', 'carcinoembrionario')",CEA,carcinoembrionario,1
"('EK', 'egen klassifikation')",EK,egen klassifikation,1
"('NNT', 'número necesario a tratar')",NNT,número necesario a tratar,1
"('RM', 'resonancia magnetica')",RM,resonancia magnetica,2
"('CV', 'carcinoma vesical')",CV,carcinoma vesical,1
"('GRD', 'grupos relacionados por el diagnóstico')",GRD,grupos relacionados por el diagnóstico,1
"('HPB', 'hiperplasia prostática benigna')",HPB,hiperplasia prostática benigna,1
"('GOS', 'glasgow outcome score')",GOS,glasgow outcome score,1
"('LRINEC', 'laboratory risk indicator for necrotizing fasciitis')",LRINEC,laboratory risk indicator for necrotizing fasciitis,1
"('ECA', 'enzima conversora de la angiotensina')",ECA,enzima conversora de la angiotensina,1
"('HTA', 'hipertensión arterial')",HTA,hipertensión arterial,5
"('SSp', 'síndrome de sjögren primario')",SSp,síndrome de sjögren primario,1
"('SSPA 7', 'servicio de salud pública del área 7')",SSPA 7,servicio de salud pública del área 7,1
"('IC 95%', 'intervalos de confianza al 95%')",IC 95%,intervalos de confianza al 95%,1
"('DIS-III-R', 'diagnostic interview schedule. tercera versión revisada')",DIS-III-R,diagnostic interview schedule. tercera versión revisada,1
"('IRA', 'insuficiencia renal aguda')",IRA,insuficiencia renal aguda,1
"('Tnc T-es', 'troponina cardiaca t de elevada sensibilidad')",Tnc T-es,troponina cardiaca t de elevada sensibilidad,1
"('OP', 'osteoporosis')",OP,osteoporosis,1
"('GEMEBA', 'grupo de estudio del mesotelioma en barcelona')",GEMEBA,grupo de estudio del mesotelioma en barcelona,1
"('UDAI', 'unidad domiciliaria de atención integral')",UDAI,unidad domiciliaria de atención integral,1
"('VINCat', 'vigilancia de la infección nosocomial en cataluña')",VINCat,vigilancia de la infección nosocomial en cataluña,1
"('t/b', 'tobillo/brazo')",t/b,tobillo/brazo,1
"('IATTGI', 'intergrupo argentino para el tratamiento de los tumores gastro-intestinales')",IATTGI,intergrupo argentino para el tratamiento de los tumores gastro-intestinales,1
"('AFHAP', 'abordaje farmacológico de la hipertensión en atención primaria')",AFHAP,abordaje farmacológico de la hipertensión en atención primaria,1
"('SAHS', 'síndrome de apnea-hipopnea durante el sueño')",SAHS,síndrome de apnea-hipopnea durante el sueño,1
"('MPD', 'marcapasos definitivos')",MPD,marcapasos definitivos,1
"('CC', 'composición corporal')",CC,composición corporal,2
"('CHCC', 'chapel hill consensus conference')",CHCC,chapel hill consensus conference,1
"('ECG-IC', 'electrocardiográfico intracavitario')",ECG-IC,electrocardiográfico intracavitario,2
"('ES', 'esclerosis sistémica')",ES,esclerosis sistémica,1
"('TRRC', 'terapia de reemplazo renal continuo')",TRRC,terapia de reemplazo renal continuo,1
"('OMS', 'organización mundial de la salud')",OMS,organización mundial de la salud,4
"('NACTA', 'neumonía adquirida en la comunidad tratada ambulatoriamente')",NACTA,neumonía adquirida en la comunidad tratada ambulatoriamente,1
"('PAB', 'prostatitis aguda bacteriana')",PAB,prostatitis aguda bacteriana,1
"('ERC', 'escala de reserva cognitiva')",ERC,escala de reserva cognitiva,1
"('OR', 'odss ratio')",OR,odss ratio,2
"('REVERSE', 'registro sobre la cardioversión en españa')",REVERSE,registro sobre la cardioversión en españa,1
"('LT', 'laringuectomía total')",LT,laringuectomía total,1
"('HNERM', 'hospital nacional de edgardo rebagliati martins')",HNERM,hospital nacional de edgardo rebagliati martins,1
"('TMB', 'tasa metabólica basal')",TMB,tasa metabólica basal,1
"('GEODA', 'grupo de estudio observacional de la dependencia alcohólica')",GEODA,grupo de estudio observacional de la dependencia alcohólica,1
"('PXG', 'pielonefritis xantogranulomatosa')",PXG,pielonefritis xantogranulomatosa,1
"('Minsa', 'ministerio de salud')",Minsa,ministerio de salud,1
"('MM', 'mujeres mayores')",MM,mujeres mayores,2
"('as', 'ancianos')",as,ancianos,1
"('HBP', 'hiperplasia benigna de la próstata')",HBP,hiperplasia benigna de la próstata,1
"('AINE', 'antiinflamatorios no esteroideos')",AINE,antiinflamatorios no esteroideos,1
"('STC', 'sindrome del tunel carpiano')",STC,sindrome del tunel carpiano,2
"('CCP', 'cuidado centrado en las personas')",CCP,cuidado centrado en las personas,1
"('IOM', 'institute of medicine»')",IOM,institute of medicine»,1
"('SM', 'síndrome metabólico')",SM,síndrome metabólico,13
"('SOCALPAR', 'sociedad castellano-leonesa de patología respiratoria')",SOCALPAR,sociedad castellano-leonesa de patología respiratoria,1
"('DP', 'diálisis peritoneal')",DP,diálisis peritoneal,3
"('STIR', 'short-tau inversion-recovery')",STIR,short-tau inversion-recovery,1
"('FOO', 'fiebre de origen oscuro')",FOO,fiebre de origen oscuro,1
"('CP', 'cáncer de próstata')",CP,cáncer de próstata,1
"('HR', 'hazard ratio')",HR,hazard ratio,1
"('ADA', 'adalimumab')",ADA,adalimumab,2
"('EHNA', 'esteatohepatitis no alcohólica')",EHNA,esteatohepatitis no alcohólica,3
"('CS', 'coeficiente de spearman')",CS,coeficiente de spearman,1
"('PEL', 'protoporfirina eritrocitaria libre')",PEL,protoporfirina eritrocitaria libre,1
"('SNG', 'sonda nasogástrica')",SNG,sonda nasogástrica,1
"('SIDA', 'síndrome de inmunodeficiencia adquirida')",SIDA,síndrome de inmunodeficiencia adquirida,1
"('MED', 'mediterránea')",MED,mediterránea,1
"('EDSS', 'expanded disability status scale')",EDSS,expanded disability status scale,1
"('TB', 'tuberculosis')",TB,tuberculosis,2
"('QUALIDIAB', 'quality of diabetes care')",QUALIDIAB,quality of diabetes care,1
"('pacientes', 'personas con sobrepeso u obesidad, interesadas en usar orlistat (prospectos) o usuarios')",pacientes,"personas con sobrepeso u obesidad, interesadas en usar orlistat (prospectos) o usuarios",1
"('LOLA', 'l-ornitina l-aspartato')",LOLA,l-ornitina l-aspartato,1
"('HSDC', 'hematoma subdural cronico')",HSDC,hematoma subdural cronico,1
"('EEI', 'esofágico inferior')",EEI,esofágico inferior,1
"('Ara-C-AD', 'arabinósido de citosina a altas dosis')",Ara-C-AD,arabinósido de citosina a altas dosis,1
"('DPCA', 'diálisis peritoneal continua ambulatoria')",DPCA,diálisis peritoneal continua ambulatoria,2
"('LLC', 'leucemla linfocítica crónica')",LLC,leucemla linfocítica crónica,1
"('MD', 'merle daubigné')",MD,merle daubigné,1
"('PR', 'patógenos resistentes')",PR,patógenos resistentes,1
"('EMJ', 'epilepsia mioclonica juvenil')",EMJ,epilepsia mioclonica juvenil,2
"('GIST', 'gastroinestinal')",GIST,gastroinestinal,1
"('IMID', 'inmunomediadas')",IMID,inmunomediadas,2
"('CE', 'coste-efectividad')",CE,coste-efectividad,1
"('IA', 'incidencias acumuladas')",IA,incidencias acumuladas,1
"('GOLD', 'global initiative for chronic obstructive lung disease')",GOLD,global initiative for chronic obstructive lung disease,1
"('BMQ', 'beliefs about medicines questionnare')",BMQ,beliefs about medicines questionnare,1
"('EAI', 'epilepsia de ausencias infantil')",EAI,epilepsia de ausencias infantil,1
"('EEG', 'electroencefalograma')",EEG,electroencefalograma,1
"('TCS', 'trastornos por consumo de sustancias')",TCS,trastornos por consumo de sustancias,1
"('ECV', 'enfermedad cardiovascular')",ECV,enfermedad cardiovascular,2
"('TASPE', 'trasplante autólogo de progenitores hematopoyéticos de sangre periférica')",TASPE,trasplante autólogo de progenitores hematopoyéticos de sangre periférica,1
"('RA', 'riesgo atribuible')",RA,riesgo atribuible,1
"('END', 'escala numérica de dolor')",END,escala numérica de dolor,1
"('CA', 'circunferencia abdominal')",CA,circunferencia abdominal,1
"('URS', 'ureterorrenoscopia')",URS,ureterorrenoscopia,1
"('DAS', 'diámetro abdominal sagital')",DAS,diámetro abdominal sagital,1
"('Ft', 'ferritina')",Ft,ferritina,1
"('SAS', 'síntomas asociados con el sueño')",SAS,síntomas asociados con el sueño,1
"('GCA', 'gastritis crónica antral')",GCA,gastritis crónica antral,3
"('HMO', 'health maintenance organizations')",HMO,health maintenance organizations,1
"('HHM', 'hemohidrometría')",HHM,hemohidrometría,1
"('CPNM', 'carcinoma de pulmón no microcelular')",CPNM,carcinoma de pulmón no microcelular,1
"('AP', 'admisión primaria')",AP,admisión primaria,1
"('GEIH', 'grupo de estudio de infección hospitalaria')",GEIH,grupo de estudio de infección hospitalaria,1
"('AV', 'acceso vascular')",AV,acceso vascular,1
"('MEC', 'medidas cognitivas')",MEC,medidas cognitivas,1
"('ECA', 'enzima de conversíon de la angiotensina')",ECA,enzima de conversíon de la angiotensina,1
"('EPR', 'esofagitis por reflujo')",EPR,esofagitis por reflujo,1
"('PCNA', 'proliferacion celular')",PCNA,proliferacion celular,1
"('CoRIS', 'con infección por vih sin tratamiento antirretroviral previo')",CoRIS,con infección por vih sin tratamiento antirretroviral previo,1
"('HNF', 'heparina no fraccionada')",HNF,heparina no fraccionada,1
"('MUSIC', 'muerte súbita en insuficiencia cardíaca')",MUSIC,muerte súbita en insuficiencia cardíaca,1
"('RIETE', 'registro informatizado de pacientes con enfermedad tromboembólica en españa')",RIETE,registro informatizado de pacientes con enfermedad tromboembólica en españa,1
"('VMNI', 'ventilación mecánica no invasiva')",VMNI,ventilación mecánica no invasiva,1
"('SCID', 'síndrome de coagulación intravascular diseminada')",SCID,síndrome de coagulación intravascular diseminada,1
"('ACR', 'american college of rheumatology')",ACR,american college of rheumatology,1
"('PV', 'pitiriasis versicolor')",PV,pitiriasis versicolor,1
"('IGEV', 'inmunogtlobulina g humana endovenosa')",IGEV,inmunogtlobulina g humana endovenosa,1
"('CAMCOG', 'cambridge cognitive examination')",CAMCOG,cambridge cognitive examination,1
"('BPYR', 'by-pass gástrico en y de roux')",BPYR,by-pass gástrico en y de roux,1
"('IMSS', 'instituto mexicano del seguro social')",IMSS,instituto mexicano del seguro social,7
"('TDP', 'test digital de percepción')",TDP,test digital de percepción,1
"('PCM', 'primer contacto médico')",PCM,primer contacto médico,1
"('TIP', 'trombocitopenia inmune primaria')",TIP,trombocitopenia inmune primaria,1
"('IC', 'intervalo de confianza')",IC,intervalo de confianza,4
"('HD', 'hemodiálisis')",HD,hemodiálisis,5
"('VFG', 'velocidad de filtración glomerular')",VFG,velocidad de filtración glomerular,1
"('Fontana', 'forma de ‘‘y’’ usando sutura mecánica no reabsorbible')",Fontana,forma de ‘‘y’’ usando sutura mecánica no reabsorbible,1
"('GPAA', 'glaucoma primario de ángulo abierto')",GPAA,glaucoma primario de ángulo abierto,1
"('CMLALM', 'centro médico “lic. adolfo lópez mateos”')",CMLALM,centro médico “lic. adolfo lópez mateos”,1
