pair,acronym,description,frequency
"('ECLAMC', 'estudio colaborativo latino americano de malformaciones congénitas')",ECLAMC,estudio colaborativo latino americano de malformaciones congénitas,2
"('GCCB-S', 'grupo cooperativo de carcinoma broncogénico de separ')",GCCB-S,grupo cooperativo de carcinoma broncogénico de separ,1
"('ITS', 'infecciones de transmisión sexual')",ITS,infecciones de transmisión sexual,3
"('DT2', 'diabetes tipo 2')",DT2,diabetes tipo 2,3
"('VHC', 'virus de la hepatitis c')",VHC,virus de la hepatitis c,3
"('SOH', 'sangre oculta en heces')",SOH,sangre oculta en heces,1
"('ENSE', 'encuesta nacional de salud de españa')",ENSE,encuesta nacional de salud de españa,1
"('CRM', 'customer relationship management')",CRM,customer relationship management,1
"('NCI', 'national cancer institute')",NCI,national cancer institute,1
"('TANIT', 'tamiz auditivo neonatal e intervención temprana')",TANIT,tamiz auditivo neonatal e intervención temprana,1
"('HDM', 'hemodiálisis de mantenimiento')",HDM,hemodiálisis de mantenimiento,1
"('CF', 'condición física')",CF,condición física,3
"('PM(2,5)', 'partículas de diámetro inferior a 2,5 micras')","PM(2,5)","partículas de diámetro inferior a 2,5 micras",1
"('GEO', 'gravedad específica de la orina')",GEO,gravedad específica de la orina,1
"('HaD', 'hospitalización a\xa0domicilio')",HaD,hospitalización a domicilio,1
"('NH', 'neoplasias hematológicas')",NH,neoplasias hematológicas,1
"('HAP', 'hipertensión arterial pulmonar')",HAP,hipertensión arterial pulmonar,1
"('BIC', 'bayesian information criterion')",BIC,bayesian information criterion,1
"('SCOPA-Cog', ""scales for outcomes in parkinson's disease-cognition"")",SCOPA-Cog,scales for outcomes in parkinson's disease-cognition,1
"('IC95', 'intervalos de confianza al 95%')",IC95,intervalos de confianza al 95%,1
"('H-LDL', 'hipercolesterolemia-ldl')",H-LDL,hipercolesterolemia-ldl,1
"('AGEMZA', 'academia general militar de zaragoza')",AGEMZA,academia general militar de zaragoza,1
"('iam', 'infarto agudo de miocardio')",iam,infarto agudo de miocardio,1
"('TRA', 'técnicas de reproducción asistida')",TRA,técnicas de reproducción asistida,1
"('ITL', 'infección tuberculosa latente')",ITL,infección tuberculosa latente,3
"('ODS', 'objetivos de desarrollo sostenible')",ODS,objetivos de desarrollo sostenible,2
"('MAPA', 'monitorización ambulatoria de presión arterial')",MAPA,monitorización ambulatoria de presión arterial,1
"('IMIP', 'intención de migrar al interior del país')",IMIP,intención de migrar al interior del país,1
"('PMIT', 'proyecto multicéntrico de investigación en tuberculosis')",PMIT,proyecto multicéntrico de investigación en tuberculosis,2
"('OC', 'otras carreras')",OC,otras carreras,1
"('II', 'inmunodeficiencia humana')",II,inmunodeficiencia humana,1
"('EF', 'educación física')",EF,educación física,1
"('FIVTE', 'fertilización in vitro con transferencia de embriones')",FIVTE,fertilización in vitro con transferencia de embriones,1
"('GEMPO', 'grupo de estudio de morbimortalidad postoperatoria')",GEMPO,grupo de estudio de morbimortalidad postoperatoria,1
"('SEIMC', 'sociedad española de enfermedades infecciosas y microbiología clínica')",SEIMC,sociedad española de enfermedades infecciosas y microbiología clínica,2
"('CG', 'carga glucémica')",CG,carga glucémica,1
"('AUDIT-C', 'alcohol use disorders identification test – consumption')",AUDIT-C,alcohol use disorders identification test – consumption,1
"('BLEE', 'betalactamasas de espectro extendido')",BLEE,betalactamasas de espectro extendido,1
"('TCC', 'tumores del cuerpo carotídeo')",TCC,tumores del cuerpo carotídeo,1
"('EIA', 'enzimoinmunoanálisis')",EIA,enzimoinmunoanálisis,2
"('SCORE', 'systematic coronary risk evaluation')",SCORE,systematic coronary risk evaluation,1
"('NSE', 'nivel socioeconómico')",NSE,nivel socioeconómico,2
"('EIICEA', 'estudio asturiano en cinco áreas')",EIICEA,estudio asturiano en cinco áreas,1
"('IgE', 'inmunoglobulina e')",IgE,inmunoglobulina e,1
"('UDVP', 'usuarios de drogas por vía parenteral')",UDVP,usuarios de drogas por vía parenteral,1
"('RENAC', 'red nacional de anomalías congénitas')",RENAC,red nacional de anomalías congénitas,2
"('SAAS', 'sin antecedente de abuso sexual')",SAAS,sin antecedente de abuso sexual,1
"('PRL', 'prostatectomía radical laparoscópica')",PRL,prostatectomía radical laparoscópica,1
"('RCEI', 'relación costeeficacia incremental')",RCEI,relación costeeficacia incremental,1
"('HSH', 'hombres que tienen sexo con hombres')",HSH,hombres que tienen sexo con hombres,1
"('CIR', 'crecimiento intrauterino')",CIR,crecimiento intrauterino,1
"('PubMed', 'publicados en medline')",PubMed,publicados en medline,1
"('IC 95%', 'intervalo de confianza del 95%')",IC 95%,intervalo de confianza del 95%,1
"('SPI', 'sindrome de piernas inquietas')",SPI,sindrome de piernas inquietas,1
"('EHGNA', 'enfermedad por hígado graso no alcohólico')",EHGNA,enfermedad por hígado graso no alcohólico,1
"('ITA', 'incapacidad temporal atribuible')",ITA,incapacidad temporal atribuible,1
"('REDIP', 'registro español de inmunodeficiencias primarias')",REDIP,registro español de inmunodeficiencias primarias,1
"('Venezuela', 'venezolano de la encefalomielitis equina ocurrida en 1962 en el estado zulia')",Venezuela,venezolano de la encefalomielitis equina ocurrida en 1962 en el estado zulia,1
"('HaD', 'hospitalización a domicilio')",HaD,hospitalización a domicilio,1
"('FRCV', 'factores de riesgo cardiovascular')",FRCV,factores de riesgo cardiovascular,4
"('EV', 'enterovirus sp.')",EV,enterovirus sp.,1
"('REPIR', 'registro español pediátrico de insuficiencia renal terminal')",REPIR,registro español pediátrico de insuficiencia renal terminal,1
"('EO', 'enfermedad osteoarticular')",EO,enfermedad osteoarticular,1
"('EEV', 'encefalitis equina venezolana')",EEV,encefalitis equina venezolana,1
"('IN', 'infección nosocomial')",IN,infección nosocomial,2
"('PPCI', 'pubertad precoz central idiopatica')",PPCI,pubertad precoz central idiopatica,1
"('HC', 'hemicranea continua')",HC,hemicranea continua,1
"('EPG', 'enfermedad periodontal grave')",EPG,enfermedad periodontal grave,1
"('CITBM', 'centro de investigaciones, tecnológicas, biomédicas y medioambientales')",CITBM,"centro de investigaciones, tecnológicas, biomédicas y medioambientales",1
"('CTR', 'cistectomía radical')",CTR,cistectomía radical,1
"('PGN', 'pacientes (75,8%) con glucosa normalizada')",PGN,"pacientes (75,8%) con glucosa normalizada",1
"('BPT', 'bajo peso a término')",BPT,bajo peso a término,1
"('CA', 'conducta alimentaria')",CA,conducta alimentaria,1
"('RCV', 'riesgo cardiovascular')",RCV,riesgo cardiovascular,2
"('AAS', 'antecedente de abuso sexual')",AAS,antecedente de abuso sexual,1
"('REV-H-30d', 'revisita a urgencias u hospitalización por ica a 30 días')",REV-H-30d,revisita a urgencias u hospitalización por ica a 30 días,1
"('ANCA', 'anticitoplasma de los neutrófilos')",ANCA,anticitoplasma de los neutrófilos,1
"('LME', 'lactancia materna exclusiva')",LME,lactancia materna exclusiva,2
"('LEPR', 'lep o en su receptor')",LEPR,lep o en su receptor,1
"('MIAP', 'maltrato entre iguales por abuso de poder')",MIAP,maltrato entre iguales por abuso de poder,1
"('RPa', 'razones de prevalencia ajustadas')",RPa,razones de prevalencia ajustadas,1
"('Sinais', 'sistema nacional de información en salud')",Sinais,sistema nacional de información en salud,1
"('AVAD', 'años de vida ajustados por discapacidad')",AVAD,años de vida ajustados por discapacidad,1
"('CAS', 'composite abuse scale')",CAS,composite abuse scale,1
"('PA', 'presión arterial')",PA,presión arterial,1
"('E12', 'españa 0012')",E12,españa 0012,1
"('DM', 'diabetes mellitus')",DM,diabetes mellitus,7
"('SARM', 'staphylococcus aureus resistente a meticilina')",SARM,staphylococcus aureus resistente a meticilina,1
"('GEMI', 'grupo de estudio multicéntrico del infarto')",GEMI,grupo de estudio multicéntrico del infarto,1
"('SUH', 'servicios de urgencias hospitalarios')",SUH,servicios de urgencias hospitalarios,4
"('IR', 'insulino resistencia')",IR,insulino resistencia,1
"('APOE', 'apolipoproteína e')",APOE,apolipoproteína e,1
"('SWLS', 'satisfaction with life scale')",SWLS,satisfaction with life scale,1
"('AUDIT', 'alcohol use disorders identification test')",AUDIT,alcohol use disorders identification test,1
"('GMSI', 'gamapatía monoclonal de significado indeterminado')",GMSI,gamapatía monoclonal de significado indeterminado,1
"('LC', 'leucemia cutis')",LC,leucemia cutis,1
"('FA', 'fibrilación auricular')",FA,fibrilación auricular,1
"('VitD', 'vitamina d')",VitD,vitamina d,1
"('PNAnc', 'pna no complicadas')",PNAnc,pna no complicadas,1
"('FQ', 'fibrosis quística')",FQ,fibrosis quística,1
"('EA', 'estudios aleatorizados')",EA,estudios aleatorizados,1
"('PRL', 'prolactina')",PRL,prolactina,1
"('EC', 'europa central')",EC,europa central,1
"('ZSO', 'zona suroeste')",ZSO,zona suroeste,1
"('ENSIN 2010', 'encuesta nacional de la situacion nutricional 2010')",ENSIN 2010,encuesta nacional de la situacion nutricional 2010,1
"('ROP', 'retinopatía del prematuro')",ROP,retinopatía del prematuro,1
"('as', 'agricultores y sus compañeros')",as,agricultores y sus compañeros,1
"('IR', 'inferior a la recomendada')",IR,inferior a la recomendada,1
"('CN', 'complicaciones neurologicas')",CN,complicaciones neurologicas,1
"('RedMIVA', 'red de vigilancia microbiológica de la comunidad valenciana')",RedMIVA,red de vigilancia microbiológica de la comunidad valenciana,1
"('TVU', 'tumores de vías urinarias')",TVU,tumores de vías urinarias,1
"('DCP', 'desnutrición calórico-proteica')",DCP,desnutrición calórico-proteica,1
"('MSII', 'muerte súbita inesperada infantil')",MSII,muerte súbita inesperada infantil,1
"('CMC', 'consulta monografica de cefaleas')",CMC,consulta monografica de cefaleas,1
"('BN', 'binomial negativa')",BN,binomial negativa,1
"('AF', 'actividad física')",AF,actividad física,5
"('VGE', 'vacuna de la gripe estacional')",VGE,vacuna de la gripe estacional,1
"('STE', 'síndrome tóxico epidémico')",STE,síndrome tóxico epidémico,1
"('copep-es', 'copeptina de elevada sensibilidad')",copep-es,copeptina de elevada sensibilidad,1
"('AF', 'atención farmacéutica')",AF,atención farmacéutica,1
"('RN', 'receptores nucleares')",RN,receptores nucleares,1
"('RAD', 'reacción aguda tras consumo de drogas')",RAD,reacción aguda tras consumo de drogas,1
"('VNI', 'ventilación no invasiva')",VNI,ventilación no invasiva,1
"('MIPSE', ""mortalidad innecesariamente prematura y sanitariamente evitable'"")",MIPSE,mortalidad innecesariamente prematura y sanitariamente evitable',1
"('GMSI', 'gammapatías monoclonales de significado indeterminado')",GMSI,gammapatías monoclonales de significado indeterminado,1
"('GLOMANCHA', 'glomerulonefritis en castilla-la mancha')",GLOMANCHA,glomerulonefritis en castilla-la mancha,1
"('TN', 'triple negativo')",TN,triple negativo,1
"('RN', 'recién nacido')",RN,recién nacido,2
"('CIN III', 'casos de neoplasia intraepitelial grado iii')",CIN III,casos de neoplasia intraepitelial grado iii,1
"('R.G.E.', 'reflujo gastroesofágico')",R.G.E.,reflujo gastroesofágico,1
"('PGR', 'pérdida gestacional recurrente')",PGR,pérdida gestacional recurrente,1
"('CCU-112', 'coordinador de urgencias y emergencias-112')",CCU-112,coordinador de urgencias y emergencias-112,1
"('EP', 'estrés percibido')",EP,estrés percibido,1
"('FI', 'fracaso intestinal')",FI,fracaso intestinal,1
"('CCAA', 'comunidades y ciudades autónomas')",CCAA,comunidades y ciudades autónomas,1
"('cLDL', 'colesterol ldl')",cLDL,colesterol ldl,2
"('CI', 'control de ingestas')",CI,control de ingestas,1
"('IGU', 'infecciones genitourinarias')",IGU,infecciones genitourinarias,1
"('EC', 'estenosis carotidea')",EC,estenosis carotidea,1
"('TRE', 'terapia de rehidratación endovenosa')",TRE,terapia de rehidratación endovenosa,1
"('SEPAR', 'sociedad española de neumología y cirugía torácica')",SEPAR,sociedad española de neumología y cirugía torácica,1
"('CM', 'cáncer de mama')",CM,cáncer de mama,1
"('DMT2', 'diabetes mellitus tipo 2')",DMT2,diabetes mellitus tipo 2,3
"('CIE-9', 'clasificación internacional de enfermedades, 9.(a) revisión')",CIE-9,"clasificación internacional de enfermedades, 9.(a) revisión",1
"('LIEBG', 'lesión intraepitelial escamosa de bajo grado')",LIEBG,lesión intraepitelial escamosa de bajo grado,1
"('CCU', 'cáncer de cuello uterino')",CCU,cáncer de cuello uterino,1
"('SIDA', 'síndrome de inmunodeficiencia humana adquirida')",SIDA,síndrome de inmunodeficiencia humana adquirida,1
"('CAT', 'comisaría general de abastecimientos y transportes')",CAT,comisaría general de abastecimientos y transportes,1
"('SVGE', 'sistema de vigilancia de la gripe en españa')",SVGE,sistema de vigilancia de la gripe en españa,1
"('ESO', 'educación secundaria obligatoria')",ESO,educación secundaria obligatoria,1
"('FID', 'federación internacional de diabetes')",FID,federación internacional de diabetes,1
"('NYHA', 'new yorl health asosiation')",NYHA,new yorl health asosiation,1
"('RISC II', 'revised injury severity classification score ii')",RISC II,revised injury severity classification score ii,1
"('RHAI', 'reacción de hemaglutinación indirecta')",RHAI,reacción de hemaglutinación indirecta,1
"('PSRs', 'puntuaciones sumarias recientes')",PSRs,puntuaciones sumarias recientes,1
"('SEM', 'servicios de emergencias médicas')",SEM,servicios de emergencias médicas,1
"('GBA', 'glucemia basal alterada')",GBA,glucemia basal alterada,1
"('DR', 'dificultad respiratoria')",DR,dificultad respiratoria,1
"('INMA', 'infancia y medio ambiente')",INMA,infancia y medio ambiente,1
"('PNED', 'progetto nazionale emorragia digestiva')",PNED,progetto nazionale emorragia digestiva,1
"('cHDL', 'colesterol hdl')",cHDL,colesterol hdl,2
"('CR', 'cefalea en racimos')",CR,cefalea en racimos,1
"('CIRH', 'centro de investigación en reproducción humana')",CIRH,centro de investigación en reproducción humana,1
"('LIEAG', 'lesión intraepitelial escamosa de alto grado')",LIEAG,lesión intraepitelial escamosa de alto grado,1
"('MINI', 'mini international neuropsychiatric interview')",MINI,mini international neuropsychiatric interview,1
"('BEDS', 'bipolar eating disorder scale')",BEDS,bipolar eating disorder scale,1
"('EW', 'enfermedad de wilson')",EW,enfermedad de wilson,1
"('MN', 'meningitis neonatal')",MN,meningitis neonatal,1
"('DE', 'de 80,1 años')",DE,"de 80,1 años",1
"('zIMC', 'z del índice de masa corporal')",zIMC,z del índice de masa corporal,1
"('TGO', 'transaminasa glutamico oxalacetica')",TGO,transaminasa glutamico oxalacetica,1
"('CHMSS', 'complejo hospitalario metropolitano del seguro social')",CHMSS,complejo hospitalario metropolitano del seguro social,1
"('G6FD', 'glucosa-6-fosfato dehidrogenasa eritrocítica')",G6FD,glucosa-6-fosfato dehidrogenasa eritrocítica,1
"('Gln', 'glutamina')",Gln,glutamina,1
"('SUN', 'seguimiento universidad de navarra')",SUN,seguimiento universidad de navarra,1
"('DCI', 'desnutrición crónica infantil')",DCI,desnutrición crónica infantil,2
"('NIHSS', 'national institute of health stroke scale')",NIHSS,national institute of health stroke scale,1
"('NNT', 'número necesario a tratar')",NNT,número necesario a tratar,1
"('NGPP', 'neisseria gonorrhoeae productoras de penicilinasa')",NGPP,neisseria gonorrhoeae productoras de penicilinasa,1
"('CV', 'carcinoma vesical')",CV,carcinoma vesical,1
"('SEIMC', 'sociedad española enfermedades infecciosas y microbiología clínica')",SEIMC,sociedad española enfermedades infecciosas y microbiología clínica,1
"('GENTE', 'grupo de estudio de nuevas terapias de enfermedades reumáticas')",GENTE,grupo de estudio de nuevas terapias de enfermedades reumáticas,1
"('HTA', 'hipertensión arterial')",HTA,hipertensión arterial,4
"('PM10', 'partículas menores de 10 µm')",PM10,partículas menores de 10 µm,1
"('SSPA 7', 'servicio de salud pública del área 7')",SSPA 7,servicio de salud pública del área 7,1
"('IC 95%', 'intervalos de confianza al 95%')",IC 95%,intervalos de confianza al 95%,4
"('SIDA', 'sindrome de immunodeficiencia adquirida')",SIDA,sindrome de immunodeficiencia adquirida,1
"('Tnc T-es', 'troponina cardiaca t de elevada sensibilidad')",Tnc T-es,troponina cardiaca t de elevada sensibilidad,1
"('OP', 'osteoporosis')",OP,osteoporosis,1
"('GEMEBA', 'grupo de estudio del mesotelioma en barcelona')",GEMEBA,grupo de estudio del mesotelioma en barcelona,1
"('TARGA', 'tratamiento antirretroviral de gran actividad')",TARGA,tratamiento antirretroviral de gran actividad,1
"('VINCat', 'vigilancia de la infección nosocomial en cataluña')",VINCat,vigilancia de la infección nosocomial en cataluña,1
"('EC', 'enfermedad colelitiasica')",EC,enfermedad colelitiasica,1
"('MPD', 'marcapasos definitivos')",MPD,marcapasos definitivos,1
"('PIVh', 'parainfluenza virus humano')",PIVh,parainfluenza virus humano,1
"('ES', 'esclerosis sistémica')",ES,esclerosis sistémica,1
"('LEP', 'leptina')",LEP,leptina,1
"('M-30d', 'mortalidad por cualquier causa a 30 días')",M-30d,mortalidad por cualquier causa a 30 días,1
"('GEN-VN', 'grupo de estudios neonatales vasco-navarro')",GEN-VN,grupo de estudios neonatales vasco-navarro,1
"('SP+O', 'sobrepeso y obe\xadsidad')",SP+O,sobrepeso y obe­sidad,1
"('OMS', 'organización mundial de la salud')",OMS,organización mundial de la salud,9
"('UE', 'unión europea')",UE,unión europea,1
"('PAB', 'prostatitis aguda bacteriana')",PAB,prostatitis aguda bacteriana,1
"('VCMP', 'vincristina, ciclofosfamida, melfalán y prednisona')",VCMP,"vincristina, ciclofosfamida, melfalán y prednisona",1
"('CC', 'circunferencia de cintura')",CC,circunferencia de cintura,1
"('IIEF', 'internacional de disfuncion erectil')",IIEF,internacional de disfuncion erectil,1
"('MM', 'mujeres mayores')",MM,mujeres mayores,1
"('HBP', 'hiperplasia benigna de la próstata')",HBP,hiperplasia benigna de la próstata,1
"('AINE', 'antiinflamatorios no esteroideos')",AINE,antiinflamatorios no esteroideos,3
"('PAOP', 'productos avanzados de oxidación proteica')",PAOP,productos avanzados de oxidación proteica,1
"('LME', 'lista de medicamentos esenciales')",LME,lista de medicamentos esenciales,1
"('EP', 'enfermedades profesionales')",EP,enfermedades profesionales,1
"('IOP', 'instituto de orientación profesional de barcelona')",IOP,instituto de orientación profesional de barcelona,1
"('SM', 'síndrome metabólico')",SM,síndrome metabólico,18
"('SOCALPAR', 'sociedad castellano-leonesa de patología respiratoria')",SOCALPAR,sociedad castellano-leonesa de patología respiratoria,1
"('FOO', 'fiebre de origen oscuro')",FOO,fiebre de origen oscuro,1
"('PAPPS', 'programa de actividades preventivas y de promoción de la salud')",PAPPS,programa de actividades preventivas y de promoción de la salud,1
"('CP', 'cáncer de próstata')",CP,cáncer de próstata,2
"('HR', 'hazard ratio')",HR,hazard ratio,1
"('FIAB', 'federación de industrias de alimentación y bebidas')",FIAB,federación de industrias de alimentación y bebidas,1
"('Viannia', 'vectores infectados con leishmania')",Viannia,vectores infectados con leishmania,1
"('EHNA', 'esteatohepatitis no alcohólica')",EHNA,esteatohepatitis no alcohólica,3
"('FMIC', 'fondo mundial para la investigación sobre cáncer')",FMIC,fondo mundial para la investigación sobre cáncer,1
"('SIDA', 'síndrome de inmunodeficiencia adquirida')",SIDA,síndrome de inmunodeficiencia adquirida,12
"('FRS', 'familiares')",FRS,familiares,1
"('CNS', 'cartilla nacional de salud')",CNS,cartilla nacional de salud,1
"('TB', 'tuberculosis')",TB,tuberculosis,3
"('QUALIDIAB', 'quality of diabetes care')",QUALIDIAB,quality of diabetes care,1
"('pacientes', 'personas con sobrepeso u obesidad, interesadas en usar orlistat (prospectos) o usuarios')",pacientes,"personas con sobrepeso u obesidad, interesadas en usar orlistat (prospectos) o usuarios",1
"('ULM', 'unidades de lesionados medulares')",ULM,unidades de lesionados medulares,1
"('PNCT', 'programa nacional de control de la tuberculosis')",PNCT,programa nacional de control de la tuberculosis,1
"('XC', 'x-collar')",XC,x-collar,1
"('IC 95%', 'intervalos de confianza al 95 %')",IC 95%,intervalos de confianza al 95 %,1
"('AC-VIH', 'anticuerpos contra el virus de la inmunodeficiencia humana')",AC-VIH,anticuerpos contra el virus de la inmunodeficiencia humana,1
"('AIDL', 'absorcíon intestinal deficiente de lactosa')",AIDL,absorcíon intestinal deficiente de lactosa,1
"('DMPT', 'diabetes mellitus postrasplante')",DMPT,diabetes mellitus postrasplante,1
"('SPC', 'síndrome postcolecistectomía')",SPC,síndrome postcolecistectomía,1
"('CT', 'colesterol total')",CT,colesterol total,2
"('TS', 'trabajadoras sexuales')",TS,trabajadoras sexuales,1
"('EMJ', 'epilepsia mioclonica juvenil')",EMJ,epilepsia mioclonica juvenil,1
"('SG', 'supervivencia global')",SG,supervivencia global,1
"('SMSL', 'síndrome de la muerte súbita del lactante')",SMSL,síndrome de la muerte súbita del lactante,1
"('IMID', 'inmunomediadas')",IMID,inmunomediadas,2
"('SIDA', 'sarcoma epidémico de kaposi')",SIDA,sarcoma epidémico de kaposi,1
"('ENNyS', 'encuesta nacional de nutrición y salud')",ENNyS,encuesta nacional de nutrición y salud,1
"('IA', 'incidencias acumuladas')",IA,incidencias acumuladas,1
"('GESEPOC', 'guía española de la epoc')",GESEPOC,guía española de la epoc,1
"('sic.', 'social para la apropiación o ""empoderamiento""')",sic.,"social para la apropiación o ""empoderamiento""",1
"('ECV', 'enfermedad cardiovascular')",ECV,enfermedad cardiovascular,2
"('TASPE', 'trasplante autólogo de progenitores hematopoyéticos de sangre periférica')",TASPE,trasplante autólogo de progenitores hematopoyéticos de sangre periférica,1
"('DMRE', 'degeneración macular relacionada con la edad')",DMRE,degeneración macular relacionada con la edad,1
"('Ft', 'ferritina')",Ft,ferritina,1
"('VGA', 'vacuna de la gripe a h1n1')",VGA,vacuna de la gripe a h1n1,1
"('SAS', 'síntomas asociados con el sueño')",SAS,síntomas asociados con el sueño,1
"('P/E', 'para la edad')",P/E,para la edad,1
"('CPNM', 'carcinoma de pulmón no microcelular')",CPNM,carcinoma de pulmón no microcelular,1
"('GEIDAC', 'grupo español de investigación en dermatitis de contacto y alergia cutánea')",GEIDAC,grupo español de investigación en dermatitis de contacto y alergia cutánea,1
"('VHE', 'virus de la hepatitis e')",VHE,virus de la hepatitis e,1
"('GEIH', 'grupo de estudio de infección hospitalaria')",GEIH,grupo de estudio de infección hospitalaria,1
"('TEA', 'trastorno del espectro autista')",TEA,trastorno del espectro autista,2
"('II', 'inestables hospitalizados en barcelona')",II,inestables hospitalizados en barcelona,1
"('CoRIS', 'con infección por vih sin tratamiento antirretroviral previo')",CoRIS,con infección por vih sin tratamiento antirretroviral previo,1
"('T/E', 'talla para la edad')",T/E,talla para la edad,1
"('MUSIC', 'muerte súbita en insuficiencia cardíaca')",MUSIC,muerte súbita en insuficiencia cardíaca,1
"('SAHS', 'síndrome de apneas-hipopneas durante el sueño')",SAHS,síndrome de apneas-hipopneas durante el sueño,1
"('VHC', 'virus hepatitis c')",VHC,virus hepatitis c,2
"('MAT', 'microaglutinación')",MAT,microaglutinación,2
"('EFED', 'evaluación funcional endoscópica de la deglución')",EFED,evaluación funcional endoscópica de la deglución,1
"('PV', 'pitiriasis versicolor')",PV,pitiriasis versicolor,1
"('IMSS', 'instituto mexicano del seguro social')",IMSS,instituto mexicano del seguro social,6
"('EC', 'enfermedades cardiovasculares')",EC,enfermedades cardiovasculares,1
"('BRA-II', 'bloqueador del receptor de angiotensina ii')",BRA-II,bloqueador del receptor de angiotensina ii,1
"('ORs', 'odds ratios')",ORs,odds ratios,1
"('IC', 'intervalo de confianza')",IC,intervalo de confianza,1
"('HD', 'hemodiálisis')",HD,hemodiálisis,2
"('Fontana', 'forma de ‘‘y’’ usando sutura mecánica no reabsorbible')",Fontana,forma de ‘‘y’’ usando sutura mecánica no reabsorbible,1
"('ISVP', 'instrumento índice de severidad de violencia de pareja')",ISVP,instrumento índice de severidad de violencia de pareja,1
"('GPAA', 'glaucoma primario de ángulo abierto')",GPAA,glaucoma primario de ángulo abierto,1
"('R24', 'recordatorios de 24 horas')",R24,recordatorios de 24 horas,1
"('CMLALM', 'centro médico “lic. adolfo lópez mateos”')",CMLALM,centro médico “lic. adolfo lópez mateos”,1
"('TAR', 'tratamiento antirretroviral')",TAR,tratamiento antirretroviral,1
"('VIH', 'virus de la inmunodeficiencia del humano')",VIH,virus de la inmunodeficiencia del humano,1
"('CEBQ', 'child eating behaviour questionnaire')",CEBQ,child eating behaviour questionnaire,1
"('VPH-AR', 'virus del papiloma humano de alto riesgo')",VPH-AR,virus del papiloma humano de alto riesgo,2
"('BGN-MR', 'bacilos gram-negativos multirresistentes')",BGN-MR,bacilos gram-negativos multirresistentes,1
"('ECh', 'enfermedad de chagas')",ECh,enfermedad de chagas,1
"('AC', 'análisis conjunto')",AC,análisis conjunto,1
"('UC', 'unidades de cefalea')",UC,unidades de cefalea,1
"('CCU', 'cáncer de cérvix uterino')",CCU,cáncer de cérvix uterino,1
"('LVQOL', 'low vision quality of life')",LVQOL,low vision quality of life,1
"('MRT', 'mortalidad relacionada con el trasplante')",MRT,mortalidad relacionada con el trasplante,1
"('TR', 'termorresistente de leptospira')",TR,termorresistente de leptospira,1
