pair,acronym,description,frequency
"('UCI', 'unidad de cuidados intensivos')",UCI,unidad de cuidados intensivos,1
"('DPAE', 'dolor pélvico asociado a endometriosis')",DPAE,dolor pélvico asociado a endometriosis,1
"('RM', 'resonancia magnética fetal')",RM,resonancia magnética fetal,1
"('Nevil', 'nevus epidérmico verrugoso inflamatorio lineal')",Nevil,nevus epidérmico verrugoso inflamatorio lineal,1
"('TBP', 'trastorno bipolar')",TBP,trastorno bipolar,1
"('HTA', 'histerectomía abdominal')",HTA,histerectomía abdominal,1
"('FC', 'fotocoagulación con láser')",FC,fotocoagulación con láser,1
"('LNH', 'linfomas no hodgkin')",LNH,linfomas no hodgkin,1
"('CSPL', 'colposacropexia laparoscópica')",CSPL,colposacropexia laparoscópica,1
"('PP5', 'proteína placentaria 5')",PP5,proteína placentaria 5,1
"('VPH-AR', 'virus de papiloma humano de alto riesgo')",VPH-AR,virus de papiloma humano de alto riesgo,2
"('HTP', 'hipertensión pulmonar')",HTP,hipertensión pulmonar,1
"('PS', 'preeclampsia severa')",PS,preeclampsia severa,1
"('RR', 'riesgo relativo')",RR,riesgo relativo,1
"('HLAV', 'histerectomía laparoscópica asistida vaginalmente')",HLAV,histerectomía laparoscópica asistida vaginalmente,1
"('E.T.S.', 'enfermedades sexualmente transmitidas')",E.T.S.,enfermedades sexualmente transmitidas,1
"('LI', 'lesión intraepitelial')",LI,lesión intraepitelial,1
"('I.A.E.', 'inseminación artificial con semen del esposo')",I.A.E.,inseminación artificial con semen del esposo,1
"('P.E.M.A.', 'prueba de espermomigración alejada')",P.E.M.A.,prueba de espermomigración alejada,1
"('CC', 'cervical')",CC,cervical,1
"('E1', 'españa 0001')",E1,españa 0001,1
"('ETS', 'enfermedades de transmisión sexual')",ETS,enfermedades de transmisión sexual,2
"('SAEN', 'sociedad andaluza de endocrinología y nutrición')",SAEN,sociedad andaluza de endocrinología y nutrición,1
"('AEBI', 'asociación española de bioética y ética médica')",AEBI,asociación española de bioética y ética médica,1
"('TSP- 1', 'trombospondina-1')",TSP- 1,trombospondina-1,1
"('INPer', 'instituto nacional de perinatología')",INPer,instituto nacional de perinatología,1
"('TOC', 'trastorno obsesivo compulsivo')",TOC,trastorno obsesivo compulsivo,1
"('CEM', 'celulas escamosas en miniatura')",CEM,celulas escamosas en miniatura,1
"('AA', 'aguda')",AA,aguda,1
"('BACOVA', 'balance del contenido vaginal')",BACOVA,balance del contenido vaginal,1
"('PART', 'protocolo de amplificación de repeticiones teloméricas')",PART,protocolo de amplificación de repeticiones teloméricas,1
"('RM', 'reconstrucción mamaria')",RM,reconstrucción mamaria,1
"('EIP', 'enfermedad inflamatoria pélvica leve y moderada')",EIP,enfermedad inflamatoria pélvica leve y moderada,1
"('SOP', 'síndrome de ovario poliquístico')",SOP,síndrome de ovario poliquístico,2
"('ST', 'sepsis tardía')",ST,sepsis tardía,1
"('ICIQ-SF', 'incontinence questionnaire short-form')",ICIQ-SF,incontinence questionnaire short-form,1
"('SUH', 'servicio de urgencias hospitalario')",SUH,servicio de urgencias hospitalario,1
"('VPH', 'virus de papiloma humano')",VPH,virus de papiloma humano,7
"('R.T.C.', 'resección transcervical')",R.T.C.,resección transcervical,1
"('POP', 'prolapso de órganos pélvicos')",POP,prolapso de órganos pélvicos,1
"('PE', 'preeclampsia')",PE,preeclampsia,1
"('IGVPH', 'infección genital por el virus del papiloma humano')",IGVPH,infección genital por el virus del papiloma humano,1
"('ECLAMC', 'estudio colaborativo latinoamericano de malformaciones congénitas')",ECLAMC,estudio colaborativo latinoamericano de malformaciones congénitas,1
"('RM', 'razón de momios')",RM,razón de momios,1
"('VPI', 'volumen pulmonar ipsilateral')",VPI,volumen pulmonar ipsilateral,1
"('L/E', 'lecitina esfingomielina')",L/E,lecitina esfingomielina,1
"('DERA', 'desajuste emocional y recursos adaptativos en infertilidad')",DERA,desajuste emocional y recursos adaptativos en infertilidad,1
"('E.T.S.', 'enfermedades de transmisión sexual')",E.T.S.,enfermedades de transmisión sexual,1
"('OR', 'odds ratio')",OR,odds ratio,1
"('DIPI', 'directa intraperitoneal')",DIPI,directa intraperitoneal,1
"('LARCE', 'laboratorio regional de citología exfoliativa')",LARCE,laboratorio regional de citología exfoliativa,1
"('EVB', 'estados vaginales básicos')",EVB,estados vaginales básicos,1
"('Pap', 'papanicolaou')",Pap,papanicolaou,1
"('LEI', 'lesión escamosa intraepitelial')",LEI,lesión escamosa intraepitelial,1
