pair,acronym,description,frequency
"('ISO', 'infección de sitio operatorio')",ISO,infección de sitio operatorio,1
"('CC', 'cuchara')",CC,cuchara,1
"('TNO', 'tratamiento no operatorio')",TNO,tratamiento no operatorio,1
"('HTIC', 'hipertensión intracraneal')",HTIC,hipertensión intracraneal,1
"('ADMMR', 'artropatía por desgarro masivo del manguito de los rotadores')",ADMMR,artropatía por desgarro masivo del manguito de los rotadores,1
"('DBH', 'dopamina-beta-hidroxilasa')",DBH,dopamina-beta-hidroxilasa,1
"('LNI', 'lesiones no intencionales')",LNI,lesiones no intencionales,1
"('BS', 'banda sagital')",BS,banda sagital,1
"('SU', 'servicios de urgencias')",SU,servicios de urgencias,1
"('UCI', 'unidad de cuidados intensivos')",UCI,unidad de cuidados intensivos,1
"('MF', 'microfracturas')",MF,microfracturas,1
"('RVI', 'radiología vascular intervencionista')",RVI,radiología vascular intervencionista,1
"('SIS', 'síndrome de pinzamiento subacromial')",SIS,síndrome de pinzamiento subacromial,1
"('TAVEC', 'test de aprendizaje verbal españa-complutense')",TAVEC,test de aprendizaje verbal españa-complutense,1
"('CPL', 'complejo posterolateral')",CPL,complejo posterolateral,1
"('NL', 'normal')",NL,normal,1
"('AIS', 'abbreviated injury scale')",AIS,abbreviated injury scale,2
"('ISP', 'inventario de síntomas prefrontales')",ISP,inventario de síntomas prefrontales,1
"('INR', 'instituto nacional de rehabilitación')",INR,instituto nacional de rehabilitación,1
"('Neuro-ACMI', 'neurología crítica de la asociación catalana de medicina intensiva')",Neuro-ACMI,neurología crítica de la asociación catalana de medicina intensiva,1
"('PAS', 'presión arterial sistólica')",PAS,presión arterial sistólica,1
"('AEMPS', 'agencia española de medicamentos y productos sanitarios')",AEMPS,agencia española de medicamentos y productos sanitarios,1
"('RPC', 'recomendaciones para prevenir las caídas')",RPC,recomendaciones para prevenir las caídas,1
"('EVA', 'escala visual analógica')",EVA,escala visual analógica,2
"('WISCI', 'walking index spinal cord injury')",WISCI,walking index spinal cord injury,1
"('TC', 'tomografía computarizada')",TC,tomografía computarizada,1
"('T.E.C.', 'traumatismo encéfano craneano')",T.E.C.,traumatismo encéfano craneano,1
"('RR', 'riesgo relativo')",RR,riesgo relativo,1
"('TVP', 'trombosis venosa profunda')",TVP,trombosis venosa profunda,1
"('NE', 'nutrición enteral')",NE,nutrición enteral,1
"('COR', 'característica operativa del receptor')",COR,característica operativa del receptor,1
"('MIS', 'mínima invasión')",MIS,mínima invasión,1
"('TP', 'tiempo de protrombina')",TP,tiempo de protrombina,1
"('AST', 'abordaje del seno del tarso')",AST,abordaje del seno del tarso,1
"('FC', 'flexión de cadera')",FC,flexión de cadera,1
"('SILEX', 'sistema de información de lesiones de causa externa')",SILEX,sistema de información de lesiones de causa externa,1
"('DM2', 'diabetes mellitus tipo 2')",DM2,diabetes mellitus tipo 2,1
"('SIVELCE', 'sistema de vigilancia epidemiológica de lesiones de causa externa')",SIVELCE,sistema de vigilancia epidemiológica de lesiones de causa externa,1
"('C.P.', 'cirugía plástica')",C.P.,cirugía plástica,1
"('PIC', 'presión intracraneal')",PIC,presión intracraneal,1
"('US', 'uso de sustancias')",US,uso de sustancias,1
"('NISS', 'new injury severity score')",NISS,new injury severity score,1
"('FC', 'fractura de cadera')",FC,fractura de cadera,1
"('RA', 'reparación artroscópica')",RA,reparación artroscópica,1
"('ISS', 'injury severity score')",ISS,injury severity score,2
"('EC', 'esguince cervical')",EC,esguince cervical,1
"('OA', 'osteoartritis')",OA,osteoartritis,1
"('SCIE', 'science citation index expanded')",SCIE,science citation index expanded,1
"('LQ', 'lesion quirurgica')",LQ,lesion quirurgica,1
"('PPT', 'pacientes politraumáticos')",PPT,pacientes politraumáticos,1
"('PTG', 'pacientes con traumatismo grave')",PTG,pacientes con traumatismo grave,1
"('TUS', 'trastornos por uso de sustancias')",TUS,trastornos por uso de sustancias,1
"('rango', 'recambios de generador. seguimiento medio de 8,4 años')",rango,"recambios de generador. seguimiento medio de 8,4 años",1
"('T.E.C.', 'traumatismo encefalocraneal')",T.E.C.,traumatismo encefalocraneal,1
"('RCE', 'recuperación de la circulación espontánea')",RCE,recuperación de la circulación espontánea,1
"('RA-LMMR', 'reparación artroscópica de lesión masiva del manguito rotador')",RA-LMMR,reparación artroscópica de lesión masiva del manguito rotador,1
"('CBCL/1.5-5', 'child behavior checklist 1.5-5')",CBCL/1.5-5,child behavior checklist 1.5-5,1
"('HB', 'hepatitis b')",HB,hepatitis b,1
"('GER', 'gasto energético en reposo')",GER,gasto energético en reposo,1
"('SEHER', 'sociedad española de heridas')",SEHER,sociedad española de heridas,1
"('RETOSS', 'reumatología y osteoporosis')",RETOSS,reumatología y osteoporosis,1
"('UNP', 'unidades de nitrógeno proteico')",UNP,unidades de nitrógeno proteico,1
"('RM', 'razón de momios')",RM,razón de momios,1
"('EB', 'exceso de base')",EB,exceso de base,1
"('AST-M', 'area de seccion transversal del nervio mediano en la muñeca')",AST-M,area de seccion transversal del nervio mediano en la muñeca,2
"('FR', 'factor reumatoide')",FR,factor reumatoide,1
"('PC', 'parada cardiaca')",PC,parada cardiaca,1
"('RCP', 'reanimación cardiopulmonar pediátrica')",RCP,reanimación cardiopulmonar pediátrica,1
"('UCI', 'unidades de cuidados intensivos')",UCI,unidades de cuidados intensivos,1
"('TDC', 'tornillo dinámico condíleo')",TDC,tornillo dinámico condíleo,1
"('OR', 'odds ratio')",OR,odds ratio,1
"('MPMN', 'modelo de predicción de mortalidad de navarra')",MPMN,modelo de predicción de mortalidad de navarra,1
"('VPM', 'volumen plaquetario medio')",VPM,volumen plaquetario medio,1
"('ESCID', 'escala de conductas indicadoras de dolor')",ESCID,escala de conductas indicadoras de dolor,2
"('TC', 'tomografía computada')",TC,tomografía computada,1
"('TH', 'traumatismos hepáticos')",TH,traumatismos hepáticos,1
"('PCT', 'parada cardiaca traumática')",PCT,parada cardiaca traumática,1
"('IC', 'intervalos de confianza')",IC,intervalos de confianza,1
"('LCE', 'lesiones de causa externa')",LCE,lesiones de causa externa,1
"('VNG', 'videonistagmográfico')",VNG,videonistagmográfico,1
"('FP', 'fractura de pelvis')",FP,fractura de pelvis,1
"('IET', 'intubación endotraqueal')",IET,intubación endotraqueal,1
