pair,acronym,description,frequency
"('MOS-HIV', 'medical outcomes study hiv health survey')",MOS-HIV,medical outcomes study hiv health survey,1
"('VHS-1', 'virus del herpes simple tipo 1')",VHS-1,virus del herpes simple tipo 1,1
"('TARMA', 'terapia antirretroviral muy activa')",TARMA,terapia antirretroviral muy activa,1
"('ZBS', 'zona básica de salud')",ZBS,zona básica de salud,1
"('MGIT', 'mycobacteria growth indicator tube')",MGIT,mycobacteria growth indicator tube,1
"('COMESEM', 'corona metropolitana sudeste de madrid')",COMESEM,corona metropolitana sudeste de madrid,1
"('IP', 'inhibidores de la proteasa')",IP,inhibidores de la proteasa,1
"('VIH-1', 'virus de inmunodeficiencia humana tipo 1')",VIH-1,virus de inmunodeficiencia humana tipo 1,1
"('UFPE', 'unidad de atención farmacéutica a pacientes externos')",UFPE,unidad de atención farmacéutica a pacientes externos,1
"('TARV', 'terapia antirretroviral')",TARV,terapia antirretroviral,1
"('RR', 'riesgo relativo')",RR,riesgo relativo,1
"('E.T.S.', 'enfermedades sexualmente transmitidas')",E.T.S.,enfermedades sexualmente transmitidas,1
"('SNS', 'servicio nacional de salud')",SNS,servicio nacional de salud,1
"('MORTAR', 'mortalidad de pacientes vih (+) chilenos: estudio caso-control')",MORTAR,mortalidad de pacientes vih (+) chilenos: estudio caso-control,1
"('AEDV', 'academia española de dermatología y venereología')",AEDV,academia española de dermatología y venereología,1
"('LM', 'leucocitos mononucleares')",LM,leucocitos mononucleares,1
"('ODM', 'objetivos de desarrollo del milenio')",ODM,objetivos de desarrollo del milenio,1
"('SEFH', 'sociedad española de farmacia hospitalaria')",SEFH,sociedad española de farmacia hospitalaria,1
"('ETS', 'enfermedades de transmisión sexual')",ETS,enfermedades de transmisión sexual,2
"('ZDV', 'zidovudina')",ZDV,zidovudina,1
"('SIDA', 'síndrome de inmuno deficiencia adquirida')",SIDA,síndrome de inmuno deficiencia adquirida,1
"('VIH', 'virus de la immunodeficiencia humana')",VIH,virus de la immunodeficiencia humana,5
"('SIDA', 'síndrome de immunodeficiencia adquirida')",SIDA,síndrome de immunodeficiencia adquirida,3
"('SALVAR', 'sistema de administración, logística y vigilancia de antirretrovirales')",SALVAR,"sistema de administración, logística y vigilancia de antirretrovirales",1
"('EADV', 'european academy of dermatology and venereology')",EADV,european academy of dermatology and venereology,1
"('PVV', 'personas viviendo con vih')",PVV,personas viviendo con vih,1
"('VIH-2', 'virus de la inmunodeficiencia humana de tipo 2')",VIH-2,virus de la inmunodeficiencia humana de tipo 2,2
"('BACOVA', 'balance del contenido vaginal')",BACOVA,balance del contenido vaginal,1
"('TAR', 'tratamientos antirretrovirales')",TAR,tratamientos antirretrovirales,1
"('ESPA', 'escala simplificada para detectar problemas de adherencia')",ESPA,escala simplificada para detectar problemas de adherencia,1
"('TARV', 'tratamiento antirretroviral')",TARV,tratamiento antirretroviral,1
"('GESIDA', 'grupo de estudio de sida')",GESIDA,grupo de estudio de sida,4
"('HB', 'hepatitis b')",HB,hepatitis b,1
"('EIP', 'enfermedad inflamatoria pélvica leve y moderada')",EIP,enfermedad inflamatoria pélvica leve y moderada,1
"('SUH', 'servicio de urgencias hospitalario')",SUH,servicio de urgencias hospitalario,1
"('VPH', 'virus de papiloma humano')",VPH,virus de papiloma humano,1
"('PNS', 'plan nacional sobre el sida')",PNS,plan nacional sobre el sida,1
"('VIH-1', 'virus de la inmunodeficiencia humana tipo 1')",VIH-1,virus de la inmunodeficiencia humana tipo 1,4
"('TMI', 'transmisión materno-infantil')",TMI,transmisión materno-infantil,1
"('CV', 'calidad de vida')",CV,calidad de vida,1
"('PVIH/sida', 'personas con vih/sida')",PVIH/sida,personas con vih/sida,1
"('GPSIDA', 'grupos de prevención del sida')",GPSIDA,grupos de prevención del sida,1
"('E.T.S.', 'enfermedades de transmisión sexual')",E.T.S.,enfermedades de transmisión sexual,1
"('ADVP', 'a drogas por vía parenteral')",ADVP,a drogas por vía parenteral,3
"('Ag-VIH', 'antígeno(s) del virus de la inmunodeficiencia humana')",Ag-VIH,antígeno(s) del virus de la inmunodeficiencia humana,1
"('PR', 'prueba rápida')",PR,prueba rápida,1
"('DAP IV', 'dipeptidilaminopeptidasa iv')",DAP IV,dipeptidilaminopeptidasa iv,1
