pair,acronym,description,frequency
"('IC', 'insuficiencia cardiaca')",IC,insuficiencia cardiaca,2
"('MIQ', 'movement imagery questionnaire')",MIQ,movement imagery questionnaire,2
"('SCP', 'scale for contraversive pushing')",SCP,scale for contraversive pushing,1
"('INR', 'instituto nacional de rehabilitación')",INR,instituto nacional de rehabilitación,1
"('Neuro-ACMI', 'neurología crítica de la asociación catalana de medicina intensiva')",Neuro-ACMI,neurología crítica de la asociación catalana de medicina intensiva,1
"('RR', 'recovery')",RR,recovery,1
"('AAS', 'acido acetilsalicilico')",AAS,acido acetilsalicilico,2
"('ATR', 'artroplastia total de rodilla')",ATR,artroplastia total de rodilla,1
"('NE', 'nutrición enteral')",NE,nutrición enteral,1
"('RRE', 'rehabilitacion del reconocimiento de emociones')",RRE,rehabilitacion del reconocimiento de emociones,1
"('PEP', 'presión espiratoria positiva')",PEP,presión espiratoria positiva,1
"('DCA', 'daño cerebral adquirido')",DCA,daño cerebral adquirido,2
"('AFG', 'actividades fisicas grupales')",AFG,actividades fisicas grupales,2
"('DOMS', 'delayed onset muscular soreness')",DOMS,delayed onset muscular soreness,1
"('DM2', 'diabetes mellitus tipo 2')",DM2,diabetes mellitus tipo 2,1
"('GEW', 'gaitrite ® electronic walkway')",GEW,gaitrite ® electronic walkway,1
"('GMFCS', 'gross motor function classification system')",GMFCS,gross motor function classification system,1
"('SIC', 'síndrome de intestino corto')",SIC,síndrome de intestino corto,1
"('RA', 'reparación artroscópica')",RA,reparación artroscópica,1
"('TAP', 'tenotomía y aponeurotomía percutánea')",TAP,tenotomía y aponeurotomía percutánea,2
"('PAIA', 'plan de atencion al ictus de aragon')",PAIA,plan de atencion al ictus de aragon,2
"('NEC', 'nutrición enteral completa')",NEC,nutrición enteral completa,1
"('MRP', 'modelo de regresión de poisson')",MRP,modelo de regresión de poisson,1
"('TD', 'test de denver')",TD,test de denver,1
"('ACV', 'accidente cerebrovascular')",ACV,accidente cerebrovascular,1
"('TAB', 'tasa anual de brotes')",TAB,tasa anual de brotes,1
"('RENAPREC', 'registro nacional sobre programas de rehabilitación cardíaca en méxico')",RENAPREC,registro nacional sobre programas de rehabilitación cardíaca en méxico,2
"('NP', 'nutrición parenteral')",NP,nutrición parenteral,1
"('CHUVI', 'complexo hospitalario universitario de vigo')",CHUVI,complexo hospitalario universitario de vigo,1
"('PTUIP', 'programa de tamizaje universal e intervención precoz')",PTUIP,programa de tamizaje universal e intervención precoz,1
"('ER-IgG4', 'enfermedad relacionada con la inmunoglobulina g4')",ER-IgG4,enfermedad relacionada con la inmunoglobulina g4,1
"('RA-LMMR', 'reparación artroscópica de lesión masiva del manguito rotador')",RA-LMMR,reparación artroscópica de lesión masiva del manguito rotador,1
"('RM', 'reconstrucción mamaria')",RM,reconstrucción mamaria,1
"('SPA', 'sustancias psicoactivas')",SPA,sustancias psicoactivas,1
"('RV', 'realidad virtual')",RV,realidad virtual,1
"('ECA', 'estudios clinicos aleatorizados')",ECA,estudios clinicos aleatorizados,2
"('TEA', 'trastornos del espectro autista')",TEA,trastornos del espectro autista,1
"('EPOC', 'enfermedad pulmonar obstructiva cronica')",EPOC,enfermedad pulmonar obstructiva cronica,1
"('TAB', 'tasa anualizada de brotes')",TAB,tasa anualizada de brotes,1
"('IMSS', 'instituto mexicano seguro social')",IMSS,instituto mexicano seguro social,1
"('SJ', 'squat jump')",SJ,squat jump,1
"('BRIEF', 'behavior rating inventory of executive function')",BRIEF,behavior rating inventory of executive function,1
"('TaDiCS ®', 'tablero dinamico de cubos y signos')",TaDiCS ®,tablero dinamico de cubos y signos,1
"('FRC', 'fatiga relacionada con el cáncer')",FRC,fatiga relacionada con el cáncer,1
"('ILT', 'incapacidad laboral transitoria')",ILT,incapacidad laboral transitoria,1
"('EM', 'esclerosis multiple')",EM,esclerosis multiple,1
"('ELEP', 'estudio longitudinal de pacientes con enfermedad de parkinson')",ELEP,estudio longitudinal de pacientes con enfermedad de parkinson,1
"('INE', 'instituto nacional de estadística')",INE,instituto nacional de estadística,1
