pair,acronym,description,frequency
"('CT', 'cintigrafía tiroidea')",CT,cintigrafía tiroidea,1
"('RCP', 'reacción en cadena de la polimerasa')",RCP,reacción en cadena de la polimerasa,1
"('EVC', 'enfermedad vascular cerebral')",EVC,enfermedad vascular cerebral,1
"('ZBS', 'zonas básicas de salud')",ZBS,zonas básicas de salud,1
"('BCG', 'bacillus calmette-guérin')",BCG,bacillus calmette-guérin,1
"('CEIPC', 'comité español interdisciplinario de prevención cardiovascular')",CEIPC,comité español interdisciplinario de prevención cardiovascular,2
"('PINSAP', 'plan interdepartamental de salud pública')",PINSAP,plan interdepartamental de salud pública,1
"('Hib', 'haemophilus influenzae tipo b')",Hib,haemophilus influenzae tipo b,1
"('PAI', 'programa ampliado de inmunizaciones')",PAI,programa ampliado de inmunizaciones,1
"('LABC', 'laboratorio de metales del hospital abc')",LABC,laboratorio de metales del hospital abc,1
"('PRMs', 'problemas relacionados con la medicación')",PRMs,problemas relacionados con la medicación,1
"('ARIA', 'alérgica y su impacto en el asma')",ARIA,alérgica y su impacto en el asma,1
"('RVUPS', 'red valenciana de universidades públicas saludables')",RVUPS,red valenciana de universidades públicas saludables,1
"('VPH', 'virus papiloma humano')",VPH,virus papiloma humano,1
"('PRISMA', 'preferred reporting items in systematic\xa0reviews and meta-analyses')",PRISMA,preferred reporting items in systematic reviews and meta-analyses,1
"('II', 'iniciales')",II,iniciales,1
"('SOCHICAR', 'sociedad chilena de cardiología y cirugía cardiovascular')",SOCHICAR,sociedad chilena de cardiología y cirugía cardiovascular,1
"('AS', 'alimentación saludable')",AS,alimentación saludable,1
"('IE', 'instituciones educativas')",IE,instituciones educativas,1
"('TDAH', 'trastorno por deficit de atencion/hiperactividad')",TDAH,trastorno por deficit de atencion/hiperactividad,3
"('CPN', 'control prenatal')",CPN,control prenatal,1
"('DM1', 'diabetes mellitus tipo 1')",DM1,diabetes mellitus tipo 1,1
"('GE', 'grupo experimental')",GE,grupo experimental,1
"('MVL', 'medicamentos de venta libre')",MVL,medicamentos de venta libre,1
"('SU', 'servicios de urgencias')",SU,servicios de urgencias,1
"('PCA', 'persistencia del conducto arterioso')",PCA,persistencia del conducto arterioso,1
"('ATM', 'accidentes de trabajo mortales')",ATM,accidentes de trabajo mortales,1
"('GC', 'grupo control')",GC,grupo control,1
"('SSHDC', 'susceptibilidad hereditaria humana para desarrollar cáncer')",SSHDC,susceptibilidad hereditaria humana para desarrollar cáncer,1
"('FR', 'factores de riesgo')",FR,factores de riesgo,1
"('GETH', 'grupo español de trasplante hemopoyético')",GETH,grupo español de trasplante hemopoyético,1
"('MRV', 'monitoreo rápido de vacunación')",MRV,monitoreo rápido de vacunación,1
"('EPS', 'entidades promotoras de salud')",EPS,entidades promotoras de salud,1
"('HSV-2', 'herpes simple-2')",HSV-2,herpes simple-2,1
"('II', 'información')",II,información,1
"('RR', 'recovery')",RR,recovery,1
"('SACN', 'sistemas alternativos de consumo de nicotina')",SACN,sistemas alternativos de consumo de nicotina,1
"('CFP', 'cefditoreno pivoxilo')",CFP,cefditoreno pivoxilo,1
"('IRT', 'insuficiencia renal terminal,')",IRT,"insuficiencia renal terminal,",1
"('RPC', 'recomendaciones para prevenir las caídas')",RPC,recomendaciones para prevenir las caídas,1
"('ATR', 'artroplastia total de rodilla')",ATR,artroplastia total de rodilla,1
"('PV', 'pentavalente')",PV,pentavalente,1
"('VAG', 'vacunación antigripal')",VAG,vacunación antigripal,2
"('UITB', 'unidad de investigación en tuberculosis de barcelona')",UITB,unidad de investigación en tuberculosis de barcelona,1
"('SM', 'suplementos multivitamínicos')",SM,suplementos multivitamínicos,1
"('CAP', 'centros de atención primaria')",CAP,centros de atención primaria,1
"('EF', 'ejercicio físico')",EF,ejercicio físico,1
"('RR', 'riesgos relativos')",RR,riesgos relativos,1
"('EGB', 'estreptococo del grupo b')",EGB,estreptococo del grupo b,1
"('SMD', 'síndromes mielodisplásicos')",SMD,síndromes mielodisplásicos,1
"('PAIS', 'proyecto de acción interdisciplinaria en salud')",PAIS,proyecto de acción interdisciplinaria en salud,1
"('GID', 'ganancia de peso interdiálisis')",GID,ganancia de peso interdiálisis,1
"('LE', 'loncheras (fiambreras) escolares')",LE,loncheras (fiambreras) escolares,1
"('E1', 'españa 0001')",E1,españa 0001,1
"('CCI', 'consultivo de inmunizaciones')",CCI,consultivo de inmunizaciones,1
"('HTA-ALERT', 'hipertensos mediante mensajes de alerta en el teléfono móvil')",HTA-ALERT,hipertensos mediante mensajes de alerta en el teléfono móvil,1
"('HA', 'hipertensión arterial')",HA,hipertensión arterial,1
"('SNS', 'sistema nacional de salud')",SNS,sistema nacional de salud,1
"('CDC', 'centros de desarrollo comunitario')",CDC,centros de desarrollo comunitario,1
"('SIGN', 'scottish intercollegiate guidelines network')",SIGN,scottish intercollegiate guidelines network,1
"('IRA', 'infecciones respiratorias agudas')",IRA,infecciones respiratorias agudas,1
"('EAT', 'eating attitudes test')",EAT,eating attitudes test,1
"('FOS', 'fructooligosacáridos')",FOS,fructooligosacáridos,1
"('TD', 'test de denver')",TD,test de denver,1
"('DNN', 'de la nutrición')",DNN,de la nutrición,1
"('LM', 'lactancia materna')",LM,lactancia materna,2
"('SALVAR', 'sistema de administración, logística y vigilancia de antirretrovirales')",SALVAR,"sistema de administración, logística y vigilancia de antirretrovirales",1
"('CI', 'cardiopatía isquémica')",CI,cardiopatía isquémica,1
"('TCA', 'trastornos de la conducta alimentaria')",TCA,trastornos de la conducta alimentaria,1
"('VIH-2', 'virus de la inmunodeficiencia humana de tipo 2')",VIH-2,virus de la inmunodeficiencia humana de tipo 2,1
"('DPN', 'derrame pleural neoplásico')",DPN,derrame pleural neoplásico,1
"('EpS', 'educación para la salud')",EpS,educación para la salud,2
"('INCMNSZ', 'instituto nacional de ciencias médicas y nutrición salvador zubirán')",INCMNSZ,instituto nacional de ciencias médicas y nutrición salvador zubirán,1
"('SL', 'sucedáneo de la leche')",SL,sucedáneo de la leche,1
"('PTUIP', 'programa de tamizaje universal e intervención precoz')",PTUIP,programa de tamizaje universal e intervención precoz,1
"('HC', 'hipotiroidismo congénito')",HC,hipotiroidismo congénito,1
"('DPNNC', 'derrame pleural neoplásico no complicado')",DPNNC,derrame pleural neoplásico no complicado,1
"('OT', 'objetivo terapéutico')",OT,objetivo terapéutico,1
"('iPCSK9', 'inhibidores de proproteína convertasa subtilisina/kexina tipo 9')",iPCSK9,inhibidores de proproteína convertasa subtilisina/kexina tipo 9,1
"('GESIDA', 'grupo de estudio de sida')",GESIDA,grupo de estudio de sida,1
"('CC', 'calórico de la dieta')",CC,calórico de la dieta,1
"('CAV-AEP', 'calendario de vacunaciones de la asociación española de pediatría')",CAV-AEP,calendario de vacunaciones de la asociación española de pediatría,2
"('TIR', 'tuberculosis e infecciones respiratorias')",TIR,tuberculosis e infecciones respiratorias,1
"('SMS', 'servicio murciano de salud')",SMS,servicio murciano de salud,1
"('ERCT', 'enfermedad renal crónica terminal')",ERCT,enfermedad renal crónica terminal,1
"('EvW', 'enfermedad de von willebrand')",EvW,enfermedad de von willebrand,1
"('TEA', 'trastornos del espectro autista')",TEA,trastornos del espectro autista,2
"('SUH', 'servicio de urgencias hospitalario')",SUH,servicio de urgencias hospitalario,2
"('CAFYD', 'ciencias de la actividad física y del deporte')",CAFYD,ciencias de la actividad física y del deporte,1
"('BCG', 'bacillus calmette-guerin')",BCG,bacillus calmette-guerin,1
"('ECI-4', 'early childhood inventory-4')",ECI-4,early childhood inventory-4,1
"('PVA', 'programa de vacunación de andalucía')",PVA,programa de vacunación de andalucía,1
"('DIGS', 'diagnóstica para estudios genéticos')",DIGS,diagnóstica para estudios genéticos,1
"('EII', 'enfermedad inflamatoria intestinal')",EII,enfermedad inflamatoria intestinal,1
"('SIR', 'susceptible-infectado-recuperado')",SIR,susceptible-infectado-recuperado,1
"('ABSST', 'actionable bladder symptoms screening tool')",ABSST,actionable bladder symptoms screening tool,1
"('VFP', 'vacaciones de fiestas patrias')",VFP,vacaciones de fiestas patrias,1
"('SWB', 'síndrome williams-beuren')",SWB,síndrome williams-beuren,1
"('GPSIDA', 'grupos de prevención del sida')",GPSIDA,grupos de prevención del sida,1
"('TC6M', 'test de caminata de 6 minutos')",TC6M,test de caminata de 6 minutos,1
"('PR', 'prueba rápida')",PR,prueba rápida,1
"('AMPA', 'automedida de la presión arterial')",AMPA,automedida de la presión arterial,1
"('IC', 'intervalos de confianza')",IC,intervalos de confianza,1
"('CCR', 'cáncer colorrectal')",CCR,cáncer colorrectal,1
"('UNAM', 'universidad nacional autónoma de méxico')",UNAM,universidad nacional autónoma de méxico,1
"('PEPAF', 'programa experimental de promoción de la actividad fisica')",PEPAF,programa experimental de promoción de la actividad fisica,1
"('RNM', 'resultados negativos asociados a la medicación')",RNM,resultados negativos asociados a la medicación,1
"('RN', 'recién nacidos')",RN,recién nacidos,1
"('PCCM', 'programas de cribado de cáncer de mama')",PCCM,programas de cribado de cáncer de mama,1
"('EM', 'esclerosis multiple')",EM,esclerosis multiple,1
"('EN', 'enfermedad neumocócica')",EN,enfermedad neumocócica,1
"('VHB', 'virus de hepatitis b')",VHB,virus de hepatitis b,1
"('ECA', 'estudios clinicos aleatorizados y controlados')",ECA,estudios clinicos aleatorizados y controlados,1
